nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_09_16,02_09_16,03_09_16,04_09_16,05_09_16,06_09_16,07_09_16,08_09_16,09_09_16,10_09_16,11_09_16,12_09_16,13_09_16,14_09_16,15_09_16,16_09_16,17_09_16,18_09_16,19_09_16,20_09_16,21_09_16,22_09_16,23_09_16,24_09_16,25_09_16,26_09_16,27_09_16,28_09_16,29_09_16,30_09_16,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,4.6,9.2,1.2,6.6,0.2,0.0,0.8,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.4,0.4,3.0,28.8
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,3.8,12.2,2.8,12.0,0.0,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.2,2.8,0.0,0.0,0.0,1.0,1.0,0.0,38.6
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,4.3,9.2,1.2,6.5,0.2,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.0,0.3,0.2,2.7,26.9
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,2.2,3.7,3.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,7.5,0.0,0.2,0.0,6.4,2.5,0.0,0.0,28.1
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.5,0.7,2.4,3.0,0.4,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1.4,0.0,0.0,23.2,0.6,1.3,0.2,35.0
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.8,0.0,0.0,2.6
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,2.6,3.8,3.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,7.8,0.0,0.2,0.0,7.0,2.6,0.0,0.0,30.41
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.6,0.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.4,2.2,6.4,0.0,0.0,12.8
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,8.75,10.5
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.25,0.25,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.25,0.0,0.0,4.5
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,2.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.75
Ruy Barbosa,PG-PR-18,Ruy Barbosa,Ruy Barbosa - PG-PR-18,-12.285653,-40.513698,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,1.5,4.25,3.75,8.25,1.75,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,27.25
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.289538,-41.161774,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.5,1.0,1.0,2.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,4.5,0.0,0.0,19.75
Cascavel,PG-PR-27,Mucugê,Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,2.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.75
Mulungu do Morro,,Mulungu do Morro,Mulungu do Morro,-11.980363,-41.619012,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,25.8,7.2,5.6,0.0,44.6
Barro Alto,,Barro Alto,Barro Alto,-11.769188,-41.909464,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.4,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.8,0.0,0.0,25.2
