nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_01_16,02_01_16,03_01_16,04_01_16,05_01_16,06_01_16,07_01_16,08_01_16,09_01_16,10_01_16,11_01_16,12_01_16,13_01_16,14_01_16,15_01_16,16_01_16,17_01_16,18_01_16,19_01_16,20_01_16,21_01_16,22_01_16,23_01_16,24_01_16,25_01_16,26_01_16,27_01_16,28_01_16,29_01_16,30_01_16,31_01_16,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.4,42.2,23.6,13.8,129.6,0.0,2.2,0.0,0.0,0.0,0.0,24.2,0.0,22.4,1.6,30.0,10.0,0.6,1.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,304.6
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,39.4,10.8,21.8,4.2,59.2,0.0,45.4,1.6,0.0,0.0,0.0,0.0,0.0,1.8,0.0,3.0,36.4,52.6,69.2,6.4,49.4,14.4,7.4,0.2,0.0,2.6,0.0,0.2,426.0
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.0,45.0,23.5,14.0,131.5,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,21.6,1.3,59.6,56.4,53.1,79.9,14.1,8.7,38.8,1.8,0.0,0.0,0.0,0.0,1.2,578.51
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.1,77.2,26.9,9.5,19.0,9.4,2.3,3.8,0.0,0.0,8.7,24.8,0.0,29.2,15.3,47.0,65.0,33.2,20.3,87.1,4.4,17.0,44.5,30.2,4.7,11.3,0.0,0.0,591.91
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,0.0,4.2,10.2,65.0,44.1,21.2,24.6,6.4,3.4,0.0,0.0,1.6,6.8,0.0,9.7,0.7,3.2,10.0,44.6,27.2,41.8,15.6,4.1,6.8,0.4,1.6,9.6,0.0,0.0,362.81
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.4,75.0,27.0,9.8,19.6,10.2,2.6,3.6,0.0,0.0,9.4,24.8,0.0,29.2,16.2,46.6,65.0,33.4,20.4,84.6,4.8,17.6,45.0,29.2,4.6,11.6,0.0,0.0,591.61
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.6,46.6,59.6,7.4,23.2,8.8,0.0,0.0,0.0,0.0,1.4,4.4,0.0,22.0,3.8,4.6,24.2,48.4,59.2,64.6,0.0,26.0,39.6,0.0,0.8,0.0,0.0,0.0,446.2
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.25,4.5,63.5,0.0,70.25,0.5,4.5,3.0,0.0,0.0,0.0,3.75,0.0,6.75,0.75,0.0,14.75,55.25,49.75,23.75,44.25,1.25,0.5,0.0,0.0,0.0,0.0,0.25,347.5
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,3.75,8.5,57.5,9.5,12.0,1.75,0.5,1.0,0.0,0.0,0.0,18.5,0.0,34.5,2.0,1.75,14.25,37.0,26.0,19.25,9.25,12.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.5,0.0,0.0,0.0,36.0,60.0,0.25,55.25,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,3.25,8.0,10.0,58.25,34.25,37.0,27.0,13.5,11.0,0.25,0.0,0.0,0.0,0.0,0.0,356.0
Fazenda Cruz,PG-PR-20,Piatã,Piatã (Fazenda Cruz) - PG-PR-20,-12.90705,-41.86708,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,1.25,0.0,3.75,2.25,11.0,15.0,16.75,4.75,0.0,0.0,0.0,0.0,0.5,4.0,0.0,4.0,0.5,12.75,8.25,8.0,2.5,16.25,2.25,0.0,1.0,5.5,6.5,126.75
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.289538,-41.161774,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,8.5,10.5,3.5,9.0,16.25,3.75,0.0,0.0,0.0,1.0,6.25,0.0,3.0,0.75,19.25,32.0,22.0,14.25,37.5,2.0,0.25,10.5,0.25,0.75,19.75,0.0,0.0,221.0
Mulungu do Morro,,Mulungu do Morro,Mulungu do Morro,-11.980363,-41.619012,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,26.6,1.8,3.4,11.6,67.2,17.4,0.8,0.2,0.0,3.2,29.0,2.4,0.0,34.0,1.2,4.0,55.4,17.2,5.2,53.0,4.8,0.2,9.6,0.0,23.8,0.2,0.0,0.0,372.2
Barro Alto,,Barro Alto,Barro Alto,-11.769188,-41.909464,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,21.0,6.6,0.0,24.8,51.6,43.0,0.2,0.0,0.0,0.0,45.8,5.0,0.0,19.4,24.2,11.0,45.8,21.6,19.6,75.6,3.8,0.6,47.6,1.6,17.8,1.4,0.0,0.2,488.21
