nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_09_17,02_09_17,03_09_17,04_09_17,05_09_17,06_09_17,07_09_17,08_09_17,09_09_17,10_09_17,11_09_17,12_09_17,13_09_17,14_09_17,15_09_17,16_09_17,17_09_17,18_09_17,19_09_17,20_09_17,21_09_17,22_09_17,23_09_17,24_09_17,25_09_17,26_09_17,27_09_17,28_09_17,29_09_17,30_09_17,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.6,2.6,0.0,0.0,0.0,0.0,0.4,1.6,0.2,0.0,0.2,1.2,5.8,0.2,1.0,2.2,3.6,3.0,0.6,0.6,0.0,1.2,1.4,0.2,0.0,0.6,0.0,0.0,28.21
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.5,2.2,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.9,5.2,0.0,0.8,1.9,3.5,2.5,0.5,0.4,0.0,1.2,1.4,0.0,0.0,0.4,0.0,0.0,23.9
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,11.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.9,2.9,0.5,2.8,0.0,0.9,11.1,0.5,0.9,1.0,0.0,8.0,2.3,0.2,0.0,0.0,0.0,44.1
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,4.2,1.0,0.0,0.4,0.6,1.1,1.8,1.4,0.0,0.0,0.4,0.6,0.3,3.5,4.6,3.0,0.8,1.0,0.4,1.2,0.0,2.2,4.4,0.8,0.0,0.0,0.0,0.0,33.7
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.81
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,3.4,0.6,2.4,0.0,1.0,11.0,0.6,1.0,1.0,0.0,8.2,2.6,0.0,0.0,0.0,0.0,45.81
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.2,0.0,0.8,0.0,1.8,0.0,0.0,0.2,2.0,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,17.8
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,4.75
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.289538,-41.161774,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.0
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,4.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.25,1.5,0.0,2.0,1.0,0.25,1.5,0.25,0.25,1.0,0.0,1.0,1.75,0.0,0.0,0.0,0.0,20.0
