nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_11_17,02_11_17,03_11_17,04_11_17,05_11_17,06_11_17,07_11_17,08_11_17,09_11_17,10_11_17,11_11_17,12_11_17,13_11_17,14_11_17,15_11_17,16_11_17,17_11_17,18_11_17,19_11_17,20_11_17,21_11_17,22_11_17,23_11_17,24_11_17,25_11_17,26_11_17,27_11_17,28_11_17,29_11_17,30_11_17,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,8.6,0.8,4.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.2,2.0,6.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,54.8
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,4.0,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.8,7.6,9.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,8.0,0.0,0.0,0.0,0.0,84.4
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,9.6,0.6,4.1,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,17.7,2.0,5.3,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,7.3,1.0,0.0,0.0,0.0,0.0,53.6
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.7,45.1,19.6,3.5,0.5,1.1,0.5,4.2,0.6,0.0,0.0,0.0,8.7,47.6,13.9,3.0,8.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,2.8,0.0,0.0,0.0,0.0,161.0
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,27.4,0.6,1.4,0.4,0.0,0.0,8.2,0.4,0.0,0.0,0.0,0.4,44.4,10.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.8,42.4,23.4,3.8,0.6,1.2,0.4,4.6,0.8,0.0,0.0,0.0,8.8,46.8,12.6,3.2,8.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,3.0,0.0,0.0,0.0,0.0,161.8
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,71.6,7.2,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.0,18.8,18.8,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,125.8
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,11.5,3.0,7.5,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,61.75
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.289538,-41.161774,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,23.75,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.0,0.0,8.5,26.5,7.5,3.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,77.25
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,11.25,1.25,0.25,0.0,0.0,0.0,4.5,0.25,0.25,0.0,0.0,20.25,24.0,6.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,69.75
