nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_11_20,02_11_20,03_11_20,04_11_20,05_11_20,06_11_20,07_11_20,08_11_20,09_11_20,10_11_20,11_11_20,12_11_20,13_11_20,14_11_20,15_11_20,16_11_20,17_11_20,18_11_20,19_11_20,20_11_20,21_11_20,22_11_20,23_11_20,24_11_20,25_11_20,26_11_20,27_11_20,28_11_20,29_11_20,30_11_20,total
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,23.3,12.6,44.4,35.0,19.8,46.8,4.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,24.0,33.1,6.0,30.4,0.5,0.0,1.8,7.0,1.5,6.1,1.2,9.4,308.1
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,46.8,48.4,53.6,8.4,10.6,12.8,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,10.0,0.0,25.2,1.0,53.4,0.2,1.4,2.0,8.8,3.0,0.4,0.2,0.0,292.4
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.682872,-41.841236,Chapada Diamantina,RPGA do Rio de Contas,10.0,47.4,26.8,14.2,42.0,89.0,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,2.6,23.2,1.4,10.2,7.4,0.0,0.0,0.0,1.8,0.0,0.0,0.0,330.0
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,22.0,13.4,52.8,32.8,19.0,45.4,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.2,5.8,28.4,0.4,0.0,2.0,6.8,1.6,6.2,1.4,9.0,309.8
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,2.2,0.4,13.6,0.8,4.2,0.8,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,1.2,7.6,0.0,0.0,1.4,0.4,2.4,12.0,0.0,0.0,73.4
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,6.0,0.8,38.0,5.0,0.2,0.2,0.0,0.0,2.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,0.6,21.4,0.0,0.0,0.2,2.0,0.0,0.8,0.6,1.8,100.2
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,5.0,53.8,10.4,3.0,2.0,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.2,23.8,6.6,36.0,67.6,0.0,0.0,3.4,1.6,6.2,0.0,0.0,3.8,233.2
Machado Portela,PG-PR-26,Marcionílio Souza,Marcionílio Souza (Machado Portela) - PG-PR-26,-13.153732,-40.768155,Chapada Diamantina,RPGA do Rio Paraguaçu,43.2,8.8,90.1,2.2,15.6,8.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,20.8,15.0,0.0,0.0,0.6,5.0,2.8,5.2,0.0,0.0,228.1
Rio do Pires,PM-CL-04,Rio do Pires,Rio do Pires - PM-CL-04,-13.11695,-42.28411,Chapada Diamantina,RPGA dos Rios Paramirim e Santo Onofre,32.4,69.2,55.6,16.2,10.6,7.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,26.0,8.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.6
Iaçu,PG-CL-05,Iaçu,Iaçu - PG-CL-05,-12.9114,-40.03177,Chapada Diamantina,RPGA do Rio Paraguaçu,6.0,4.2,9.4,2.2,0.8,11.6,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,2.6,3.2,0.0,0.0,0.6,1.6,1.6,1.2,0.2,0.0,78.4
Ibiaporã,PG-CL-01,Mundo Novo,Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,Chapada Diamantina,RPGA do Rio Paraguaçu,1.6,0.2,2.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,45.4
Marcionílio Souza,PG-CL-03,Marcionílio Souza,Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,Chapada Diamantina,RPGA do Rio Paraguaçu,29.8,8.0,66.2,1.8,14.8,2.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1.8,13.2,0.0,0.0,1.0,3.0,1.6,15.2,1.8,0.0,167.6
Baixa Grande,PG-PR-08,Baixa Grande,Baixa Grande - PG-PR-08,-11.908701,-40.183683,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,22.2,13.6,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.8,47.2,3.8,9.2,0.0,0.0,0.4,2.2,14.6,1.0,1.0,5.0,132.61
Ventura,PG-PR-10,Morro do Chapéu,Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,Chapada Diamantina,RPGA do Rio Paraguaçu,38.0,16.0,19.2,1.0,2.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,29.4,13.2,7.0,3.6,0.0,0.4,0.2,1.6,0.4,1.0,2.4,149.0
Bonito,PG-PR-11,Bonito,Bonito - PG-PR-11,-11.98993,-41.25429,Chapada Diamantina,RPGA do Rio Paraguaçu,1.4,29.2,10.4,13.0,32.4,2.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.2,9.2,10.4,42.2,7.2,0.0,2.8,2.4,3.0,1.4,7.6,9.2,190.01
Piatã,CO-CL-04,Piatã,Piatã - CO-CL-04,-13.164166,-41.770833,Chapada Diamantina,RPGA do Rio de Contas,72.0,59.0,47.5,10.75,9.5,6.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.25,27.25,0.0,28.25,1.25,47.0,0.0,2.5,2.25,6.25,6.5,0.25,0.5,0.0,332.25
