nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_04_20,02_04_20,03_04_20,04_04_20,05_04_20,06_04_20,07_04_20,08_04_20,09_04_20,10_04_20,11_04_20,12_04_20,13_04_20,14_04_20,15_04_20,16_04_20,17_04_20,18_04_20,19_04_20,20_04_20,21_04_20,22_04_20,23_04_20,24_04_20,25_04_20,26_04_20,27_04_20,28_04_20,29_04_20,30_04_20,total
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.3,2.1,0.0,0.0,0.0,1.6,4.8,0.0,0.0,33.0,12.0,24.0,50.0,35.3,4.7,5.5,7.0,17.3,0.0,8.4,0.3,5.9,2.2,4.8,0.0,0.0,6.9,0.1,4.5,0.2,230.9
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,28.0,0.0,17.2,18.0,15.8,0.3,0.0,0.0,2.4,7.8,3.5,3.9,4.0,0.0,0.0,0.0,0.0,5.2,0.0,2.4,1.8,111.4
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,3.2,8.6,0.8,0.2,50.2,2.0,24.8,9.8,22.0,11.0,15.0,0.4,13.6,44.8,9.8,6.2,0.0,0.4,0.0,0.0,0.0,6.2,0.0,3.6,0.0,232.6
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.682872,-41.841236,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.6,11.4,11.0,1.8,2.8,0.2,0.8,1.8,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.4
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.2,0.0,8.0,11.4,0.2,1.6,31.0,0.4,0.0,0.0,6.8,13.4,0.4,1.4,2.0,0.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,106.01
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.4,2.2,0.0,0.0,0.0,1.8,4.8,0.0,0.0,33.4,12.0,23.0,47.8,34.4,4.4,5.2,7.0,17.4,10.4,8.4,0.4,5.8,2.2,5.0,0.0,0.0,6.4,0.0,4.8,0.2,237.4
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,1.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,29.6,40.8,9.8,2.2,1.0,0.2,0.6,1.2,2.8,5.6,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.4
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,2.0,0.0,0.0,0.0,5.4,4.8,0.6,0.0,9.2,81.2,0.0,8.6,9.4,0.6,0.0,0.0,6.2,7.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,137.0
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.2,0.0,0.0,0.0,0.0,3.4,0.0,0.0,6.8,8.8,1.4,15.6,37.8,0.0,0.0,0.0,8.4,12.4,1.6,0.2,0.0,0.0,0.2,0.0,0.0,2.6,0.0,0.0,0.0,99.4
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,0.4,0.0,0.0,0.0,16.6,0.4,0.0,0.8,6.6,11.4,29.6,21.4,6.2,14.0,3.0,1.0,5.6,42.6,5.2,3.4,2.0,0.0,0.0,0.0,0.0,8.4,0.0,0.2,0.2,179.2
