nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_07_20,02_07_20,03_07_20,04_07_20,05_07_20,06_07_20,07_07_20,08_07_20,09_07_20,10_07_20,11_07_20,12_07_20,13_07_20,14_07_20,15_07_20,16_07_20,17_07_20,18_07_20,19_07_20,20_07_20,21_07_20,22_07_20,23_07_20,24_07_20,25_07_20,26_07_20,27_07_20,28_07_20,29_07_20,30_07_20,31_07_20,total
Lençóis,83242,Lençóis,Lençóis - 83242,-12.557,-41.388999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.7,0.0,0.0,0.0,0.0,0.0,4.6,0.2,2.0,7.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.2,2.8,3.1,4.3,0.0,2.0,12.4,0.0,12.0,12.6,0.0,0.6,0.0,85.3
Piatã,A430,Piatã,Piatã - A430,-13.155999999999999,-41.773999999999994,Chapada Diamantina,RPGA do Rio de Contas,0.2,0.0,0.2,0.0,0.2,0.0,6.0,1.8,1.8,5.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.4,1.8,6.6,0.6,0.0,0.2,2.4,0.4,8.8,19.4,1.6,0.0,0.0,75.4
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.683,-41.841,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,0.0,0.0,5.0
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.762,-40.214,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,8.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.6,2.2,3.8,0.0,0.0,3.6,0.4,0.0,4.8,9.4,0.0,0.0,0.0,38.41
Lençóis,A425,Lençóis,Lençóis - A425,-12.558,-41.388999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.8,0.2,0.0,0.0,0.0,0.0,4.8,0.0,2.0,8.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2,3.4,3.4,4.6,0.0,2.4,12.6,0.0,11.8,12.6,0.0,0.6,0.0,87.2
Itaetê,,Itaetê,Itaetê,-12.992,-40.961000000000006,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.932,-40.226,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,2.4,0.0,0.0,0.8,3.8,0.0,0.0,0.0,16.6
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.8,-40.363,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.4,0.8,2.2,0.0,0.0,3.0,0.2,0.0,7.8,6.2,0.2,0.0,0.0,28.6
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.772,-41.541000000000004,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,1.4,2.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,2.2,4.6,2.6,0.8,0.0,0.0,0.4,0.0,7.4,15.8,1.8,0.0,0.0,48.6
Machado Portela,PG-PR-26,Marcionílio Souza,Marcionílio Souza (Machado Portela) - PG-PR-26,-13.154000000000002,-40.768,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.6,0.8,0.2,0.0,1.6,0.6,0.0,6.0,17.4,0.0,0.0,0.0,30.8
