nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_02_20,02_02_20,03_02_20,04_02_20,05_02_20,06_02_20,07_02_20,08_02_20,09_02_20,10_02_20,11_02_20,12_02_20,13_02_20,14_02_20,15_02_20,16_02_20,17_02_20,18_02_20,19_02_20,20_02_20,21_02_20,22_02_20,23_02_20,24_02_20,25_02_20,26_02_20,27_02_20,28_02_20,29_02_20,total
Cansanção,IT-PR-20,Cansanção,Cansanção - IT-PR-20,-10.702836,-39.543932,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.2,13.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8
Ribeira do Amparo,A458,Ribeira do Amparo,Ribeira do Amparo - A458,-11.058722,-38.444028,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,7.4,3.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,25.0,5.6,1.6,0.0,0.0,0.0,0.0,6.2,53.81
Quijingue,IT-PR-25,Quijingue,Quijingue - IT-PR-25,-10.783951,-39.20809,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,1.4,43.0,2.8,0.4,0.0,2.0,0.0,6.8,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8
Inhambupe,RN-CL-10,Inhambupe,Inhambupe - RN-CL-10,-11.69267,-38.31361,Nordeste,RPGA do Recôncavo Norte,8.6,0.2,0.0,0.0,0.0,12.4,1.6,8.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.2,0.0,0.0,21.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,65.61
Curral Falso,IT-PR-01,Ribeira do Pombal,Ribeira do Pombal (Curral Falso) - IT-PR-01,-10.697843,-38.5714,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,1.0,7.4,9.2,0.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8
Aribicé,IT-PR-02,Euclides da Cunha,Euclides da Cunha (Aribicé) - IT-PR-02,-10.557835,-38.793352,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,9.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
Ribeira do Pombal,IT-PR-04,Ribeira do Pombal,Ribeira do Pombal - IT-PR-04,-10.823399,-38.545844,Nordeste,RPGA do Rio Itapicuru,0.0,0.2,0.0,0.0,15.4,0.0,0.4,6.6,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8
BR 116 E. Cunha / Tucano,IT-PR-05,Quijingue,Quijingue (BR 116 E. Cunha / Tucano) - IT-PR-05,-10.7105,-38.9227,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,133.2,22.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.2
Fazenda Santo Antônio,IT-PR-06,Euclides da Cunha,Euclides da Cunha (Fazenda Santo Antônio) - IT-PR-06,-10.405331,-39.045582,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,3.0,0.8,4.2,12.2,0.8,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.6,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.81
Estação Experimental,IT-PR-10,Nova Soure,Nova Soure (Estação Experimental) - IT-PR-10,-11.3083,-38.5361,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.6,4.4,28.8,51.8,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,108.2
Boa Hora,IT-PR-13,Ribeira do Amparo,Ribeira do Amparo (Boa Hora) - IT-PR-13,-10.965,-38.5234,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,5.2,24.2,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3.2,3.8,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,11.4,50.4
Jeremoabo,A450,Jeremoabo,Jeremoabo - A450,-10.0807,-38.3459,Nordeste,RPGA do Rio Vaza-Barris,0.0,0.0,0.0,4.0,37.4,5.4,1.8,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,3.0,0.6,0.0,32.2,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,90.0
Itaberaba,291840701A,Juazeiro,Juazeiro (Itaberaba) - 291840701A,-9.44837,-40.48517,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.0,2.6,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,32.4
João Paulo II,291840704A,Juazeiro,Juazeiro (João Paulo II) - 291840704A,-9.47067,-40.49805,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.0,2.8,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,45.2
Lapão,291915701A,Lapão,Lapão - 291915701A,-11.38,-41.83,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.4,1.4,0.0,4.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.4,10.2,4.6,0.0,0.0,0.0,0.0,0.0,26.4
Centro,290115501A,América Dourada,América Dourada (Centro) - 290115501A,-11.45011,-41.434004,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,1.8,0.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.8
Irecê,83182,Irecê,Irecê - 83182,-11.3,-41.866667,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.9,9.2,1.2,17.2,1.2,7.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.2,0.0,0.0,5.5,11.7,0.7,0.0,0.0,0.0,0.2,0.0,62.41
Remanso,82979,Remanso,Remanso - 82979,-9.633333,-42.1,Norte,RPGA do Lago de Sobradinho,0.0,0.0,0.0,2.1,14.4,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,19.4,75.3
Delfino,A443,Umburanas,Umburanas (Delfino) - A443,-10.45492,-41.206996,Norte,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remanso,A423,Remanso,Remanso - A423,-9.625693,-42.077214,Norte,RPGA do Lago de Sobradinho,0.0,0.0,0.0,2.6,14.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.8,0.0,0.0,0.0,0.0,20.0,73.8
Irecê,A424,Irecê,Irecê - A424,-11.328998,-41.864504,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.2,0.8,2.4,3.8,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.8,4.6,0.2,0.0,0.0,0.0,0.0,0.0,31.0
Várzea Nova,SA-CL-02,Várzea Nova,Várzea Nova - SA-CL-02,-11.23996,-40.935618,Norte,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0
CODEVASF Salitre,MC-CL-01,Juazeiro,Juazeiro (CODEVASF Salitre) - MC-CL-01,-9.48778,-40.61333,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.0,4.8,0.0,52.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4
Campo Formoso,IT-CL-02,Campo Formoso,Campo Formoso - IT-CL-02,-10.47062,-40.33412,Norte,RPGA do Rio Itapicuru,0.0,0.0,0.0,10.2,0.4,56.2,0.0,1.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2
Sento Sé,SO-CL-01,Sento Sé,Sento Sé - SO-CL-01,-9.78228,-41.81872,Norte,RPGA do Lago de Sobradinho,0.0,0.0,0.0,1.2,4.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,43.4
Itaguaçu da Bahia,VJ-CL-03,Itaguaçu da Bahia,Itaguaçu da Bahia - VJ-CL-03,-10.9549,-42.3465,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,19.4,18.8,2.6,5.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.2,0.0,0.0,15.6,0.2,1.0,0.0,0.0,0.0,0.0,0.0,65.01
Ibipeba,VJ-CL-02,Ibipeba,Ibipeba - VJ-CL-02,-11.62667,-42.06444,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,5.2,0.0,0.0,0.4,0.0,3.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,1.6,0.0,9.8,0.0,0.0,0.0,13.4,0.0,42.01
Aeródromo,SA-PR-03,Campo Formoso,Campo Formoso (Aeródromo) - SA-PR-03,-10.49,-40.4871,Norte,RPGA do Rio Itapicuru,0.0,0.0,0.0,1.4,0.4,14.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,24.8
Santa Rosa,SM-PR-01,Jaguarari,Jaguarari (Santa Rosa) - SM-PR-01,-10.098374,-39.869774,Norte,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.4,1.4,17.8,7.0,3.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8
Jaguarari,IT-PR-28,Jaguarari,Jaguarari - IT-PR-28,-10.269489,-40.200344,Norte,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.2,0.2,0.2,0.6,12.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
João Dourado,291835701C,João Dourado,João Dourado - 291835701C,-11.313636,-41.633467,Norte,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.4,0.4,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.2,0.0,0.0,0.0,0.0,0.4,9.8
Fazenda Vila Verde,,Fazenda Vila Verde,Fazenda Vila Verde,-12.032839,-46.054434,Oeste,RPGA do Rio Grande,0.0,0.0,0.2,8.0,0.0,2.8,42.2,116.8,11.6,0.2,0.0,0.0,0.0,0.0,0.0,9.4,0.0,3.0,0.0,13.4,1.4,0.0,0.2,6.0,0.2,0.0,0.0,2.0,3.8,221.2
Arrojolândia,,Arrojolândia,Arrojolândia,-13.741772,-45.466093,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,11.2,0.2,20.0,2.4,5.2,49.0,0.0,12.8,0.0,7.6,4.0,0.0,0.2,1.2,0.2,0.0,14.8,0.0,2.8,0.0,0.4,0.2,0.0,0.0,5.0,2.8,140.01
Formosa do Rio Preto,A452,Formosa do Rio Preto,Formosa do Rio Preto - A452,-11.052163,-45.200769,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,4.8,23.4,15.8,8.0,34.0,4.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,11.6,12.8,0.2,8.4,2.6,0.8,0.2,0.0,0.0,20.0,149.6
Nova Vida Montante,46590000,Barreiras,Barreiras (Nova Vida Montante) - 46590000,-11.867963,-45.084552,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,24.8,2.4,1.2,6.6,17.4,0.8,21.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.2,78.2
Correntina,A416,Correntina,Correntina - A416,-13.332386,-44.617376,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,9.0,12.8,13.6,0.8,65.2,9.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,127.41
Barreiras,83236,Barreiras,Barreiras - 83236,-12.155556,-45.007778,Oeste,RPGA do Rio Grande,0.0,0.0,51.0,0.0,0.2,9.2,10.6,45.9,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,12.7,26.7,0.0,0.0,0.0,0.0,0.0,187.5
Correntina,83286,Correntina,Correntina - 83286,-13.332222,-44.617222,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,9.2,13.0,14.2,0.8,71.9,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,134.6
Arrojado,45770000,Correntina,Correntina (Arrojado) - 45770000,-13.4528,-44.5689,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.2,0.0,0.0,20.4,48.6,18.2,5.6,29.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,127.4
Correntina,45590000,Correntina,Correntina - 45590000,-13.3406,-44.6386,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,6.8,19.8,11.8,0.2,82.8,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,158.21
Fazenda Redenção,46543000,Barreiras,Barreiras (Fazenda Redenção) - 46543000,-12.1358,-45.1033,Oeste,RPGA do Rio Grande,0.0,0.0,8.6,3.2,16.4,13.2,8.6,48.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0,1.8,2.8,0.6,0.0,0.0,0.0,0.0,110.2
Fazenda Santa Luzia,CA-CL-01,Cocos,Cocos (Fazenda Santa Luzia) - CA-CL-01,-14.85528,-45.93583,Oeste,RPGA do Rio Carinhanha,0.0,0.0,0.0,9.6,26.0,7.4,6.0,12.0,5.2,0.0,1.4,41.0,0.0,0.8,1.6,1.4,0.0,0.0,0.0,0.0,2.2,4.8,17.8,2.6,0.8,7.0,0.0,8.0,32.2,187.8
Fazenda Porta do Céu,CT-CL-02,Jaborandi,Jaborandi (Fazenda Porta do Céu) - CT-CL-02,-14.11621,-45.84417,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,3.4,0.4,3.0,5.8,2.4,1.8,23.9,4.4,1.6,1.0,3.2,2.0,1.4,1.2,4.0,0.2,5.4,1.6,2.0,1.4,6.8,1.2,1.0,0.6,0.0,1.6,81.3
Fazenda Morinaga,CT-CL-01,Correntina,Correntina (Fazenda Morinaga) - CT-CL-01,-13.75194,-45.87028,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,38.0,7.2,22.4,6.8,26.8,23.0,0.0,0.8,0.0,3.0,4.2,0.0,0.0,0.0,0.2,0.0,17.6,0.0,0.0,56.4,12.2,0.0,0.0,0.0,0.0,1.2,219.8
Fazenda Madras,GR-CL-04,Riachão das Neves,Riachão das Neves (Fazenda Madras) - GR-CL-04,-11.63028,-44.84556,Oeste,RPGA do Rio Grande,0.0,0.2,0.0,0.0,12.2,1.0,0.4,22.0,22.2,0.0,0.0,0.0,13.4,0.0,0.4,0.0,0.0,0.0,0.0,8.8,0.2,0.0,1.8,7.0,0.0,0.0,0.0,0.0,0.0,89.61
Fazenda Barcelona,GR-CL-03,Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,-11.59139,-46.02194,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,1.0,0.0,18.0,26.6,20.0,22.0,14.2,13.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,22.2,8.4,14.8,1.2,0.6,0.0,0.0,1.6,0.0,174.4
Mocambo,45740001,Correntina,Correntina (Mocambo) - 45740001,-13.28572,-44.56284,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.2,0.0,0.0,12.2,24.2,2.4,3.2,15.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,9.8,0.2,0.0,0.0,6.8,0.4,0.0,0.4,0.0,0.0,75.81
PCH Pres. Goulart-J,45600000,Correntina,Correntina (PCH Pres. Goulart-J) - 45600000,-13.3344,-44.6208,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,12.5,12.5,19.25,0.5,116.0,11.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,5.0,0.0,0.75,0.0,0.0,0.0,0.0,198.0
PCH Pres. Goulart-M1,45588000,Correntina,Correntina (PCH Pres. Goulart-M1) - 45588000,-13.3408,-44.6414,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,12.5,27.0,15.25,0.25,84.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,181.5
PCH Sítio Grande-J,46453500,São Desidério,São Desidério (PCH Sítio Grande-J) - 46453500,-12.4286,-45.1528,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.75,7.25,3.25,60.75,25.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,6.75,0.25,0.0,0.0,0.75,0.0,2.75,42.5,2.0,0.0,0.0,0.0,0.0,152.75
COACERAL,GR-CL-02,Formosa do Rio Preto,Formosa do Rio Preto (COACERAL) - GR-CL-02,-10.561944,-45.693333,Oeste,RPGA do Rio Grande,0.0,0.0,3.25,3.25,0.0,37.0,9.75,29.75,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,62.25,0.25,0.0,7.25,1.5,0.0,0.0,0.0,0.0,6.25,178.5
Barreiras,A402,Barreiras,Barreiras - A402,-12.124715,-45.027049,Oeste,RPGA do Rio Grande,0.0,0.0,24.8,0.4,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
Luís Eduardo Magalhães,A404,Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,-12.152394,-45.829745,Oeste,RPGA do Rio Grande,0.0,0.0,35.6,0.6,26.8,26.0,51.8,47.4,43.0,0.0,4.6,0.0,0.0,0.0,0.0,18.8,0.0,2.2,0.0,34.2,6.6,0.0,0.8,33.4,2.2,0.0,0.0,0.0,0.0,334.0
Fazenda Evandro,GR-PR-01,Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Evandro) - GR-PR-01,-10.600581,-45.822752,Oeste,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.4,0.6,0.6,0.4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.8,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0,14.2
J. Zoológico,A401,Salvador,Salvador (J. Zoológico) - A401,-13.005515,-38.50576,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.6,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,19.2,9.2,0.6,0.2,0.0,0.0,0.4,0.4,0.4,0.0,0.0,2.4,37.6
Cruz das Almas,A406,Cruz das Almas,Cruz das Almas - A406,-12.675422,-39.08958,Recôncavo,RPGA do Rio Paraguaçu,6.4,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.2,2.2,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6
Feira de Santana,A413,Feira de Santana,Feira de Santana - A413,-12.1962,-38.967384,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,9.4,0.0,5.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6
Periperi,292740820A,Salvador,Salvador (Periperi) - 292740820A,-12.867344,-38.458111,Recôncavo,RPGA do Recôncavo Norte,0.6,0.0,0.0,0.0,0.0,1.4,8.0,1.4,1.2,0.2,0.0,2.2,10.8,0.0,0.6,0.2,0.0,34.0,1.8,1.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,64.0
Fazenda Coutos,292740822A,Salvador,Salvador (Fazenda Coutos) - 292740822A,-12.849955,-38.461778,Recôncavo,RPGA do Recôncavo Norte,3.8,0.0,2.2,0.2,0.0,1.2,0.6,10.0,18.2,0.2,0.0,2.4,7.0,0.0,0.0,0.0,0.0,23.4,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,73.0
Itapuã,292740819A,Salvador,Salvador (Itapuã) - 292740819A,-12.947736,-38.370136,Recôncavo,RPGA do Recôncavo Norte,2.8,0.0,0.2,0.2,1.4,0.2,0.0,2.2,0.0,0.0,0.0,0.0,7.6,0.2,0.6,0.0,13.4,40.2,13.8,13.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,96.4
Alagoinhas,83249,Alagoinhas,Alagoinhas - 83249,-12.148333,-38.425556,Recôncavo,RPGA do Recôncavo Norte,5.2,0.0,0.0,0.0,0.0,0.0,1.2,36.3,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,18.5,2.5,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,2.1,72.0
Tancredo Neves,292740823A,Salvador,Salvador (Tancredo Neves) - 292740823A,-12.945347,-38.453472,Recôncavo,RPGA do Recôncavo Norte,0.2,0.0,0.0,2.8,7.4,0.0,0.8,0.2,0.2,0.0,0.0,3.6,6.4,0.0,0.0,0.0,2.0,45.4,2.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8
Polivalente,292860401A,Santo Amaro,Santo Amaro (Polivalente) - 292860401A,-12.552863,-38.712504,Recôncavo,RPGA do Recôncavo Norte,0.2,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,57.81
Povoado de Pedras,292860402A,Santo Amaro,Santo Amaro (Povoado de Pedras) - 292860402A,-12.549625,-38.770999,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.6,0.2,0.0,25.8,1.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2
Camaçari,Tiririca,Camaçari,Camaçari - Tiririca,-12.51246,-38.06769,Recôncavo,RPGA do Recôncavo Norte,0.2,0.0,0.0,3.8,11.8,8.0,1.6,3.2,0.0,0.6,0.0,0.2,0.6,0.4,0.0,2.4,23.8,7.0,22.4,1.2,2.2,0.0,0.0,0.0,0.6,2.0,0.0,0.0,17.2,109.2
Estação Rádio Marinha,A456,Salvador,Salvador (Estação Rádio Marinha) - A456,-12.808222,-38.495944,Recôncavo,RPGA do Recôncavo Norte,4.6,0.0,0.0,0.0,1.0,0.0,0.2,0.0,6.8,0.2,0.0,0.4,1.4,0.0,0.0,0.0,4.4,19.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41
Cachoeira,290490201A,Cachoeira,Cachoeira - 290490201A,-12.607725,-38.960655,Recôncavo,RPGA do Rio Paraguaçu,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.4,12.4,5.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,30.2
Centro,291345701A,Igrapiúna,Igrapiúna (Centro) - 291345701A,-13.819025,-39.141885,Recôncavo,RPGA do Recôncavo Sul,6.6,1.2,4.0,0.6,8.6,0.0,0.2,0.4,8.6,0.0,0.0,0.0,2.4,0.0,22.0,1.6,0.4,37.6,2.6,2.0,3.4,0.0,0.0,13.6,1.8,0.0,0.0,0.0,0.4,118.0
São Félix,292900801A,São Félix,São Félix - 292900801A,-12.606591,-38.969939,Recôncavo,RPGA do Rio Paraguaçu,6.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.8,5.8,7.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,23.41
Góes Calmon,293070901A,Simões Filho,Simões Filho (Góes Calmon) - 293070901A,-12.780101,-38.353331,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,4.2,1.4,0.6,0.4,1.2,5.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,1.0,20.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,0.0,0.2,50.81
