nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_07_21,02_07_21,03_07_21,04_07_21,05_07_21,06_07_21,07_07_21,08_07_21,09_07_21,10_07_21,11_07_21,12_07_21,13_07_21,14_07_21,total
Centro,293070903A,Simões Filho,Simões Filho (Centro) - 293070903A,-12.788,-38.397,Recôncavo,RPGA do Recôncavo Norte,0.0,14.2,22.4,0.0,11.8,47.6,42.2,7.8,7.0,36.4,0.4,7.6,0.0,17.8,215.21
Amargosa,A434,Amargosa,Amargosa - A434,-13.009,-39.617,Recôncavo,RPGA do Recôncavo Sul,0.0,0.2,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.2,6.6,13.8
Ondina,83229,Salvador,Salvador (Ondina) - 83229,-13.005,-38.506,Recôncavo,RPGA do Recôncavo Norte,0.0,12.4,1.3,1.8,8.0,19.9,5.6,8.4,2.9,4.6,0.0,10.1,18.2,22.7,115.9
Feira de Santana,PG-PR-13,Feira de Santana,Feira de Santana - PG-PR-13,-12.267999999999999,-38.966,Recôncavo,RPGA do Rio Paraguaçu,0.0,4.6,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,5.8
Centro,292740802A,Salvador,Salvador (Centro) - 292740802A,-12.978,-38.516,Recôncavo,RPGA do Recôncavo Norte,0.0,21.32,2.58,4.36,11.26,52.27,7.11,11.03,0.0,0.0,0.2,5.91,9.47,15.21,140.72
São tomé de Paripe,292740806A,Salvador,Salvador (São tomé de Paripe) - 292740806A,-12.796,-38.489000000000004,Recôncavo,RPGA do Recôncavo Norte,0.2,10.61,7.1,1.78,10.08,27.72,11.26,5.35,3.56,29.55,0.0,7.08,0.2,7.1,121.59
Federação,292740803A,Salvador,Salvador (Federação) - 292740803A,-13.001,-38.510999999999996,Recôncavo,RPGA do Recôncavo Norte,0.0,11.22,0.99,1.78,8.3,28.34,4.74,8.48,3.56,4.73,0.0,8.1,12.83,21.71,114.78
Cabula,292740810A,Salvador,Salvador (Cabula) - 292740810A,-12.960999999999999,-38.461,Recôncavo,RPGA do Recôncavo Norte,0.0,7.57,1.19,3.73,16.15,23.05,11.8,5.93,2.75,21.46,0.0,1.79,3.34,6.71,105.47
Santo Estevão,PG-CL-08,Santo Estevão,Santo Estevão - PG-CL-08,-12.435,-39.211999999999996,Recôncavo,RPGA do Rio Paraguaçu,0.0,8.2,3.2,0.0,1.0,8.8,1.0,0.2,1.0,1.8,0.0,1.2,0.0,9.6,36.0
Caminho das Árvores,292740815A,Salvador,Salvador (Caminho das Árvores) - 292740815A,-12.977,-38.454,Recôncavo,RPGA do Recôncavo Norte,0.2,4.38,0.99,3.73,19.1,16.56,10.03,4.94,3.35,31.09,0.0,3.74,3.95,8.87,110.93
Águas Claras,292740808A,Salvador,Salvador (Águas Claras) - 292740808A,-12.894,-38.442,Recôncavo,RPGA do Recôncavo Norte,0.0,17.51,4.52,2.17,7.52,32.67,9.46,4.35,3.76,19.7,0.0,3.54,0.0,10.81,116.01
Alto do Peru,292740812A,Salvador,Salvador (Alto do Peru) - 292740812A,-12.939,-38.486,Recôncavo,RPGA do Recôncavo Norte,0.0,10.47,1.38,2.37,16.13,25.81,29.52,3.17,3.93,28.57,0.0,1.98,0.99,14.58,138.9
CAB,292740811A,Salvador,Salvador (CAB) - 292740811A,-12.943,-38.421,Recôncavo,RPGA do Recôncavo Norte,0.0,18.78,0.99,2.36,10.63,20.27,17.81,3.15,2.57,15.36,0.0,3.94,0.0,10.24,106.1
Cosme de Farias,292740816A,Salvador,Salvador (Cosme de Farias) - 292740816A,-12.979000000000001,-38.486,Recôncavo,RPGA do Recôncavo Norte,0.0,9.26,2.95,5.91,28.91,27.35,30.33,4.56,3.74,18.15,0.0,9.84,12.91,12.65,166.56
São Caetano,292740814A,Salvador,Salvador (São Caetano) - 292740814A,-12.94,-38.475,Recôncavo,RPGA do Recôncavo Norte,0.0,8.29,1.59,1.97,16.34,21.3,22.45,2.17,3.34,16.54,0.0,1.78,0.79,13.59,110.16
Pirajá,292740801A,Salvador,Salvador (Pirajá) - 292740801A,-12.899000000000001,-38.459,Recôncavo,RPGA do Recôncavo Norte,0.0,21.65,5.33,2.56,21.27,44.92,20.11,4.55,5.51,34.92,0.0,3.93,1.97,18.8,185.52
Rio Sena,292740805A,Salvador,Salvador (Rio Sena) - 292740805A,-12.890999999999998,-38.471,Recôncavo,RPGA do Recôncavo Norte,0.0,17.33,4.15,1.77,13.0,32.88,22.24,2.56,2.78,30.53,0.0,2.36,0.4,15.77,145.77
Valéria,292740817A,Salvador,Salvador (Valéria) - 292740817A,-12.864,-38.438,Recôncavo,RPGA do Recôncavo Norte,0.0,22.87,10.45,3.74,8.67,28.19,10.04,8.86,13.18,40.74,0.0,5.52,0.2,10.06,162.52
Monte Serrat,292740804A,Salvador,Salvador (Monte Serrat) - 292740804A,-12.931,-38.516999999999996,Recôncavo,RPGA do Recôncavo Norte,2.4,2.6,2.6,3.0,2.6,3.6,12.8,4.79,5.92,38.46,0.0,1.99,5.71,11.04,97.51
Santa Terezinha,290650105A,Candeias,Candeias (Santa Terezinha) - 290650105A,-12.647,-38.539,Recôncavo,RPGA do Recôncavo Norte,0.2,7.5,9.69,0.8,6.32,23.24,15.58,1.0,2.98,14.39,0.6,5.12,0.0,3.95,91.37
Centro,290650101A,Candeias,Candeias (Centro) - 290650101A,-12.67,-38.544000000000004,Recôncavo,RPGA do Recôncavo Norte,2.6,2.4,2.8,2.2,1.8,2.0,2.4,2.2,2.0,2.4,2.2,2.2,2.2,2.2,31.6
Sarandi,290650104A,Candeias,Candeias (Sarandi) - 290650104A,-12.671,-38.531,Recôncavo,RPGA do Recôncavo Norte,0.0,9.45,13.38,0.8,11.23,33.64,22.52,2.77,1.39,11.43,0.0,3.75,1.58,6.72,118.66
Areia Branca,291920706A,Lauro de Freitas,Lauro de Freitas (Areia Branca) - 291920706A,-12.841,-38.336999999999996,Recôncavo,RPGA do Recôncavo Norte,0.0,8.49,23.67,0.6,22.08,86.1,22.64,7.3,4.35,36.89,0.4,5.52,0.2,12.02,230.27
Itinga 02,291920704A,Lauro de Freitas,Lauro de Freitas (Itinga 02) - 291920704A,-12.89,-38.353,Recôncavo,RPGA do Recôncavo Norte,0.0,5.52,10.04,3.36,13.2,54.87,9.47,4.15,4.51,24.4,0.0,3.75,0.39,5.91,139.57
Vila Praiana,291920702A,Lauro de Freitas,Lauro de Freitas (Vila Praiana) - 291920702A,-12.901,-38.308,Recôncavo,RPGA do Recôncavo Norte,0.0,5.33,11.81,1.97,11.81,74.32,15.77,7.48,9.65,27.56,0.0,3.74,0.0,5.31,174.75
Portão,291920701A,Lauro de Freitas,Lauro de Freitas (Portão) - 291920701A,-12.87,-38.305,Recôncavo,RPGA do Recôncavo Norte,0.2,4.14,12.98,2.18,12.81,73.02,17.31,10.61,5.51,33.02,0.2,7.1,0.0,13.68,192.76
Rua 02 de Julho,291920705A,Lauro de Freitas,Lauro de Freitas (Rua 02 de Julho) - 291920705A,-12.839,-38.35,Recôncavo,RPGA do Recôncavo Norte,0.79,11.02,20.68,0.79,17.74,90.41,20.9,6.32,5.11,37.21,0.0,8.47,1.38,7.87,228.7
Muritiba,PG-PR-12,Muritiba,Muritiba - PG-PR-12,-12.618,-39.006,Recôncavo,RPGA do Rio Paraguaçu,1.4,14.0,8.6,0.0,1.4,10.4,2.4,1.4,1.8,1.2,0.0,0.4,0.0,5.0,48.0
Dois de Julho,291120401A,Gandú,Gandú (Dois de Julho) - 291120401A,-13.741,-39.483000000000004,Recôncavo,RPGA do Recôncavo Sul,0.0,2.97,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,3.96,7.14
Rua São Roque,293290301A,Valença,Valença (Rua São Roque) - 293290301A,-13.363,-39.078,Recôncavo,RPGA do Recôncavo Sul,1.98,16.18,3.75,0.0,1.39,8.72,3.74,0.0,0.0,2.57,0.0,9.26,0.2,13.98,61.78
Lauro de Freitas,RN-CL-09,Lauro de Freitas,Lauro de Freitas - RN-CL-09,-12.887,-38.297,Recôncavo,RPGA do Recôncavo Norte,0.0,4.8,11.4,1.6,8.2,46.6,18.8,11.8,6.0,29.6,0.0,3.0,0.0,6.6,148.4
São Francisco do Conde,RN-CL-07,São Francisco do Conde,São Francisco do Conde - RN-CL-07,-12.610999999999999,-38.681999999999995,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIA,293070902A,Simões Filho,Simões Filho (CIA) - 293070902A,-12.825,-38.409,Recôncavo,RPGA do Recôncavo Norte,0.0,6.6,20.4,3.0,13.0,46.6,31.4,4.6,8.4,42.8,1.0,6.0,1.4,8.8,194.01
Milagres,RS-CL-02,Milagres,Milagres - RS-CL-02,-12.914000000000001,-39.744,Recôncavo,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC Fazenda Jurema,51346050,Rafael Jambeiro,Rafael Jambeiro (PC Fazenda Jurema) - 51346050,-12.488,-39.698,Recôncavo,RPGA do Rio Paraguaçu,0.2,5.8,6.2,0.0,3.6,6.0,1.4,1.4,0.0,3.2,0.8,1.2,0.0,12.6,42.4
PC Argoim,51351000,Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,-12.587,-39.522,Recôncavo,RPGA do Rio Paraguaçu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.6,2.8
PC Rio Paratigi,51370000,Santo Estevão,Santo Estevão (PC Rio Paratigi) - 51370000,-12.515,-39.383,Recôncavo,RPGA do Rio Paraguaçu,0.0,3.6,0.0,0.0,3.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,0.0,3.8,11.4
Itiruçu,A407,Itiruçu,Itiruçu - A407,-13.526,-40.121,Sudoeste,RPGA do Recôncavo Sul,0.0,7.8,0.8,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.4
Ituaçu,83292,Ituaçu,Ituaçu - 83292,-13.812999999999999,-41.3,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,9.6
Lagoa,291760701A,Jaguaquara,Jaguaquara (Lagoa) - 291760701A,-13.523,-39.969,Sudoeste,RPGA do Recôncavo Sul,0.0,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2
Entroncamento,291760702A,Jaguaquara,Jaguaquara (Entroncamento) - 291760702A,-13.51,-40.055,Sudoeste,RPGA do Recôncavo Sul,0.0,0.8,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.01
Brumado,A433,Brumado,Brumado - A433,-14.182,-41.672,Sudoeste,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clerolândia,291640101A,Itapetinga,Itapetinga (Clerolândia) - 291640101A,-15.243,-40.221,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recreio,293330702A,Vitória da Conquista,Vitória da Conquista (Recreio) - 293330702A,-14.860999999999999,-40.841,Sudoeste,RPGA do Rio Pardo,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
Patagônia,293330704A,Vitória da Conquista,Vitória da Conquista (Patagônia) - 293330704A,-14.87,-40.863,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lomantão,293330703A,Vitória da Conquista,Vitória da Conquista (Lomantão) - 293330703A,-14.87,-40.827,Sudoeste,RPGA do Rio Pardo,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Jaguaquara,RS-CL-01,Jaguaquara,Jaguaquara - RS-CL-01,-13.573,-39.941,Sudoeste,RPGA do Recôncavo Sul,0.0,2.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,6.25
Vitória da Conquista,PA-CL-01,Vitória da Conquista,Vitória da Conquista - PA-CL-01,-14.886,-40.801,Sudoeste,RPGA do Rio Pardo,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Itati,LE-CL-03,Itororó,Itororó (Itati) - LE-CL-03,-15.052999999999999,-40.023,Sudoeste,RPGA do Leste,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Fz Nanci,53880000,Camacã,Camacã (Fz Nanci) - 53880000,-15.581,-39.521,Sul,RPGA do Rio Pardo,0.0,0.8,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.2
PCH Cach. da Lixa M,55354000,Jucuruçu,Jucuruçu (PCH Cach. da Lixa M) - 55354000,-17.067,-40.069,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",13.8,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,15.0
PCH Colino II M,55355600,Vereda,Vereda (PCH Colino II M) - 55355600,-17.070999999999998,-40.155,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",17.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,19.0
Ilhéus,A410,Ilhéus,Ilhéus - A410,-14.659,-39.181,Sul,RPGA do Leste,0.6,4.4,0.0,0.2,0.0,1.4,0.0,0.0,0.0,0.2,0.0,6.4,3.8,18.4,35.4
Itajuípe,,Itajuípe,Itajuípe,-14.674000000000001,-39.376999999999995,Sul,RPGA do Leste,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,7.2,12.8
Barra do Rocha,290310201A,Barra do Rocha,Barra do Rocha - 290310201A,-14.209000000000001,-39.599000000000004,Sul,RPGA do Rio de Contas,0.4,1.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.4,3.81
Guaratinga,83446,Guaratinga,Guaratinga - 83446,-16.58,-39.78,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Centro,290580001A,Camamu,Camamu (Centro) - 290580001A,-13.944,-39.103,Sul,RPGA do Recôncavo Sul,0.0,4.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,5.6,8.4,1.6,22.4
Novo Horizonte,291180801A,Guaratinga,Guaratinga (Novo Horizonte) - 291180801A,-16.583,-39.781,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CPLAC,LE-CL-02,Jussari,Jussari (CPLAC) - LE-CL-02,-15.187000000000001,-39.486999999999995,Sul,RPGA do Leste,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,4.4
Passagem,291490101A,Itacaré,Itacaré (Passagem) - 291490101A,-14.280999999999999,-39.003,Sul,RPGA do Rio de Contas,0.2,13.8,0.4,0.0,0.0,2.8,0.2,0.0,0.0,0.0,0.0,11.6,7.6,3.8,40.4
Centro,291560101A,Itamaraju,Itamaraju (Centro) - 291560101A,-17.028,-39.535,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.2
Pau Brasil,292390201A,Pau Brasil,Pau Brasil - 292390201A,-15.460999999999999,-39.652,Sul,RPGA do Rio Pardo,0.0,3.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.81
Ribeira,292550101A,Prado,Prado (Ribeira) - 292550101A,-17.338,-39.232,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro,292805901A,Santa Luzia,Santa Luzia (Centro) - 292805901A,-15.43,-39.333,Sul,RPGA do Leste,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.6,13.8
Mascote,53950000,Mascote,Mascote - 53950000,-15.565999999999999,-39.303000000000004,Sul,RPGA do Rio Pardo,0.0,4.4,0.2,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,2.2,0.0,3.0,10.8
PCH Colino I J,55357000,Jucuruçu,Jucuruçu (PCH Colino I J) - 55357000,-17.082,-40.077,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
Eunápolis,FB-CL-01,Eunápolis,Eunápolis - FB-CL-01,-16.291,-39.58,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
Centro,290560201A,Camacan,Camacan (Centro) - 290560201A,-15.422,-39.495,Sul,RPGA do Rio Pardo,0.2,0.4,0.4,0.6,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.6
Centro,290340901A,Belmonte,Belmonte (Centro) - 290340901A,-15.859000000000002,-38.878,Sul,RPGA do Rio Jequitinhonha,11.21,16.54,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,29.72
São João do Panelinha,290560202A,Camacan,Camacan (São João do Panelinha) - 290560202A,-15.375,-39.49,Sul,RPGA do Rio Pardo,0.0,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14,4.54
Centro,290560203A,Camacan,Camacan (Centro) - 290560203A,-15.415999999999999,-39.494,Sul,RPGA do Rio Pardo,0.0,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0
Conquista,291360601A,Ilhéus,Ilhéus (Conquista) - 291360601A,-14.797,-39.046,Sul,RPGA do Leste,4.53,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.12,16.0
Malhado,291360602A,Ilhéus,Ilhéus (Malhado) - 291360602A,-14.789000000000001,-39.049,Sul,RPGA do Leste,7.52,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.55,17.82
São Caetano,291480202A,Itabuna,Itabuna (São Caetano) - 291480202A,-14.806,-39.278,Sul,RPGA do Leste,2.17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.1,9.67
Nova Ferradas,291480203A,Itabuna,Itabuna (Nova Ferradas) - 291480203A,-14.857000000000001,-39.347,Sul,RPGA do Leste,0.0,1.79,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,10.27
Planalto I,292110401A,Medeiros Neto,Medeiros Neto (Planalto I) - 292110401A,-17.365,-40.223,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centro,292300102A,Nova Viçosa,Nova Viçosa (Centro) - 292300102A,-17.893,-39.372,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",8.27,50.43,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,59.11
Posto da Mata,292300103A,Nova Viçosa,Nova Viçosa (Posto da Mata) - 292300103A,-17.896,-39.37,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",10.84,56.74,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,67.78
Areião,292530301A,Porto Seguro,Porto Seguro (Areião) - 292530301A,-16.441,-39.076,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",31.69,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,39.77
Centro,291480201A,Itabuna,Itabuna (Centro) - 291480201A,-14.79,-39.274,Sul,RPGA do Leste,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84,10.04
Estádio Municipal,291530401A,Itagimirim,Itagimirim (Estádio Municipal) - 291530401A,-16.089000000000002,-39.616,Sul,RPGA do Rio Jequitinhonha,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,3.17
Jusante,54945000,Itapebi,Itapebi (Jusante) - 54945000,-15.949000000000002,-39.523,Sul,RPGA do Rio Jequitinhonha,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.2
Ferradas,53170000,Itabuna,Itabuna (Ferradas) - 53170000,-14.844000000000001,-39.330999999999996,Sul,RPGA do Leste,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,8.2,11.0
Morpará,46360000,Morpará,Morpará - 46360000,-11.558,-43.282,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
Bom Jesus da Lapa,83288,Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,-13.251,-43.405,São Francisco,RPGA do Rio Carnaíba de Dentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Rita de Cássia,83076,Santa Rita de Cássia,Santa Rita de Cássia - 83076,-11.017000000000001,-44.516999999999996,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macaúbas,PM-CL-02,Macaúbas,Macaúbas - PM-CL-02,-13.08,-42.696000000000005,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faz. Macambira,46675000,Cotegipe,Cotegipe (Faz. Macambira) - 46675000,-11.610999999999999,-44.157,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz.P. Limpo,46870000,Mansidão,Mansidão (Fz.P. Limpo) - 46870000,-11.237,-43.951,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
Santa Maria da Vitória,45910001,Santa Maria da Vitória,Santa Maria da Vitória - 45910001,-13.401,-44.199,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bom Jesus da Lapa,45480000,Bom Jesus da Lapa,Bom Jesus da Lapa - 45480000,-13.257,-43.435,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barra,46998000,Barra,Barra - 46998000,-11.093,-43.14,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Volta da Serra,CD-CL-02,Paratinga,Paratinga (Volta da Serra) - CD-CL-02,-12.575999999999999,-43.128,São Francisco,RPGA do Rio Carnaíba de Dentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xique-Xique,PM-CL-05,Xique-Xique,Xique-Xique - PM-CL-05,-10.825,-42.68899999999999,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
