municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Jacobina,Jacobina (Feliz Tomaz) - 291750802A,Nordeste,RPGA do Rio Itapicuru,-11.174316,-40.517837,104.81,33.8,72.61,146.21,155.4,156.21,106.41,53.4,87.4,38.0,208.2,7.8
Conde,Conde - A431,Nordeste,RPGA do Rio Itapicuru,-12.03622,-37.68322,86.2,40.6,336.8,238.0,503.0,182.4,241.8,96.2,121.21,72.2,65.2,28.2
Euclides da Cunha,Euclides da Cunha - A442,Nordeste,RPGA do Rio Itapicuru,-10.537233,-38.996605,101.01,46.0,203.21,127.6,148.0,138.4,108.0,87.41,15.61,22.8,165.4,9.2
Senhor do Bonfim,Senhor do Bonfim - A428,Nordeste,RPGA do Rio Itapicuru,-10.443072,-40.148244,86.8,18.2,124.81,108.2,110.6,112.61,70.8,49.8,25.8,10.6,146.6,0.0
Capim Grosso,Capim Grosso (Pedras Altas) - 50430000,Nordeste,RPGA do Rio Itapicuru,-11.18288,-40.04725,55.41,39.2,212.8,79.4,71.0,41.01,53.4,19.6,17.6,43.41,72.6,7.61
Ponto Novo,Ponto Novo - 50380000,Nordeste,RPGA do Rio Itapicuru,-10.845,-40.1128,117.0,70.2,106.6,84.4,118.0,49.2,59.4,28.01,18.8,13.61,99.2,4.0
Capim Grosso,Capim Grosso - IT-CL-03,Nordeste,RPGA do Rio Itapicuru,-11.36833,-40.03417,95.1,99.5,92.8,63.2,51.0,72.81,65.61,35.2,33.2,59.6,106.0,0.0
Pé de Serra,Pé de Serra - PG-CL-07,Nordeste,RPGA do Rio Paraguaçu,-11.83676,-39.65905,169.0,72.2,80.8,104.01,57.4,85.2,58.4,31.2,49.4,41.6,96.8,1.4
Tucano,Tucano (Caldas do Jorro) - IT-CL-05,Nordeste,RPGA do Rio Itapicuru,-11.03477,-38.80386,49.41,76.2,125.0,96.81,114.0,104.21,54.61,36.0,15.21,33.2,85.91,3.0
Saúde,Saúde - IT-CL-04,Nordeste,RPGA do Rio Itapicuru,-10.95669,-40.38329,110.2,37.8,39.2,268.6,110.0,60.2,60.2,34.81,32.6,15.4,193.0,1.0
Várzea do Poço,Várzea do Poço (Lajinha) - IT-CL-06,Nordeste,RPGA do Rio Itapicuru,-11.4964,-40.34474,57.0,71.4,113.4,109.6,112.6,66.8,71.61,32.0,69.0,66.2,137.21,1.6
Jacobina,Jacobina (Itapeipu) - IT-PR-34,Nordeste,RPGA do Rio Itapicuru,-11.315629,-40.356742,67.8,22.2,116.6,161.21,118.0,124.21,102.61,50.41,68.21,46.0,116.61,1.4
Senhor do Bonfim,Senhor do Bonfim (Carrapichel) - IT-PR-37,Nordeste,RPGA do Rio Itapicuru,-10.388101,-40.220067,30.4,2.6,10.6,111.6,188.6,130.6,77.8,60.4,32.6,2.8,176.0,35.6
Santaluz,Santaluz - IT-PR-17,Nordeste,RPGA do Rio Itapicuru,-11.24831,-39.37563,249.0,61.41,105.81,113.6,109.81,46.01,72.01,48.81,26.4,10.8,105.4,0.6
Quijingue,Quijingue - IT-PR-25,Nordeste,RPGA do Rio Itapicuru,-10.783951,-39.20809,65.0,58.8,242.4,54.2,56.6,99.4,70.0,35.81,26.8,33.41,79.21,211.9
Inhambupe,Inhambupe - RN-CL-10,Nordeste,RPGA do Recôncavo Norte,-11.69267,-38.31361,67.41,65.61,287.8,102.6,256.6,108.0,147.0,82.61,62.81,55.4,125.61,3.41
Ribeira do Pombal,Ribeira do Pombal (Curral Falso) - IT-PR-01,Nordeste,RPGA do Rio Itapicuru,-10.697843,-38.5714,87.4,44.8,138.0,115.01,97.6,116.2,75.0,61.61,11.8,15.8,68.81,1.4
Ribeira do Pombal,Ribeira do Pombal - IT-PR-04,Nordeste,RPGA do Rio Itapicuru,-10.823399,-38.545844,66.0,44.8,98.81,2.2,0.0,0.0,0.0,3.4,19.6,6.8,74.0,0.2
Nova Soure,Nova Soure (Estação Experimental) - IT-PR-10,Nordeste,RPGA do Rio Itapicuru,-11.3083,-38.5361,49.6,108.2,173.81,77.4,146.8,116.61,77.81,33.8,29.2,34.8,59.61,2.2
Ribeira do Amparo,Ribeira do Amparo (Boa Hora) - IT-PR-13,Nordeste,RPGA do Rio Itapicuru,-10.965,-38.5234,103.2,50.4,218.8,93.81,165.4,137.6,117.4,68.2,26.4,30.4,57.81,16.6
Jeremoabo,Jeremoabo - A450,Nordeste,RPGA do Rio Vaza-Barris,-10.0807,-38.3459,74.2,90.0,182.6,106.0,82.61,125.81,62.6,47.2,15.0,56.2,113.6,13.2
Juazeiro,Juazeiro (Itaberaba) - 291840701A,Norte,RPGA dos Rios Macururé e Curaçá,-9.44837,-40.48517,132.61,32.4,35.8,74.21,28.4,7.4,1.8,3.4,0.2,0.0,156.6,0.8
Juazeiro,Juazeiro (João Paulo II) - 291840704A,Norte,RPGA dos Rios Macururé e Curaçá,-9.47067,-40.49805,133.8,45.2,85.21,86.6,10.2,6.01,1.6,4.0,0.0,1.8,134.21,3.6
Lapão,Lapão - 291915701A,Norte,RPGA dos Rios Verde e Jacaré,-11.38,-41.83,115.2,26.4,259.8,132.0,5.61,4.81,0.8,1.0,2.0,35.2,226.41,1.0
América Dourada,América Dourada (Centro) - 290115501A,Norte,RPGA dos Rios Verde e Jacaré,-11.45011,-41.434004,82.61,4.8,220.6,53.6,0.2,1.0,0.61,0.8,1.2,118.6,163.6,0.0
Irecê,Irecê - A424,Norte,RPGA dos Rios Verde e Jacaré,-11.328998,-41.864504,154.8,31.0,230.0,98.6,0.4,9.21,2.0,0.4,1.41,61.8,279.01,0.0
Várzea Nova,Várzea Nova - SA-CL-02,Norte,RPGA do Rio Salitre,-11.23996,-40.935618,154.21,31.0,56.81,36.81,18.8,12.2,13.0,9.2,10.8,29.21,226.8,8.3
Juazeiro,Juazeiro (CODEVASF Salitre) - MC-CL-01,Norte,RPGA dos Rios Macururé e Curaçá,-9.48778,-40.61333,111.8,61.4,55.81,102.2,3.41,9.2,0.0,0.0,1.6,8.1,83.4,23.1
Campo Formoso,Campo Formoso - IT-CL-02,Norte,RPGA do Rio Itapicuru,-10.47062,-40.33412,90.4,71.2,124.6,133.01,233.21,152.01,131.4,106.21,36.6,2.0,194.2,5.0
Sento Sé,Sento Sé - SO-CL-01,Norte,RPGA do Lago de Sobradinho,-9.78228,-41.81872,196.6,43.4,237.8,268.0,34.4,1.0,0.61,0.2,0.0,22.4,121.0,0.0
Itaguaçu da Bahia,Itaguaçu da Bahia - VJ-CL-03,Norte,RPGA dos Rios Verde e Jacaré,-10.9549,-42.3465,176.2,65.01,147.4,65.2,4.0,0.6,0.0,0.0,3.91,55.4,150.3,4.8
Ibipeba,Ibipeba - VJ-CL-02,Norte,RPGA dos Rios Verde e Jacaré,-11.62667,-42.06444,244.2,42.01,217.61,73.81,3.8,1.21,2.81,2.11,10.0,75.3,179.5,1.8
Jaguarari,Jaguarari (Santa Rosa) - SM-PR-01,Norte,RPGA dos Rios Macururé e Curaçá,-10.098374,-39.869774,30.8,36.8,121.81,104.8,62.0,85.4,42.81,48.4,10.21,2.2,152.6,14.6
Barreiras,Barreiras (Nova Vida Montante) - 46590000,Oeste,RPGA do Rio Grande,-11.867963,-45.084552,274.8,78.2,170.61,111.21,27.4,0.0,1.0,0.0,2.0,92.4,252.7,107.4
Correntina,Correntina (Arrojado) - 45770000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.4528,-44.5689,274.0,127.4,396.8,158.2,51.0,0.4,0.0,0.0,0.0,64.6,303.81,103.4
Correntina,Correntina - 45590000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3406,-44.6386,261.0,158.21,206.0,122.4,19.0,0.61,0.0,0.0,0.2,54.2,229.4,90.0
Barreiras,Barreiras (Fazenda Redenção) - 46543000,Oeste,RPGA do Rio Grande,-12.1358,-45.1033,287.2,110.2,324.6,202.8,28.0,4.4,0.0,0.0,0.2,26.4,193.2,98.2
Cocos,Cocos (Fazenda Santa Luzia) - CA-CL-01,Oeste,RPGA do Rio Carinhanha,-14.85528,-45.93583,199.8,187.8,405.8,161.8,40.6,0.0,0.0,0.0,0.0,80.0,113.0,101.81
Correntina,Correntina (Fazenda Morinaga) - CT-CL-01,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.75194,-45.87028,195.2,219.8,349.21,220.0,87.2,0.4,0.0,0.0,0.2,177.4,224.61,90.61
Riachão das Neves,Riachão das Neves (Fazenda Madras) - GR-CL-04,Oeste,RPGA do Rio Grande,-11.63028,-44.84556,404.81,89.61,291.6,206.4,25.8,1.8,3.6,0.0,5.0,113.0,170.21,29.6
Formosa do Rio Preto,Formosa do Rio Preto (Fazenda Barcelona) - GR-CL-03,Oeste,RPGA do Rio Grande,-11.59139,-46.02194,280.4,174.4,214.21,114.0,40.41,2.6,2.7,2.8,17.5,149.7,116.8,104.1
Correntina,Correntina (PCH Pres. Goulart-M1) - 45588000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3408,-44.6414,337.5,181.5,283.25,147.25,27.25,5.8,0.0,0.0,0.0,36.4,134.4,43.41
Formosa do Rio Preto,Formosa do Rio Preto (COACERAL) - GR-CL-02,Oeste,RPGA do Rio Grande,-10.561944,-45.693333,265.75,178.5,479.5,78.25,13.8,0.0,0.0,1.1,1.3,138.0,189.25,107.0
Salvador,Salvador (J. Zoológico) - A401,Recôncavo,RPGA do Recôncavo Norte,-13.005515,-38.50576,92.8,37.6,265.4,527.0,457.4,270.01,168.2,130.0,87.4,59.4,141.4,28.41
Salvador,Salvador (Periperi) - 292740820A,Recôncavo,RPGA do Recôncavo Norte,-12.867344,-38.458111,195.01,64.0,331.01,444.6,462.8,286.4,269.2,225.0,124.2,71.81,173.6,27.41
Salvador,Salvador (Itapuã) - 292740819A,Recôncavo,RPGA do Recôncavo Norte,-12.947736,-38.370136,126.8,96.4,306.6,323.21,523.2,221.4,194.21,135.2,98.2,53.2,137.4,10.0
Salvador,Salvador (Tancredo Neves) - 292740823A,Recôncavo,RPGA do Recôncavo Norte,-12.945347,-38.453472,137.0,72.8,377.6,475.0,528.0,256.4,270.0,180.8,141.8,49.4,119.6,35.2
Salvador,Salvador (Estação Rádio Marinha) - A456,Recôncavo,RPGA do Recôncavo Norte,-12.808222,-38.495944,71.81,42.41,220.6,374.21,318.2,164.4,161.6,142.21,68.0,63.6,98.8,32.41
Cachoeira,Cachoeira - 290490201A,Recôncavo,RPGA do Rio Paraguaçu,-12.607725,-38.960655,165.2,30.2,233.41,229.61,199.2,256.41,196.0,162.8,169.6,65.4,78.61,2.6
Igrapiúna,Igrapiúna (Centro) - 291345701A,Recôncavo,RPGA do Recôncavo Sul,-13.819025,-39.141885,143.6,118.0,231.0,173.4,211.0,188.8,201.41,250.2,117.21,114.41,176.21,118.2
São Félix,São Félix - 292900801A,Recôncavo,RPGA do Rio Paraguaçu,-12.606591,-38.969939,174.8,23.41,238.4,221.6,205.2,242.2,182.2,151.6,154.8,65.8,72.4,2.81
Simões Filho,Simões Filho (Góes Calmon) - 293070901A,Recôncavo,RPGA do Recôncavo Norte,-12.780101,-38.353331,94.21,50.81,444.4,397.2,575.4,231.61,251.21,231.21,120.81,50.2,153.4,63.61
Simões Filho,Simões Filho (Centro) - 293070903A,Recôncavo,RPGA do Recôncavo Norte,-12.788344,-38.396864,124.2,53.8,175.8,403.8,452.6,212.41,241.4,237.8,128.01,49.2,180.4,29.01
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,116.41,18.01,157.8,219.4,92.6,99.4,103.0,157.21,109.81,90.8,185.0,5.01
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,101.6,40.2,270.8,545.5,454.21,214.01,190.7,152.51,102.1,64.01,152.91,32.5
Salvador,Salvador (Centro) - 292740802A,Recôncavo,RPGA do Recôncavo Norte,-12.97821,-38.515945,108.38,52.79,316.51,675.67,530.43,202.97,119.07,83.15,69.72,28.2,65.78,12.8
Salvador,Salvador (Federação) - 292740803A,Recôncavo,RPGA do Recôncavo Norte,-13.000791,-38.511056,98.62,49.98,256.67,483.37,420.93,245.66,176.2,122.6,101.32,53.22,139.94,26.86
Salvador,Salvador (Cabula) - 292740810A,Recôncavo,RPGA do Recôncavo Norte,-12.961347,-38.460778,98.7,66.17,338.65,578.29,475.79,231.58,237.37,142.67,174.83,70.12,131.58,42.32
Santo Estevão,Santo Estevão - PG-CL-08,Recôncavo,RPGA do Rio Paraguaçu,-12.43521,-39.21209,144.2,0.0,97.21,178.61,97.81,101.4,109.6,75.01,101.6,63.2,168.21,0.0
Salvador,Salvador (Caminho das Árvores) - 292740815A,Recôncavo,RPGA do Recôncavo Norte,-12.97718,-38.453834,152.44,56.14,377.65,618.01,481.09,221.45,229.02,141.97,130.37,47.13,99.59,2.38
Salvador,Salvador (Águas Claras) - 292740808A,Recôncavo,RPGA do Recôncavo Norte,-12.8944,-38.441889,170.96,70.43,333.69,450.03,440.45,189.13,254.57,173.39,92.7,71.09,159.57,35.31
Salvador,Salvador (Alto do Peru) - 292740812A,Recôncavo,RPGA do Recôncavo Norte,-12.939122,-38.486334,115.51,64.45,339.12,533.05,409.54,299.12,295.97,198.75,175.4,68.61,129.8,29.93
Salvador,Salvador (Cosme de Farias) - 292740816A,Recôncavo,RPGA do Recôncavo Norte,-12.979402,-38.4855,66.36,13.58,183.11,694.21,515.1,259.07,234.64,147.89,140.55,51.8,142.44,21.48
Salvador,Salvador (São Caetano) - 292740814A,Recôncavo,RPGA do Recôncavo Norte,-12.939678,-38.474667,118.82,62.81,259.12,504.14,507.42,216.31,249.01,140.85,143.48,57.05,123.7,40.88
Salvador,Salvador (Pirajá) - 292740801A,Recôncavo,RPGA do Recôncavo Norte,-12.8994,-38.458833,91.63,35.91,119.56,528.57,278.45,172.45,321.06,221.13,123.11,98.38,155.39,14.39
Salvador,Salvador (Valéria) - 292740817A,Recôncavo,RPGA do Recôncavo Norte,-12.8644,-38.438276,183.68,75.41,364.08,437.04,447.64,227.2,261.91,205.43,110.22,60.31,165.5,36.04
Candeias,Candeias (Centro) - 290650101A,Recôncavo,RPGA do Recôncavo Norte,-12.670229,-38.544112,145.64,75.61,390.21,442.58,407.25,177.53,187.04,196.21,115.62,67.29,134.37,42.09
Candeias,Candeias (Sarandi) - 290650104A,Recôncavo,RPGA do Recôncavo Norte,-12.671341,-38.531056,144.35,59.17,454.79,468.38,396.13,170.46,181.46,185.5,106.98,72.36,128.55,39.4
Lauro de Freitas,Lauro de Freitas (Areia Branca) - 291920706A,Recôncavo,RPGA do Recôncavo Norte,-12.841,-38.337,73.14,111.83,456.91,298.41,516.76,194.98,244.7,187.65,126.32,54.01,144.86,26.0
Lauro de Freitas,Lauro de Freitas (Vila Praiana) - 291920702A,Recôncavo,RPGA do Recôncavo Norte,-12.901,-38.308,76.79,117.42,393.88,235.93,457.28,164.91,234.16,122.15,93.75,52.33,130.05,10.51
Lauro de Freitas,Lauro de Freitas (Portão) - 291920701A,Recôncavo,RPGA do Recôncavo Norte,-12.87,-38.305,75.27,103.01,352.37,219.49,449.22,182.37,235.82,135.12,124.62,52.03,141.33,32.97
Gandú,Gandú (Dois de Julho) - 291120401A,Recôncavo,RPGA do Recôncavo Sul,-13.741357,-39.48303,82.47,64.59,215.14,116.01,90.51,101.45,121.14,120.28,67.85,98.22,123.02,29.27
Valença,Valença (Rua São Roque) - 293290301A,Recôncavo,RPGA do Recôncavo Sul,-13.363,-39.078,107.9,121.58,215.14,409.86,284.5,234.28,182.81,223.99,151.74,83.99,101.4,48.42
Salvador,Salvador (Abaeté) - RN-CL-05,Recôncavo,RPGA do Recôncavo Norte,-12.9469,-38.35933,161.8,69.61,322.0,326.41,487.6,200.01,172.21,147.61,94.61,63.6,130.8,10.4
Lauro de Freitas,Lauro de Freitas - RN-CL-09,Recôncavo,RPGA do Recôncavo Norte,-12.88712,-38.29659,81.6,111.21,333.0,254.8,425.21,161.8,231.41,149.8,106.2,48.8,121.61,10.61
São Francisco do Conde,São Francisco do Conde - RN-CL-07,Recôncavo,RPGA do Recôncavo Norte,-12.61136,-38.68222,150.8,37.81,315.6,550.81,369.0,213.21,223.21,197.6,141.0,59.6,81.4,14.7
Simões Filho,Simões Filho (CIA) - 293070902A,Recôncavo,RPGA do Recôncavo Norte,-12.825461,-38.409051,54.41,112.2,419.8,490.2,460.0,217.4,244.6,193.8,115.2,50.0,159.21,32.2
Rafael Jambeiro,Rafael Jambeiro (PC Fazenda Jurema) - 51346050,Recôncavo,RPGA do Rio Paraguaçu,-12.4881,-39.6981,62.8,1.6,54.4,36.4,20.0,40.4,46.61,56.4,44.0,25.6,68.81,0.4
Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,Recôncavo,RPGA do Rio Paraguaçu,-12.5867,-39.5217,73.0,6.81,61.2,55.61,33.2,56.41,37.6,28.0,54.4,54.4,87.81,0.0
Santo Estevão,Santo Estevão (PC Rio Paratigi) - 51370000,Recôncavo,RPGA do Rio Paraguaçu,-12.51503,-39.38272,82.81,23.6,38.81,106.81,38.8,77.01,71.4,71.41,68.4,31.2,83.61,0.4
Salvador,Salvador (Abaeté) - RN-PR-01,Recôncavo,RPGA do Recôncavo Norte,-12.945407,-38.361404,76.51,89.9,346.09,380.8,537.6,226.01,203.41,145.1,91.3,54.31,154.5,7.2
Cândido Sales,Cândido Sales - 53620000,Sudoeste,RPGA do Rio Pardo,-15.512891,-41.236629,255.2,42.6,279.8,107.61,48.81,12.4,10.4,7.81,7.61,191.4,314.8,2.0
Itiruçu,Itiruçu - A407,Sudoeste,RPGA do Recôncavo Sul,-13.52629,-40.12055,134.6,12.4,126.81,157.8,47.81,91.81,72.2,87.0,37.81,111.2,137.41,2.4
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,139.0,27.41,158.2,185.6,38.61,34.2,26.0,35.21,5.2,98.0,164.01,2.61
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,228.51,10.0,249.0,166.71,16.7,19.0,2.1,0.0,0.0,87.1,211.0,0.0
Jaguaquara,Jaguaquara (Lagoa) - 291760701A,Sudoeste,RPGA do Recôncavo Sul,-13.523228,-39.968685,121.4,8.6,154.4,77.01,25.6,120.21,67.2,56.81,27.6,108.4,163.6,2.6
Jaguaquara,Jaguaquara (Entroncamento) - 291760702A,Sudoeste,RPGA do Recôncavo Sul,-13.509869,-40.05461,109.6,9.0,146.6,140.4,29.6,70.8,49.81,49.41,20.2,87.4,159.6,0.2
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,214.2,14.4,233.6,142.6,31.6,7.4,10.2,6.21,2.0,87.4,200.8,1.8
Itapetinga,Itapetinga - A446,Sudoeste,RPGA do Rio Pardo,-15.24462,-40.22955,279.6,15.2,171.61,152.0,46.2,56.01,46.2,52.0,32.0,62.61,209.0,6.4
Itapetinga,Itapetinga (Clerolândia) - 291640101A,Sudoeste,RPGA do Rio Pardo,-15.243,-40.221,234.65,9.69,158.95,157.67,38.5,40.36,31.5,30.06,24.83,67.03,209.1,8.27
Vitória da Conquista,Vitória da Conquista (Recreio) - 293330702A,Sudoeste,RPGA do Rio Pardo,-14.861,-40.841,187.76,39.11,255.16,185.49,35.64,19.4,14.01,15.56,2.01,95.44,152.62,0.79
Vitória da Conquista,Vitória da Conquista (Patagônia) - 293330704A,Sudoeste,RPGA do Rio Pardo,-14.87,-40.863,207.94,48.64,203.58,189.37,30.03,11.17,9.37,11.55,2.39,93.16,152.19,8.86
Vitória da Conquista,Vitória da Conquista (Lomantão) - 293330703A,Sudoeste,RPGA do Rio Pardo,-14.87,-40.827,160.43,56.82,236.8,173.17,27.38,23.52,13.37,16.16,3.42,108.06,138.85,0.61
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,118.5,10.25,84.55,167.5,82.0,99.75,96.5,86.25,49.0,119.75,176.5,26.5
Vitória da Conquista,Vitória da Conquista - PA-CL-01,Sudoeste,RPGA do Rio Pardo,-14.886111,-40.800833,154.9,35.0,124.9,65.2,37.2,28.5,18.0,30.1,2.0,98.5,162.75,1.35
Itororó,Itororó (Itati) - LE-CL-03,Sudoeste,RPGA do Leste,-15.05273,-40.02292,143.0,48.0,106.6,235.8,69.0,82.6,78.61,104.2,26.0,139.0,358.2,8.6
Camacã,Camacã (Fz Nanci) - 53880000,Sul,RPGA do Rio Pardo,-15.581395,-39.521095,96.2,21.8,232.6,200.6,48.81,96.41,88.41,105.61,32.6,120.2,198.61,20.8
Vereda,Vereda (PCH Colino II M) - 55355600,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.07126,-40.15474,195.0,66.25,444.0,248.75,149.5,166.25,161.75,189.5,30.75,71.75,303.0,58.5
Itajuípe,Itajuípe,Sul,RPGA do Leste,-14.6744,-39.3769,99.8,63.41,235.2,166.01,99.4,148.01,116.8,155.6,69.4,164.0,237.8,57.6
Barra do Rocha,Barra do Rocha - 290310201A,Sul,RPGA do Rio de Contas,-14.208644,-39.598562,135.2,26.2,446.0,128.2,97.0,137.01,122.4,133.21,68.21,112.0,223.0,22.4
Camamu,Camamu (Centro) - 290580001A,Sul,RPGA do Recôncavo Sul,-13.943506,-39.10251,193.4,104.8,297.8,232.4,171.21,207.8,174.0,234.6,112.2,83.4,130.2,179.6
Guaratinga,Guaratinga (Novo Horizonte) - 291180801A,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.582916,-39.780555,147.4,11.8,123.2,144.6,69.6,97.61,75.4,106.61,15.41,109.81,279.0,31.8
Itacaré,Itacaré (Passagem) - 291490101A,Sul,RPGA do Rio de Contas,-14.280609,-39.002952,141.4,88.6,294.21,214.4,448.41,244.21,195.2,266.2,98.61,76.2,300.2,121.81
Itamaraju,Itamaraju (Centro) - 291560101A,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.027541,-39.534994,71.4,23.4,165.0,233.0,106.0,78.81,64.81,105.41,17.0,79.21,235.01,14.0
Prado,Prado (Ribeira) - 292550101A,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.338255,-39.232281,54.41,24.4,341.0,265.4,145.21,87.01,58.4,104.8,13.2,91.01,297.01,12.8
Santa Luzia,Santa Luzia (Centro) - 292805901A,Sul,RPGA do Leste,-15.42976,-39.332759,88.4,54.0,208.61,343.4,93.81,130.8,101.2,143.21,58.2,153.21,152.8,20.6
Maraú,Maraú - A438,Sul,RPGA do Recôncavo Sul,-13.90694,-38.97222,174.81,152.2,169.8,446.41,314.01,241.0,266.6,293.2,85.01,75.4,120.2,129.01
Jucuruçu,Jucuruçu (PCH Colino I J) - 55357000,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.0822,-40.0772,139.25,56.0,273.75,271.5,175.25,105.25,84.25,94.25,19.75,146.0,288.5,14.75
Eunápolis,Eunápolis - FB-CL-01,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.290555,-39.579722,91.25,43.25,78.5,40.75,104.75,112.55,50.65,123.45,18.75,131.0,226.5,5.9
Camacan,Camacan (São João do Panelinha) - 290560202A,Sul,RPGA do Rio Pardo,-15.375278,-39.489984,76.37,49.33,305.91,308.51,94.33,178.84,111.25,129.32,67.41,204.68,232.02,62.34
