municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Chorrochó,Chorrochó - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.984593,-39.101059,0.0,0.0,0.0,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodelas,Rodelas - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.83459,-38.751049,0.0,5.0,26.0,10.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Macururé,Macururé - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.16793,-39.051056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curaçá,Curaçá - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.98459,-39.90108,47.41,12.2,27.7,27.9,0.0,17.2,11.1,0.0,0.0,29.41,0.0,133.6
Jacobina,Jacobina - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.167968,-40.501101,78.0,77.0,188.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Banzaê,Banzaê - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.584629,-38.617717,87.0,47.9,127.8,210.2,45.5,160.11,176.0,59.2,87.2,51.9,0.0,80.5
Miguel Calmon,Miguel Calmon - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.417972,-40.584438,64.5,2.7,134.1,90.71,8.0,15.3,55.3,8.9,10.0,22.0,0.0,70.0
Saúde,Saúde - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.934629,-40.417765,92.0,0.0,98.5,121.0,25.0,26.0,84.5,12.2,8.0,8.0,0.0,7.0
Paulo Afonso,Paulo Afonso - A411,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.379325,-38.227424,34.4,43.8,67.6,159.4,64.4,0.4,0.0,0.0,1.0,14.4,0.0,19.2
Cipó,Cipó - 83192,Nordeste,RPGA do Rio Itapicuru,-11.083333,-38.516667,35.0,20.5,134.21,152.3,59.11,80.61,140.5,40.2,34.7,59.4,4.1,31.3
Jacobina,Jacobina - 83186,Nordeste,RPGA do Rio Itapicuru,-11.172778,-40.534167,62.4,53.1,147.0,83.21,16.71,26.6,94.11,22.6,20.2,23.9,0.0,253.0
Monte Santo,Monte Santo - 83090,Nordeste,RPGA do Rio Itapicuru,-10.4425,-39.331111,106.1,24.71,91.6,140.9,14.5,85.7,109.5,43.81,39.2,94.5,0.0,111.1
Paulo Afonso,Paulo Afonso - 82986,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.379325,-38.227424,34.6,36.5,54.9,147.9,59.41,51.9,41.4,32.5,28.2,13.5,0.0,17.9
Serrinha,Serrinha - 83190,Nordeste,RPGA do Recôncavo Norte,-11.633333,-38.966667,88.3,29.1,139.01,96.9,32.7,79.2,171.11,39.3,33.01,143.0,3.6,215.2
Conde,Conde - A431,Nordeste,RPGA do Rio Itapicuru,-12.03622,-37.68322,30.0,59.61,123.61,304.8,239.2,283.4,335.4,107.61,97.81,29.4,4.2,109.2
Uauá,Uauá - A435,Nordeste,RPGA do Rio Vaza-Barris,-9.833617,-39.495631,89.4,118.81,100.01,114.81,9.0,54.2,71.81,8.4,17.2,48.6,10.2,207.21
Euclides da Cunha,Euclides da Cunha - A442,Nordeste,RPGA do Rio Itapicuru,-10.537233,-38.996605,50.41,36.6,60.61,198.6,41.6,123.8,207.41,60.81,83.2,116.4,0.0,143.41
Queimadas,Queimadas - A436,Nordeste,RPGA do Rio Itapicuru,-10.984645,-39.617009,119.61,44.41,210.8,115.2,13.2,51.2,152.6,40.21,8.0,95.6,0.0,153.0
Jacobina,Jacobina - A440,Nordeste,RPGA do Rio Itapicuru,-11.205136,-40.464979,88.41,34.2,154.4,107.0,26.6,39.8,111.4,25.2,18.8,45.2,0.4,271.41
Serrinha,Serrinha - A441,Nordeste,RPGA do Rio Paraguaçu,-11.664586,-39.022946,79.6,38.0,154.6,112.61,27.2,90.61,188.61,43.81,31.21,155.21,3.6,139.4
Riachão do Jacuípe_EBDA,Riachão do Jacuípe_EBDA,Nordeste,RPGA do Rio Paraguaçu,-11.801317,-39.384408,12.0,8.5,156.5,127.5,32.5,78.0,127.0,21.5,26.1,123.0,0.0,71.0
Santa Bárbara,Santa Bárbara - EBDA,Nordeste,RPGA do Recôncavo Norte,-11.984657,-38.984398,49.0,0.0,123.0,182.0,10.0,77.0,161.8,31.7,19.0,40.0,0.0,75.0
Itapicuru,Itapicuru (EBDA Alagoinhas) - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.317978,-38.217708,0.0,0.0,0.0,162.5,0.0,99.5,0.0,56.0,47.0,0.0,0.0,0.0
Senhor do Bonfim,Senhor do Bonfim - A428,Nordeste,RPGA do Rio Itapicuru,-10.443072,-40.148244,73.0,48.2,101.0,75.01,28.4,111.4,137.8,40.6,45.2,61.41,0.0,131.8
Capela do Alto Alegre,Capela do Alto Alegre - EBDA,Nordeste,RPGA do Rio Paraguaçu,-11.669369,-39.838864,39.0,13.0,99.0,68.0,25.0,65.0,87.0,11.0,3.0,119.0,0.0,80.0
Cansanção,Cansanção - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.66796,-39.501074,50.01,3.0,136.4,84.5,67.6,225.0,227.91,38.4,11.8,23.0,0.0,61.91
Ipirá,Ipirá - PG-CL-02,Nordeste,RPGA do Rio Paraguaçu,-12.14986,-39.76454,67.31,48.5,100.45,99.5,26.0,30.75,101.5,25.25,16.5,49.25,0.0,157.0
Valente,Valente - PG-PR-04,Nordeste,RPGA do Rio Paraguaçu,-11.40119,-39.458099,68.4,56.1,102.36,143.5,32.75,48.5,114.0,19.5,14.25,109.75,6.0,151.15
Tucano,Tucano - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.971302,-38.781056,22.0,6.5,112.0,125.0,29.5,101.5,152.5,16.0,23.5,67.5,0.0,24.0
Tanquinho,Tanquinho - EBDA,Nordeste,RPGA do Rio Paraguaçu,-11.96799,-39.101068,32.7,0.0,112.4,245.6,22.1,120.8,124.8,17.3,18.51,49.8,0.0,27.3
Candeal,Candeal - EBDA,Nordeste,RPGA do Rio Paraguaçu,-11.80132,-39.117735,21.8,10.6,127.7,123.7,18.21,76.6,157.3,15.5,21.4,96.8,0.0,122.9
Inhambupe,Inhambupe - EBDA,Nordeste,RPGA do Recôncavo Norte,-11.784656,-38.351047,0.0,0.0,0.0,121.5,0.0,118.0,0.0,66.5,24.8,0.0,0.0,3.5
Esplanada,Esplanada - EBDA,Nordeste,RPGA do Recôncavo Norte,-11.784656,-37.951038,0.0,0.0,0.0,157.0,0.0,153.0,0.0,56.0,71.0,0.0,0.0,0.0
Entre Rios,Entre Rios - EBDA,Nordeste,RPGA do Recôncavo Norte,-11.951326,-38.084374,0.0,0.0,0.0,215.0,0.0,169.2,0.0,60.0,48.5,0.0,0.0,37.3
Rio Real,Rio Real - EBDA,Nordeste,RPGA do Rio Real,-11.48465,-37.934369,0.0,0.0,0.0,138.61,0.0,188.5,23.0,73.0,74.9,0.0,0.0,7.6
Sátiro Dias,Sátiro Dias - EBDA,Nordeste,RPGA do Recôncavo Norte,-11.58465,-38.584386,0.0,0.0,0.0,102.5,0.0,130.0,0.0,72.5,56.0,0.0,0.0,77.5
Ribeira do Pombal,Ribeira do Pombal - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.834635,-38.534383,29.0,11.7,104.81,209.4,29.1,104.4,218.4,45.41,64.6,101.2,0.0,14.4
Cipó,Cipó - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.101305,-38.517717,40.2,2.2,164.2,166.5,52.41,95.7,133.3,43.5,34.0,67.0,3.0,10.5
Olindina_EBDA,Olindina_EBDA - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.351311,-38.33438,15.0,22.0,69.0,139.1,44.5,93.6,122.0,32.0,23.0,29.5,0.0,23.0
Antas,Antas - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.401293,-38.334375,40.0,19.5,93.5,196.5,32.0,132.1,139.0,68.0,44.5,87.0,0.0,52.5
Paripiranga,Paripiranga - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.684633,-37.851032,61.3,18.3,89.2,121.0,109.3,195.2,172.91,126.0,123.2,82.8,0.0,22.2
Nova Soure,Nova Soure - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.251311,-38.484383,118.1,28.0,80.7,132.51,49.5,98.3,124.41,35.2,26.2,57.2,0.0,25.7
Ribeira do Amparo,Ribeira do Amparo - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.034638,-38.43438,54.9,0.0,138.9,250.8,25.3,108.3,149.61,44.5,39.4,83.0,3.6,3.8
Heliópolis,Heliópolis - EBDA,Nordeste,RPGA do Rio Real,-10.667965,-38.284375,80.4,44.7,21.6,122.2,45.1,139.21,150.9,37.1,36.0,39.6,0.0,37.0
Cícero Dantas,Cícero Dantas - EBDA,Nordeste,RPGA do Rio Real,-10.584629,-38.384377,33.0,20.0,80.0,185.0,32.5,152.5,234.5,62.0,95.5,57.5,0.0,58.0
Sítio do Quinto,Sítio do Quinto - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.367959,-38.201038,50.7,30.8,70.3,125.11,46.5,161.5,159.9,64.7,48.2,84.5,0.0,52.91
Pedro Alexandre,Pedro Alexandre - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.017951,-37.884362,0.0,41.7,86.5,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adustina,Adustina - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.534629,-38.117704,12.8,66.81,69.5,119.8,40.8,136.8,103.5,45.6,18.5,94.47,0.0,16.2
Uauá,Uauá - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-9.834609,-39.484404,53.4,53.0,70.9,44.0,0.0,26.2,37.4,0.0,0.0,28.0,9.4,0.0
Andorinha,Andorinha - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.33462,-39.834414,60.5,47.0,96.0,52.0,6.0,50.0,70.0,13.0,14.0,18.5,0.0,0.0
Paulo Afonso,Paulo Afonso - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.401269,-38.217702,34.6,36.5,55.2,161.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Brígida,Santa Brígida - EBDA,Nordeste,RPGA do Riacho do Tará,-9.734611,-38.134368,8.4,7.3,100.11,106.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glória,Glória - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.351269,-38.251038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casa Nova,Casa Nova - EBDA,Norte,RPGA do Lago de Sobradinho,-9.08459,-40.617764,144.7,0.0,91.6,35.5,0.0,0.0,0.0,0.0,0.0,154.5,0.0,22.0
Remanso,Remanso - EBDA,Norte,RPGA do Lago de Sobradinho,-9.601263,-42.08447,117.7,8.1,68.0,62.1,0.0,17.9,0.0,0.0,0.0,28.3,6.2,1.7
Sento Sé,Sento Sé - EBDA,Norte,RPGA do Lago de Sobradinho,-9.734599,-41.851131,16.8,17.8,130.8,89.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
Juazeiro -EBDA,Juazeiro -EBDA,Norte,RPGA dos Rios Macururé e Curaçá,-9.41793,-40.501095,31.2,15.0,0.0,108.0,0.0,0.0,10.0,0.0,0.0,19.4,0.0,0.0
Sobradinho,Sobradinho - EBDA,Norte,RPGA do Lago de Sobradinho,-9.334594,-40.81777,30.5,44.0,39.0,90.0,0.0,0.8,2.5,0.0,0.0,35.0,10.0,0.0
Taquarendi,Taquarendi - EBDA,Norte,RPGA do Rio Salitre,-10.834626,-40.701104,30.0,13.0,69.5,58.0,1.0,7.0,14.0,7.5,10.8,50.5,3.8,26.1
Central,Central - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.151293,-42.11781,65.0,45.0,200.0,155.0,0.0,0.0,0.0,0.0,1.0,37.5,47.0,228.0
Ibipeba,Ibipeba - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.634638,-42.034476,64.6,64.0,152.7,94.5,0.0,0.0,0.0,0.0,0.0,22.0,29.0,58.0
Ibititá,Ibititá - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.523108,-41.976085,86.7,49.8,78.5,69.3,0.0,0.0,0.0,0.0,0.0,36.1,60.5,2.0
Irecê,Irecê - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.317966,-41.867804,116.9,62.6,208.1,92.0,0.0,0.0,0.7,0.0,0.0,78.5,39.2,0.0
João Dourado,João Dourado - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.334633,-41.651131,33.0,33.5,224.0,112.0,0.0,0.0,0.0,0.0,0.0,12.0,8.1,0.0
Jussara,Jussara - EBDA,Norte,RPGA do Rio Salitre,-11.051296,-40.96778,62.0,143.0,170.0,110.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0
Lapão,Lapão - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.367966,-41.817803,63.6,14.0,190.2,47.9,0.0,0.0,0.0,0.0,0.0,65.4,30.9,0.0
Presidente Dutra,Presidente Dutra - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.284632,-41.651131,126.1,26.6,233.51,110.2,0.0,0.0,0.0,0.0,0.0,55.0,42.6,37.3
Uibaí,Uibaí - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.334632,-42.134477,56.5,91.7,200.3,132.7,0.0,0.0,0.0,0.0,0.0,33.4,42.4,0.0
Irecê,Irecê - 83182,Norte,RPGA dos Rios Verde e Jacaré,-11.3,-41.866667,102.2,59.6,196.01,94.31,0.3,0.0,1.1,0.7,0.7,67.2,41.8,177.61
Remanso,Remanso - 82979,Norte,RPGA do Lago de Sobradinho,-9.633333,-42.1,115.2,44.9,148.71,104.1,0.0,17.7,3.1,0.0,0.0,28.91,5.9,170.7
Umburanas,Umburanas (Delfino) - A443,Norte,RPGA do Rio Salitre,-10.45492,-41.206996,44.6,20.2,194.6,84.61,2.0,9.2,21.61,7.6,5.2,44.2,9.4,153.8
Remanso,Remanso - A423,Norte,RPGA do Lago de Sobradinho,-9.625693,-42.077214,110.4,43.6,144.21,102.0,0.0,17.8,3.6,0.0,0.0,30.6,6.2,161.6
Irecê,Irecê - A424,Norte,RPGA dos Rios Verde e Jacaré,-11.328998,-41.864504,110.21,42.2,210.4,92.01,0.4,0.8,1.4,4.0,0.4,81.61,43.41,151.4
Juazeiro,Juazeiro - UEP - EMBRAPA -EBDA - EBDA,Norte,RPGA dos Rios Macururé e Curaçá,-9.41293,-40.499706,9.9,18.5,0.0,92.3,0.0,0.0,0.0,0.0,0.0,36.91,0.0,0.0
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,114.75,38.0,165.25,83.75,0.0,0.0,0.0,0.0,0.0,63.0,72.0,132.45
América Dourada,América Dourada - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.384635,-41.584464,54.0,39.0,167.8,132.7,0.0,0.0,0.0,0.0,0.0,12.0,24.3,35.6
São Gabriel,São Gabriel - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.134629,-41.867803,129.0,87.0,158.0,176.0,0.0,0.0,0.0,0.0,0.0,71.0,34.4,0.0
Campo Formoso,Campo Formoso - EBDA,Norte,RPGA do Rio Itapicuru,-10.501287,-40.317761,55.0,25.0,67.0,225.0,60.0,262.0,318.0,101.0,89.0,35.0,0.0,231.0
Formosa do Rio Preto,Formosa do Rio Preto (SEDE) - EBDA,Oeste,RPGA do Rio Grande,-11.051281,-45.201218,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,91.0,98.0,165.7
Correntina,Correntina - A416,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.332386,-44.617376,31.2,30.0,199.0,44.81,8.4,0.0,0.2,0.6,7.0,165.4,214.8,239.4
Riachão das Neves,Riachão das Neves (SEDE) - EBDA,Oeste,RPGA do Rio Grande,-11.747407,-44.911215,108.45,127.75,236.0,111.75,47.75,0.0,0.0,0.0,8.0,166.0,264.0,274.6
Barreiras,Barreiras (Form. Rio Preto) - 46550000,Oeste,RPGA do Rio Grande,-11.154444,-45.009166,80.3,104.8,216.1,99.31,9.4,0.0,0.0,0.0,0.0,103.7,106.7,227.8
Formosa do Rio Preto,Formosa do Rio Preto (COACERAL) - GR-CL-02,Oeste,RPGA do Rio Grande,-10.561944,-45.693333,154.61,163.5,173.11,0.0,4.75,0.0,0.0,0.0,0.0,284.75,271.75,154.0
Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,Oeste,RPGA do Rio Grande,-12.152394,-45.829745,22.6,24.21,154.4,62.81,46.6,0.0,0.0,3.4,0.0,138.2,229.4,174.0
Barreiras,Barreiras - EBDA,Oeste,RPGA do Rio Grande,-12.084632,-45.6679,102.2,96.0,142.7,115.7,72.5,0.0,0.0,0.0,10.0,160.5,226.3,212.2
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,138.25,113.2,217.0,107.75,13.5,0.0,0.0,0.0,15.0,217.0,205.75,165.0
Santa Inês,Santa Inês - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.28468,-39.834426,45.0,67.5,111.0,107.0,21.0,2.0,104.0,56.0,0.0,70.5,32.0,82.0
Argoim,Argoim - Rafael Jambeiro,Recôncavo,RPGA do Rio Paraguaçu,-12.551332,-39.531083,99.0,12.0,78.0,49.0,10.0,9.0,77.0,25.0,18.0,52.0,4.0,46.0
Salvador,Salvador (J. Zoológico) - A401,Recôncavo,RPGA do Recôncavo Norte,-13.005515,-38.50576,86.41,13.21,56.01,21.41,247.0,105.01,534.4,187.2,62.8,60.2,31.0,73.21
Salvador,Salvador - Canabrava,Recôncavo,RPGA do Recôncavo Norte,-12.924122,-38.429942,93.31,22.1,200.31,617.5,210.6,59.41,502.51,191.8,46.4,70.81,12.8,34.5
Salvador,Salvador - Inema -Monte Serrat,Recôncavo,RPGA do Recôncavo Norte,-12.930789,-38.517167,123.71,57.9,148.01,519.2,155.8,90.7,422.3,148.1,79.7,68.81,10.6,45.2
Salvador,Salvador - 19 BC,Recôncavo,RPGA do Recôncavo Norte,-12.961069,-38.461056,156.11,22.7,188.6,640.6,267.91,70.4,552.01,180.11,37.7,69.7,27.1,110.71
Salvador,Salvador - Base Naval/SSN,Recôncavo,RPGA do Recôncavo Norte,-12.796341,-38.489389,54.6,21.8,124.0,612.4,244.1,140.41,365.7,120.0,56.8,74.3,8.3,116.3
Salvador,Salvador - Ilha Amarela,Recôncavo,RPGA do Recôncavo Norte,-12.891344,-38.470778,131.4,20.3,158.21,641.6,190.51,110.9,541.7,179.6,53.7,110.0,10.8,96.6
Feira de Santana,Feira de Santana - A413,Recôncavo,RPGA do Recôncavo Norte,-12.1962,-38.967384,25.0,3.81,1.41,0.2,0.0,0.0,0.0,0.0,6.2,43.01,5.4,77.81
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,30.5,39.5,141.21,197.5,75.0,174.0,319.3,56.3,62.51,46.31,2.3,70.7
Cruz das Almas,Cruz das Almas - 83222,Recôncavo,RPGA do Rio Paraguaçu,-12.666667,-39.083333,26.9,34.81,111.9,246.7,57.7,94.7,264.5,81.2,72.01,34.7,4.9,107.1
Feira de Santana,Feira de Santana - 83221,Recôncavo,RPGA do Recôncavo Norte,-12.196111,-38.967222,66.6,16.2,86.9,169.5,49.7,82.3,173.3,34.4,45.71,40.1,4.6,81.5
Santo Estêvão,Santo Estêvão - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.434665,-39.251074,54.0,0.7,102.5,107.6,24.1,80.4,156.1,38.91,40.81,21.6,2.6,34.0
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,108.0,65.2,81.2,124.21,43.01,34.2,229.2,72.4,52.81,143.6,32.2,160.4
São Sebastião do Passé,São Sebastião do Passé - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.518004,-38.501056,118.6,7.3,136.7,516.1,130.5,235.0,387.4,106.4,71.9,70.6,5.8,48.3
