municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Palmeiras,Palmeiras - EBDA,Chapada Diamantina,RPGA do Rio Paraguaçu,-12.46799,-41.617801,37.0,0.0,71.5,78.5,14.0,0.0,0.0,0.0,0.0,79.0,48.0,88.0
Jeremoabo,Jeremoabo - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.067951,-38.351041,70.8,52.4,86.4,49.6,51.11,19.8,35.1,34.6,16.1,52.3,84.5,12.8
Coronel João Sá,Coronel João Sá - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.284624,-37.917698,88.6,66.6,59.4,33.81,42.6,34.4,64.4,34.6,3.5,143.4,19.5,1.8
Abaré,Abaré - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.71792,-39.117725,71.5,68.0,35.0,66.0,117.0,0.0,12.0,0.0,0.0,33.0,6.2,37.0
Rodelas,Rodelas - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.83459,-38.751049,102.1,93.2,98.0,48.9,55.5,6.2,17.3,5.2,3.5,11.8,0.0,0.0
Curaçá,Curaçá - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-8.98459,-39.90108,28.71,119.1,100.9,41.81,78.0,0.0,0.0,5.0,0.0,3.0,0.0,23.8
Banzaê,Banzaê - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.584629,-38.617717,103.8,64.0,50.3,88.0,82.1,48.31,70.4,45.6,7.5,57.1,55.31,0.0
Cipó,Cipó - 83192,Nordeste,RPGA do Rio Itapicuru,-11.083333,-38.516667,38.7,14.8,26.9,127.2,35.0,42.01,47.81,20.21,6.5,65.1,86.61,1.6
Jacobina,Jacobina - 83186,Nordeste,RPGA do Rio Itapicuru,-11.172778,-40.534167,72.7,66.1,141.7,101.6,50.9,16.0,29.1,22.6,7.5,32.0,58.8,68.11
Monte Santo,Monte Santo - 83090,Nordeste,RPGA do Rio Itapicuru,-10.4425,-39.331111,22.0,41.6,134.21,41.81,56.7,27.5,29.71,17.5,9.0,35.81,71.3,33.7
Serrinha,Serrinha - 83190,Nordeste,RPGA do Recôncavo Norte,-11.633333,-38.966667,48.6,64.5,91.31,59.9,46.81,47.7,26.21,23.8,14.21,84.0,61.2,53.0
Uauá,Uauá - A435,Nordeste,RPGA do Rio Vaza-Barris,-9.833617,-39.495631,68.81,144.6,0.8,14.4,14.8,8.2,5.8,5.61,0.6,16.4,5.0,3.0
Euclides da Cunha,Euclides da Cunha - A442,Nordeste,RPGA do Rio Itapicuru,-10.537233,-38.996605,35.6,61.2,55.4,82.0,82.01,58.61,55.6,44.41,12.6,93.8,106.4,14.0
Jacobina,Jacobina - A440,Nordeste,RPGA do Rio Itapicuru,-11.205136,-40.464979,53.4,41.6,91.2,6.01,0.0,0.0,0.0,0.0,0.0,51.41,101.0,63.2
Senhor do Bonfim,Senhor do Bonfim - A428,Nordeste,RPGA do Rio Itapicuru,-10.443072,-40.148244,35.6,61.0,97.2,136.4,99.01,34.0,20.0,26.4,12.8,21.41,66.6,18.41
Canudos,Canudos - EBDA - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-9.897945,-39.027448,58.0,107.5,77.0,31.0,44.0,15.0,15.0,0.0,0.0,105.5,0.0,0.0
Capela do Alto Alegre,Capela do Alto Alegre - EBDA,Nordeste,RPGA do Rio Paraguaçu,-11.669369,-39.838864,35.0,15.0,41.0,68.0,35.0,30.0,23.0,23.0,10.0,51.0,83.0,55.0
Ipirá,Ipirá - PG-CL-02,Nordeste,RPGA do Rio Paraguaçu,-12.14986,-39.76454,52.0,7.25,24.0,44.0,26.0,37.25,14.75,33.5,31.75,42.0,42.0,53.75
Serrinha,Serrinha - RN-CL-02,Nordeste,RPGA do Recôncavo Norte,-11.648333,-38.982777,51.25,46.25,42.0,32.0,46.0,51.75,14.75,15.25,19.25,69.25,84.5,57.25
Valente,Valente - PG-PR-04,Nordeste,RPGA do Rio Paraguaçu,-11.40119,-39.458099,37.9,22.0,89.25,62.5,37.25,25.75,14.25,6.75,10.75,36.75,51.5,58.25
Tucano,Tucano - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.971302,-38.781056,39.0,25.0,166.0,52.0,46.0,39.0,23.5,15.5,0.0,116.0,110.0,0.0
Ribeira do Pombal,Ribeira do Pombal - EBDA,Nordeste,RPGA do Rio Itapicuru,-10.834635,-38.534383,84.9,52.2,184.3,141.9,64.9,45.51,64.31,26.41,8.4,67.81,76.1,46.3
Cipó,Cipó - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.101305,-38.517717,42.6,15.7,31.3,114.9,56.4,61.11,51.0,17.9,0.0,65.1,103.8,0.0
Olindina_EBDA,Olindina_EBDA - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.351311,-38.33438,15.5,16.8,10.5,86.4,56.5,34.3,41.7,18.7,3.3,81.2,83.3,21.7
Paripiranga,Paripiranga - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.684633,-37.851032,131.8,36.7,105.0,101.6,147.21,93.2,160.2,70.3,44.3,93.9,93.7,0.0
Nova Soure,Nova Soure - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.251311,-38.484383,14.4,35.6,36.0,96.9,45.7,36.9,51.5,28.61,0.4,84.51,60.4,24.0
Ribeira do Amparo,Ribeira do Amparo - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.034638,-38.43438,59.0,43.5,51.7,118.5,69.3,47.2,56.5,36.6,5.5,78.2,136.6,1.5
Heliópolis,Heliópolis - EBDA,Nordeste,RPGA do Rio Real,-10.667965,-38.284375,53.0,29.3,100.8,90.51,89.8,22.8,58.01,36.1,0.0,83.0,53.7,0.0
Cícero Dantas,Cícero Dantas - EBDA,Nordeste,RPGA do Rio Real,-10.584629,-38.384377,66.0,45.0,143.0,125.0,163.5,53.5,77.5,39.5,15.2,50.5,58.0,0.0
Sítio do Quinto,Sítio do Quinto - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.367959,-38.201038,34.31,60.6,114.2,149.6,101.7,64.9,95.9,29.6,0.0,61.7,18.91,0.0
Adustina,Adustina - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-10.534629,-38.117704,61.1,6.8,14.3,103.4,101.1,16.9,72.3,34.7,2.0,50.7,30.5,0.0
Uauá,Uauá - EBDA,Nordeste,RPGA do Rio Vaza-Barris,-9.834609,-39.484404,100.5,127.1,130.2,76.6,5.8,0.0,7.6,0.0,0.0,13.0,4.2,0.0
Araci,Araci - EBDA,Nordeste,RPGA do Rio Itapicuru,-11.334644,-38.951062,49.0,143.5,125.5,113.0,31.5,22.0,4.0,18.0,0.0,53.0,34.0,40.0
Paulo Afonso,Paulo Afonso - EBDA,Nordeste,RPGA dos Rios Macururé e Curaçá,-9.401269,-38.217702,21.5,43.0,88.3,19.5,51.01,14.4,38.7,19.7,8.8,11.2,0.0,0.0
Santa Brígida,Santa Brígida - EBDA,Nordeste,RPGA do Riacho do Tará,-9.734611,-38.134368,66.7,6.2,272.7,35.9,77.1,29.0,78.3,10.0,35.3,100.4,8.1,0.0
Casa Nova,Casa Nova - EBDA,Norte,RPGA do Lago de Sobradinho,-9.08459,-40.617764,40.5,86.5,119.5,31.0,9.0,0.0,0.0,12.5,0.0,7.0,42.0,18.0
Remanso,Remanso - EBDA,Norte,RPGA do Lago de Sobradinho,-9.601263,-42.08447,11.2,161.01,278.8,21.8,0.0,0.0,0.0,0.0,0.0,71.2,72.0,20.6
Sento Sé,Sento Sé - EBDA,Norte,RPGA do Lago de Sobradinho,-9.734599,-41.851131,26.0,125.6,479.2,92.81,11.0,0.0,0.0,0.0,0.0,61.0,41.4,35.2
Juazeiro -EBDA,Juazeiro -EBDA,Norte,RPGA dos Rios Macururé e Curaçá,-9.41793,-40.501095,38.81,58.8,71.5,112.1,7.5,0.0,0.0,0.0,0.0,11.2,5.6,17.3
Sobradinho,Sobradinho - EBDA,Norte,RPGA do Lago de Sobradinho,-9.334594,-40.81777,54.0,33.7,121.4,52.0,19.5,0.0,0.0,0.0,0.0,12.5,11.0,63.5
Central,Central - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.151293,-42.11781,101.0,108.0,113.0,3.0,0.0,0.0,0.0,0.0,0.0,49.0,24.0,133.0
Ibipeba,Ibipeba - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.634638,-42.034476,45.6,38.0,100.2,0.0,0.0,0.0,0.0,0.0,0.0,39.6,63.0,22.0
Ibititá,Ibititá - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.523108,-41.976085,23.5,101.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,53.0,41.0,50.3
Irecê,Irecê - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.317966,-41.867804,56.7,82.7,125.8,10.3,12.0,0.0,0.0,0.0,0.0,52.6,20.9,93.0
João Dourado,João Dourado - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.334633,-41.651131,166.5,56.0,155.0,24.0,0.0,0.0,0.0,0.0,0.0,90.0,51.5,30.5
Jussara,Jussara - EBDA,Norte,RPGA do Rio Salitre,-11.051296,-40.96778,70.5,136.5,162.5,0.0,2.0,0.0,0.0,0.0,0.0,90.0,16.5,72.5
Lapão,Lapão - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.367966,-41.817803,50.5,59.9,94.3,3.6,4.8,0.0,0.0,0.0,0.0,48.6,37.3,88.6
Presidente Dutra,Presidente Dutra - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.284632,-41.651131,15.5,99.2,109.1,12.5,0.0,0.0,0.0,0.0,0.0,34.5,34.1,121.3
Uibaí,Uibaí - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.334632,-42.134477,25.0,80.6,81.0,7.4,0.0,0.0,0.0,0.0,0.0,24.3,27.1,73.8
Irecê,Irecê - 83182,Norte,RPGA dos Rios Verde e Jacaré,-11.3,-41.866667,69.2,73.4,95.0,10.1,6.0,0.0,0.7,1.1,0.0,62.7,26.9,118.9
Remanso,Remanso - 82979,Norte,RPGA do Lago de Sobradinho,-9.633333,-42.1,33.7,93.7,280.5,23.6,3.2,1.4,0.0,0.8,0.0,72.4,72.9,20.91
Umburanas,Umburanas (Delfino) - A443,Norte,RPGA do Rio Salitre,-10.45492,-41.206996,41.0,42.0,58.8,25.0,11.8,4.81,7.4,3.6,2.41,37.81,55.2,41.0
Irecê,Irecê - A424,Norte,RPGA dos Rios Verde e Jacaré,-11.328998,-41.864504,65.0,66.81,102.0,10.8,1.4,0.0,0.61,0.4,0.0,55.4,23.6,167.6
Juazeiro,Juazeiro - UEP - EMBRAPA -EBDA - EBDA,Norte,RPGA dos Rios Macururé e Curaçá,-9.41293,-40.499706,33.31,58.8,68.0,112.1,7.5,0.0,0.0,0.0,0.0,11.2,5.6,17.3
Juazeiro,Juazeiro - Est. Exp. Caraíbas - EBDA,Norte,RPGA dos Rios Macururé e Curaçá,-9.418208,-40.510817,0.0,22.0,124.7,33.4,0.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,35.0,103.25,121.25,24.25,7.5,0.0,0.0,1.0,24.0,69.25,20.5,92.75
América Dourada,América Dourada - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.384635,-41.584464,59.3,18.0,109.6,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.5,85.8
São Gabriel,São Gabriel - EBDA,Norte,RPGA dos Rios Verde e Jacaré,-11.134629,-41.867803,52.0,102.0,149.0,0.0,11.0,0.0,0.0,0.0,0.0,87.5,15.0,81.0
Barreiras,Barreiras (Limoeiro) - GR-PR-18,Oeste,RPGA do Rio Grande,-12.293403,-45.544421,178.0,111.21,177.2,19.6,0.2,0.0,0.0,0.0,0.0,192.8,387.8,178.6
Barreiras,Barreiras - 83236,Oeste,RPGA do Rio Grande,-12.155556,-45.007778,193.0,138.11,191.4,26.5,1.7,0.0,0.0,0.0,0.0,181.0,206.51,226.1
Correntina,Correntina - 83286,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.332222,-44.617222,266.2,55.1,152.61,28.11,0.4,0.0,0.0,0.0,0.0,152.4,166.9,288.41
Barreiras,Barreiras (Form. Rio Preto) - 46550000,Oeste,RPGA do Rio Grande,-11.154444,-45.009166,198.0,129.8,185.91,21.9,1.4,0.0,0.0,0.0,0.0,174.6,209.8,238.0
Barreiras,Barreiras - A402,Oeste,RPGA do Rio Grande,-12.124715,-45.027049,240.4,139.61,203.0,30.4,0.4,0.0,0.0,0.0,0.0,178.61,238.61,217.8
Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,Oeste,RPGA do Rio Grande,-12.152394,-45.829745,178.0,125.81,43.21,1.0,3.41,0.0,0.0,0.0,0.0,0.8,212.4,255.01
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,73.0,57.5,30.5,18.25,39.0,0.0,0.0,0.0,0.0,121.25,27.75,12.0
Santa Inês,Santa Inês - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.28468,-39.834426,53.0,15.0,68.0,88.0,17.0,10.0,21.0,31.0,6.0,45.0,84.0,153.5
Argoim,Argoim - Rafael Jambeiro,Recôncavo,RPGA do Rio Paraguaçu,-12.551332,-39.531083,117.0,12.0,43.0,78.0,32.0,32.0,18.0,19.0,23.0,22.0,36.0,30.0
Cruz das Almas,Cruz das Almas - A406,Recôncavo,RPGA do Rio Paraguaçu,-12.675422,-39.08958,73.81,55.2,77.61,131.0,132.2,158.2,71.0,108.81,84.0,92.0,73.6,20.8
Salvador,Salvador - Canabrava,Recôncavo,RPGA do Recôncavo Norte,-12.924122,-38.429942,60.81,99.0,256.0,350.3,367.81,225.51,78.9,113.31,34.8,229.3,329.1,40.81
Salvador,Salvador - Inema -Monte Serrat,Recôncavo,RPGA do Recôncavo Norte,-12.930789,-38.517167,140.71,50.91,210.61,368.2,333.1,174.2,60.5,89.0,66.8,196.5,353.41,70.4
Salvador,Salvador - 19 BC,Recôncavo,RPGA do Recôncavo Norte,-12.961069,-38.461056,116.1,52.5,398.1,309.9,437.1,357.11,90.4,148.8,63.2,354.6,450.41,43.7
Salvador,Salvador - Base Naval/SSN,Recôncavo,RPGA do Recôncavo Norte,-12.796341,-38.489389,101.7,27.91,163.5,264.7,218.1,166.8,55.81,89.7,39.9,207.9,222.5,69.6
Salvador,Salvador - Ilha Amarela,Recôncavo,RPGA do Recôncavo Norte,-12.891344,-38.470778,93.61,64.5,264.0,358.7,330.8,172.01,96.1,93.2,37.01,258.7,254.1,75.5
Feira de Santana,Feira de Santana - A413,Recôncavo,RPGA do Recôncavo Norte,-12.1962,-38.967384,77.0,6.2,55.0,135.0,34.81,68.0,28.41,32.4,28.8,114.6,118.2,53.6
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,180.31,15.4,63.8,180.71,115.8,123.61,58.01,66.5,24.7,169.7,129.6,60.01
Cruz das Almas,Cruz das Almas - 83222,Recôncavo,RPGA do Rio Paraguaçu,-12.666667,-39.083333,74.7,52.3,82.5,297.7,135.0,159.0,64.3,92.71,90.01,121.8,70.3,41.81
Feira de Santana,Feira de Santana - 83221,Recôncavo,RPGA do Recôncavo Norte,-12.196111,-38.967222,77.4,15.11,150.0,117.3,35.1,65.0,21.5,25.4,24.5,96.61,107.9,51.8
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,134.6,45.81,119.2,194.4,70.41,36.0,105.61,54.0,33.2,72.2,49.41,103.2
Mata de São João,Mata de São João - ETA - Embasa,Recôncavo,RPGA do Recôncavo Norte,-12.394946,-37.934649,105.9,42.3,122.4,346.91,149.11,112.3,62.61,93.11,43.7,274.9,283.8,11.8
Candeias,Candeias - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.663561,-38.533,99.2,17.4,196.9,275.41,204.4,128.9,60.21,62.7,32.7,174.9,258.81,47.31
Dias D´Ávila,Dias D´Ávila - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.620505,-38.315217,137.3,35.8,147.7,296.0,296.4,133.3,71.1,102.5,26.6,255.71,260.8,52.41
São Sebastião do Passé-EMBASA,São Sebastião do Passé-EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.517449,-38.492165,92.7,27.5,153.0,256.1,106.8,119.5,56.2,58.61,6.5,218.8,365.21,52.1
Simões Filho,Simões Filho (Joanes II) - 322,Recôncavo,RPGA do Recôncavo Norte,-12.674147,-38.376254,122.3,51.31,156.8,394.0,181.9,142.1,78.5,95.9,39.1,158.2,247.1,36.0
Camaçari,Camaçari (Santa Helena) - 323,Recôncavo,RPGA do Recôncavo Norte,-12.56202,-38.1606,58.1,37.0,176.8,363.7,264.21,157.0,114.4,83.3,22.9,171.21,172.1,35.1
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,170.3,46.2,200.71,331.0,304.21,277.71,57.6,91.3,62.0,208.51,319.21,100.7
Salvador,Salvador - Itapuã - RN-CL-01,Recôncavo,RPGA do Recôncavo Norte,-12.931388,-38.361111,149.85,34.9,368.91,351.81,304.0,221.71,82.4,111.71,48.6,281.2,299.51,49.31
Amargosa,Amargosa - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.034677,-39.601086,93.8,9.7,95.11,140.2,60.2,96.5,52.5,68.5,45.6,101.5,75.5,121.0
Itaparica,Itaparica - EBDA,Recôncavo,RPGA do Recôncavo Sul,-12.884677,-38.684395,79.7,22.2,155.3,311.21,300.1,157.0,64.9,98.5,97.8,225.9,180.71,84.61
Muritiba,Muritiba - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.618004,-38.984401,49.8,30.0,105.0,288.8,147.5,105.0,0.0,26.0,0.0,102.5,0.0,30.5
Santo Antônio de Jesus,Santo Antônio de Jesus - EBDA,Recôncavo,RPGA do Recôncavo Sul,-12.96801,-39.267744,0.0,96.5,65.0,58.5,66.3,87.5,113.0,82.0,91.0,86.5,95.0,141.5
Ubaíra,Ubaíra - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.268014,-39.667756,148.0,47.5,50.0,116.0,51.7,38.0,75.0,55.5,11.5,66.0,93.0,175.5
Castro Alves,Castro Alves - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.751338,-39.434413,101.5,0.0,85.0,156.0,19.5,39.3,36.0,24.5,12.5,55.5,32.5,7.5
Cruz das Almas,Cruz das Almas - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.668004,-39.101071,68.5,29.5,98.5,246.9,129.0,158.4,69.0,81.0,110.0,102.0,38.5,11.5
Conceição do Almeida,Conceição do Almeida - EBDA,Recôncavo,RPGA do Recôncavo Sul,-12.768005,-39.16774,68.5,17.5,117.5,387.0,201.0,158.0,102.5,91.5,156.0,92.0,22.5,56.0
Alagoinhas,Alagoinhas - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.134662,-38.434384,193.0,40.0,86.0,206.0,115.8,125.1,73.0,78.0,24.4,196.5,212.5,35.5
Aramari,Aramari - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.08466,-38.501053,62.81,25.6,27.8,92.81,135.5,68.6,51.6,37.1,16.5,173.0,89.0,15.0
Catu,Catu - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.351333,-38.384384,77.5,35.5,106.5,213.0,151.0,71.0,37.0,86.3,12.5,170.5,286.0,5.0
Salvador,Salvador - CIA,Recôncavo,RPGA do Recôncavo Norte,-12.865789,-38.365219,184.0,16.0,334.0,401.5,265.0,187.0,92.0,113.5,52.0,313.5,312.6,29.5
Salvador,Salvador (Abaeté) - RN-PR-01,Recôncavo,RPGA do Recôncavo Norte,-12.945407,-38.361404,68.4,15.0,247.7,327.8,248.2,50.4,81.1,102.7,36.4,177.41,135.91,83.5
Maracás,Maracás - EBDA,Sudoeste,RPGA do Rio de Contas,-13.43468,-40.434443,52.2,14.8,145.0,41.7,58.7,9.9,20.0,0.0,0.0,21.8,174.6,70.0
Anagé,Anagé - EBDA,Sudoeste,RPGA do Rio de Contas,-14.618034,-41.134467,48.75,4.75,117.0,30.25,7.25,0.0,0.25,0.0,0.0,71.0,140.0,105.5
Cândido Sales,Cândido Sales - EBDA,Sudoeste,RPGA do Rio Pardo,-15.501383,-41.234473,56.01,11.9,140.9,76.51,8.7,0.6,7.6,1.41,0.0,24.3,190.61,89.21
Itiruçu,Itiruçu - A407,Sudoeste,RPGA do Recôncavo Sul,-13.52629,-40.12055,124.61,14.8,109.6,123.01,64.61,33.8,79.6,48.2,51.0,85.61,78.81,54.41
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,35.4,34.0,88.61,68.41,22.2,6.4,27.0,6.41,12.2,72.6,117.01,119.41
Brumado,Brumado - EBDA,Sudoeste,RPGA do Rio de Contas,-14.201356,-41.651143,25.2,10.9,124.11,0.0,8.8,0.0,0.0,0.0,0.0,73.4,160.2,58.8
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,32.81,24.71,156.8,38.5,7.4,2.5,6.4,5.71,0.0,85.0,112.4,66.0
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,25.6,11.8,85.0,26.41,6.4,0.8,6.8,2.6,0.2,72.6,128.4,68.6
Jequié,Jequié - EBDA,Sudoeste,RPGA do Rio de Contas,-13.851356,-40.084435,55.0,20.0,94.0,87.1,17.2,5.5,25.5,9.0,12.5,44.5,50.0,78.5
