municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Irecê,Irecê - A424,Norte,RPGA dos Rios Verde e Jacaré,-11.328998,-41.864504,17.4,55.4,52.0,41.81,0.61,1.2,1.6,0.0,0.4,0.0,69.2,59.6
Irecê,Irecê - VJ-CL-01,Norte,RPGA dos Rios Verde e Jacaré,-11.289166,-41.894166,13.5,48.0,21.0,60.75,0.0,0.0,1.0,0.0,0.5,0.5,61.55,67.55
Correntina,Correntina (Arrojado) - 45770000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.4528,-44.5689,37.4,125.4,78.4,45.6,1.21,0.0,0.0,0.0,0.0,7.8,170.8,111.2
Correntina,Correntina - 45590000,Oeste,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-13.3406,-44.6386,54.2,90.3,45.6,104.81,3.81,0.0,0.0,0.0,0.0,16.0,137.8,98.4
Luís Eduardo Magalhães,Luís Eduardo Magalhães - A404,Oeste,RPGA do Rio Grande,-12.152394,-45.829745,62.8,234.8,140.4,64.8,13.2,0.8,0.0,0.0,0.4,0.4,237.61,163.2
São Desidério,São Desidério - R. Velha - GR-CL-01,Oeste,RPGA do Rio Grande,-12.898055,-46.157222,84.25,76.75,1.75,51.8,5.4,3.1,2.4,0.0,0.0,6.5,198.05,222.61
Salvador,Salvador (J. Zoológico) - A401,Recôncavo,RPGA do Recôncavo Norte,-13.005515,-38.50576,25.8,97.61,179.8,157.4,340.8,112.4,242.0,73.6,135.6,72.0,77.81,82.4
Cruz das Almas,Cruz das Almas - A406,Recôncavo,RPGA do Rio Paraguaçu,-12.675422,-39.08958,16.41,39.2,41.61,145.41,161.4,136.21,155.8,51.41,156.2,33.41,65.81,116.01
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,2.5,14.5,92.1,79.6,132.0,117.5,127.81,37.51,107.0,43.6,71.0,74.2
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,33.6,34.41,31.6,53.0,82.0,82.2,104.8,34.41,102.21,14.8,36.8,72.6
Mata de São João,Mata de São João - ETA - Embasa,Recôncavo,RPGA do Recôncavo Norte,-12.394946,-37.934649,0.8,9.3,14.0,54.8,66.11,98.8,0.5,17.8,104.4,41.9,5.4,23.6
Salvador,Salvador (Ondina) - 83229,Recôncavo,RPGA do Recôncavo Norte,-13.005278,-38.505833,23.5,95.8,181.1,152.0,324.3,105.7,228.41,67.01,126.1,74.0,77.3,83.0
Salvador,Salvador (São tomé de Paripe) - 292740806A,Recôncavo,RPGA do Recôncavo Norte,-12.795508,-38.489389,5.8,44.1,65.3,153.01,242.1,109.51,201.91,46.91,88.01,33.3,80.4,44.2
Salvador,Salvador (CAB) - 292740811A,Recôncavo,RPGA do Recôncavo Norte,-12.943354,-38.421264,42.9,89.7,149.2,185.31,255.1,126.1,189.71,51.7,109.3,47.4,82.37,122.5
Salvador,Salvador (Pirajá) - 292740801A,Recôncavo,RPGA do Recôncavo Norte,-12.8994,-38.458833,22.41,62.7,149.91,187.5,360.2,170.5,215.7,66.71,134.21,52.31,70.51,112.8
Salvador,Salvador (Rio Sena) - 292740805A,Recôncavo,RPGA do Recôncavo Norte,-12.891344,-38.470778,23.1,53.5,164.2,171.6,281.1,172.9,228.6,66.3,143.0,53.8,72.55,113.4
Candeias,Candeias (Sarandi) - 290650104A,Recôncavo,RPGA do Recôncavo Norte,-12.671341,-38.531056,11.0,43.91,57.6,145.6,281.1,94.5,190.61,58.0,80.9,46.7,67.9,72.4
Gandú,Gandú (Dois de Julho) - 291120401A,Recôncavo,RPGA do Recôncavo Sul,-13.741357,-39.48303,21.0,145.8,102.9,63.91,74.71,101.91,122.61,37.31,105.51,36.21,82.6,79.72
Rafael Jambeiro,Rafael Jambeiro (PC Fazenda Jurema) - 51346050,Recôncavo,RPGA do Rio Paraguaçu,-12.4881,-39.6981,15.8,16.2,34.4,21.91,32.6,43.4,50.2,12.3,44.1,8.1,22.1,29.9
Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,Recôncavo,RPGA do Rio Paraguaçu,-12.5867,-39.5217,21.6,28.7,17.21,20.91,46.0,38.11,51.11,18.3,49.7,6.5,40.3,65.3
Feira de Santana,Feira de Santana - PC Rio Branco,Recôncavo,RPGA do Rio Paraguaçu,-12.2331,-39.0461,5.8,21.3,18.91,72.4,59.4,63.6,87.4,31.41,55.7,12.6,78.61,34.4
Espinheira,Espinheira,Sudoeste,RPGA do Rio de Contas,-14.283478,-41.75792,0.25,33.75,70.5,65.25,6.25,6.75,21.75,2.75,4.0,0.0,45.75,126.25
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,3.81,71.4,114.81,82.41,25.4,42.41,84.4,16.0,33.41,2.0,111.6,110.61
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,0.0,30.91,68.7,21.21,13.3,4.6,36.0,4.4,10.6,0.0,96.8,86.8
Vitória da Conquista,Vitória da Conquista - 83344,Sudoeste,RPGA do Rio Pardo,-14.883333,-40.8,3.3,75.8,116.9,83.11,27.21,39.51,86.8,15.0,36.31,2.1,113.8,112.9
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,0.0,77.61,68.0,101.4,11.4,16.6,36.0,5.61,9.4,0.0,70.4,183.6
Anagé,Anagé - CO-CL-01,Sudoeste,RPGA do Rio de Contas,-14.618055,-41.149722,0.0,24.25,66.5,66.0,1.0,0.5,5.75,0.25,0.0,2.0,94.0,67.3
Itapetinga,Itapetinga (Clerolândia) - 291640101A,Sudoeste,RPGA do Rio Pardo,-15.243,-40.221,0.8,85.4,108.11,109.6,54.41,39.6,62.4,5.0,49.11,7.8,96.8,108.21
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,11.25,24.75,101.5,43.95,51.75,82.5,108.75,47.2,116.75,9.75,107.4,136.25
Jequié,Jequié - CO-CL-03,Sudoeste,RPGA do Rio de Contas,-13.873055,-40.071944,2.5,18.75,94.25,51.0,38.0,38.5,54.0,10.75,31.25,5.0,187.25,63.3
Vereda,Vereda (PCH Colino II M) - 55355600,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.07126,-40.15474,11.2,127.5,94.0,107.0,142.8,157.31,227.71,149.11,113.01,19.6,196.31,203.41
Itamaraju,Itamaraju - A455,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.17103,-39.58819,34.2,135.8,139.4,72.2,229.2,162.8,207.0,139.8,85.81,9.01,211.0,297.2
Canavieiras,Canavieiras - 83398,Sul,RPGA do Rio Pardo,-15.666667,-38.95,41.2,145.3,209.41,300.2,195.41,202.5,246.21,72.81,91.6,27.6,138.9,94.2
Guaratinga,Guaratinga - 83446,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.58,-39.78,22.5,175.71,71.11,82.2,86.1,86.7,97.9,41.31,71.11,4.61,92.2,212.6
Ilhéus,Ilhéus (CPLAC) - LE-CL-01,Sul,RPGA do Leste,-14.80184,-39.181444,169.25,477.75,92.35,220.0,122.5,152.25,234.5,38.06,146.75,46.0,191.86,210.9
Camacan,Camacan (Centro) - 290560201A,Sul,RPGA do Rio Pardo,-15.422225,-39.494984,16.0,198.9,146.8,258.5,128.8,157.2,245.4,67.3,146.8,54.2,129.5,106.81
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,21.25,69.5,45.25,88.8,145.76,86.0,108.65,69.9,67.75,4.25,234.86,347.35
Camacan,Camacan (São João do Panelinha) - 290560202A,Sul,RPGA do Rio Pardo,-15.375278,-39.489984,18.9,144.1,138.0,282.3,168.7,157.9,290.9,77.7,175.5,58.9,139.3,141.16
Itabuna,Itabuna (São Caetano) - 291480202A,Sul,RPGA do Leste,-14.80638,-39.27803,34.0,226.51,97.9,134.61,116.01,133.8,180.3,38.2,86.4,77.1,149.8,81.73
Porto Seguro,Porto Seguro (Paraguai) - 292530302A,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.41,-39.08,31.41,105.9,202.11,266.0,239.3,171.0,187.1,131.9,117.21,31.6,202.95,182.1
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,17.6,49.4,138.3,47.9,4.0,0.0,0.0,0.0,0.0,2.8,155.6,80.3
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,5.4,84.5,121.7,55.0,26.5,10.2,51.81,7.8,9.0,0.61,122.0,140.5
Santa Rita de Cássia,Santa Rita de Cássia - 83076,São Francisco,RPGA do Rio Grande,-11.016667,-44.516667,199.4,261.5,139.3,41.1,1.1,0.4,0.0,0.0,0.0,0.0,69.7,163.7
Cotegipe,Cotegipe (Faz. Macambira) - 46675000,São Francisco,RPGA do Rio Grande,-11.6106,-44.1567,43.0,134.21,118.2,93.81,10.4,0.0,0.0,0.0,0.0,0.0,71.01,173.8
