municipio,estacao,regiao,rpga,latitude,longitude,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro
Salvador,Salvador - Base Naval/SSN,Recôncavo,RPGA do Recôncavo Norte,-12.796341,-38.489389,17.6,80.7,43.0,76.61,279.6,89.7,78.0,93.01,24.7,90.3,49.01,0.0
Salvador,Salvador - Ilha Amarela,Recôncavo,RPGA do Recôncavo Norte,-12.891344,-38.470778,23.7,71.61,105.7,47.7,415.51,121.61,148.4,196.9,80.31,85.5,36.6,18.3
Alagoinhas,Alagoinhas - 83249,Recôncavo,RPGA do Recôncavo Norte,-12.148333,-38.425556,10.0,50.6,12.6,24.1,124.0,72.1,73.61,95.9,45.3,31.9,57.4,0.3
Cruz das Almas,Cruz das Almas - 83222,Recôncavo,RPGA do Rio Paraguaçu,-12.666667,-39.083333,33.4,53.4,15.9,53.6,73.8,115.1,99.3,135.3,48.41,32.5,55.91,11.0
Amargosa,Amargosa - A434,Recôncavo,RPGA do Recôncavo Sul,-13.009468,-39.616881,14.0,68.01,20.8,33.4,41.2,78.0,85.81,117.0,13.8,52.21,55.41,3.2
Candeias,Candeias - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.663561,-38.533,16.6,54.81,29.1,80.3,285.0,130.11,52.1,89.0,14.4,43.7,84.3,6.61
Dias D´Ávila,Dias D´Ávila - EMBASA,Recôncavo,RPGA do Recôncavo Norte,-12.620505,-38.315217,30.15,60.89,25.75,66.17,413.3,181.45,118.03,161.22,80.9,88.12,60.95,0.5
Simões Filho,Simões Filho (Joanes II) - 322,Recôncavo,RPGA do Recôncavo Norte,-12.674147,-38.376254,27.8,64.51,37.1,49.6,369.6,134.3,102.1,109.6,53.81,54.91,60.1,5.4
Salvador,Salvador - Itapuã - RN-CL-01,Recôncavo,RPGA do Recôncavo Norte,-12.931388,-38.361111,39.1,55.0,55.9,88.6,490.41,130.3,156.7,151.3,29.81,42.8,46.2,11.3
Amargosa,Amargosa - EBDA,Recôncavo,RPGA do Recôncavo Sul,-13.034677,-39.601086,10.0,3.0,15.0,63.5,50.3,110.0,125.0,143.9,11.0,62.0,73.4,0.0
Castro Alves,Castro Alves - EBDA,Recôncavo,RPGA do Rio Paraguaçu,-12.751338,-39.434413,10.5,0.0,0.0,0.0,35.0,87.1,32.0,78.0,0.0,10.0,124.5,0.0
Aramari,Aramari - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.08466,-38.501053,7.8,26.4,3.6,3.2,117.61,68.6,55.0,78.61,36.6,10.8,108.2,0.0
Catu,Catu - EBDA,Recôncavo,RPGA do Recôncavo Norte,-12.351333,-38.384384,0.0,25.0,0.0,37.5,200.2,80.0,52.5,149.5,12.5,74.0,36.0,0.0
Brumado,Brumado - EBDA,Sudoeste,RPGA do Rio de Contas,-14.201356,-41.651143,57.2,0.0,40.0,0.0,26.6,0.0,0.0,0.0,0.0,0.0,78.8,13.3
Jaguaquara,Jaguaquara - RS-CL-01,Sudoeste,RPGA do Recôncavo Sul,-13.573055,-39.940833,14.5,64.25,8.0,18.0,42.25,55.25,51.0,115.25,19.25,60.5,46.25,1.0
Jequié,Jequié - CO-CL-03,Sudoeste,RPGA do Rio de Contas,-13.873055,-40.071944,27.25,27.25,3.5,9.25,15.5,14.75,4.75,59.5,14.5,38.25,73.5,6.0
Vitória da Conquista,Vitória da Conquista - PA-CL-01,Sudoeste,RPGA do Rio Pardo,-14.886111,-40.800833,18.5,26.75,12.5,1.25,25.5,19.0,14.0,49.25,4.75,47.75,370.25,2.5
Vitória da Conquista,Vitória da Conquista - A414,Sudoeste,RPGA do Rio Pardo,-14.886428,-40.80133,19.2,24.2,12.6,1.2,28.0,18.8,17.8,53.6,7.61,49.0,344.8,3.8
Ituaçu,Ituaçu - 83292,Sudoeste,RPGA do Rio de Contas,-13.812778,-41.3,6.1,17.6,5.2,0.8,32.31,9.3,9.7,16.8,2.5,0.0,187.3,3.7
Vitória da Conquista,Vitória da Conquista - 83344,Sudoeste,RPGA do Rio Pardo,-14.883333,-40.8,17.3,29.3,12.21,1.71,30.2,22.2,18.0,55.31,6.7,48.4,258.41,4.0
Brumado,Brumado - A433,Sudoeste,RPGA do Rio de Contas,-14.181886,-41.672281,33.41,15.8,36.6,0.0,38.6,7.01,2.81,12.2,1.0,0.61,96.61,5.01
Tremedal,Tremedal - EBDA,Sudoeste,RPGA do Rio de Contas,-14.977207,-41.411976,76.0,7.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0
Camacã,Camacã,Sul,RPGA do Leste,-15.418059,-39.051083,109.61,104.5,60.0,25.0,110.3,78.5,77.6,86.4,52.5,44.7,169.6,16.5
Coaraci,Coaraci,Sul,RPGA do Leste,-14.634708,-39.551092,159.9,153.21,44.41,16.6,58.31,64.4,41.6,144.0,29.1,90.51,91.1,0.0
Camacã,Camacã (Fz Nanci) - 53880000,Sul,RPGA do Rio Pardo,-15.581395,-39.521095,83.0,81.0,73.0,24.0,79.0,67.0,64.0,117.0,38.0,45.0,189.0,4.0
Caravelas,Caravelas - A405,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.739413,-39.258617,52.0,57.81,265.0,148.0,263.4,139.2,109.61,156.0,83.4,167.61,382.41,15.8
Canavieiras,Canavieiras - 83398,Sul,RPGA do Rio Pardo,-15.666667,-38.95,93.2,102.5,171.5,55.41,224.9,164.1,169.0,199.2,137.01,82.4,178.2,23.1
Caravelas,Caravelas - 83498,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.739167,-39.258333,37.41,50.4,187.0,107.81,192.21,112.4,79.21,123.4,67.9,126.51,310.1,13.6
Maraú,Maraú - A438,Sul,RPGA do Recôncavo Sul,-13.90694,-38.97222,76.2,214.21,130.8,185.21,348.6,304.4,122.2,157.8,34.4,91.4,42.0,37.2
Una,Una - A437,Sul,RPGA do Leste,-15.280215,-39.09127,121.61,153.8,83.01,47.81,182.0,2.4,1.8,149.6,64.01,137.6,128.0,15.4
Eunápolis,Eunápolis - FB-CL-01,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",-16.290555,-39.579722,138.75,32.75,98.5,32.5,114.8,20.31,24.35,115.0,56.5,68.0,249.75,3.0
Ilhéus,Ilhéus (CPLAC) - LE-CL-01,Sul,RPGA do Leste,-14.80184,-39.181444,110.0,126.5,124.0,37.75,103.25,108.25,94.5,219.25,29.5,131.0,115.75,25.0
Teixeira de Freitas,Teixeira de Freitas - PJ-CL-01,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",-17.575555,-39.732777,53.1,55.5,96.0,51.25,113.75,50.5,59.0,118.75,38.25,98.0,197.0,3.0
Angical,Angical (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.001302,-44.684543,84.6,31.7,64.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,329.0,51.0
Baianópolis,Baianópolis (SEDE) - EBDA,São Francisco,RPGA do Rio Grande,-12.301308,-44.53454,119.0,99.0,76.0,12.0,16.0,0.0,0.0,0.0,0.0,12.0,279.41,37.2
Bom Jesus da Lapa,Bom Jesus da Lapa - EBDA,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251329,-43.417851,45.31,30.5,50.6,0.4,21.2,0.0,0.0,0.0,0.0,5.5,281.7,0.0
Carinhanha,Carinhanha - EBDA,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",-14.301347,-43.767864,75.5,18.8,45.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,8.2
Barra,Barra - EBDA,São Francisco,RPGA do Rio Grande,-11.084623,-43.151167,39.5,8.3,67.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113.4,3.4
Gentio do Ouro,Gentio do Ouro - EBDA,São Francisco,RPGA dos Rios Verde e Jacaré,-11.417965,-42.501152,36.7,27.7,5.4,0.0,19.4,1.8,4.5,4.5,0.0,111.4,113.61,18.4
Xique-Xique,Xique-Xique - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-10.817951,-42.717822,14.6,70.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.1,123.0
Brotas de Macaúbas,Brotas de Macaúbas - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.001308,-42.617825,51.4,42.1,2.1,8.3,18.5,0.0,0.0,0.0,0.0,0.0,300.21,22.9
Caetité,Caetité - EBDA,São Francisco,RPGA do Rio de Contas,-14.068017,-42.484498,70.5,56.0,12.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,500.0,46.0
Morpará,Morpará - 46360000,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-11.5583,-43.2825,11.0,86.0,27.0,16.0,11.0,0.0,0.0,0.0,0.0,5.0,175.0,39.0
Santa Rita de Cássia,Santa Rita de Cássia - A415,São Francisco,RPGA do Rio Grande,-11.002768,-44.524965,6.4,81.6,4.6,64.6,5.0,0.0,0.0,0.0,0.0,20.0,216.6,97.4
Barra,Barra - 83179,São Francisco,RPGA do Rio Grande,-11.083333,-43.166667,36.6,30.7,69.9,0.3,4.0,0.0,0.0,0.0,0.0,0.0,119.5,27.8
Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.251389,-43.405278,48.6,35.91,48.2,0.0,33.7,2.2,0.0,0.0,0.0,15.4,293.8,1.2
Caetité,Caetité - 83339,São Francisco,RPGA do Rio de Contas,-14.066667,-42.483333,51.4,53.2,11.9,0.0,11.61,10.5,12.1,12.7,3.0,0.4,454.91,45.91
Santa Rita de Cássia,Santa Rita de Cássia - 83076,São Francisco,RPGA do Rio Grande,-11.016667,-44.516667,70.81,86.61,4.2,71.6,5.2,0.0,0.0,0.0,0.0,21.4,236.7,105.2
Guanambí,Guanambí - A426,São Francisco,RPGA do Rio Carnaíba de Dentro,-14.208123,-42.749647,82.2,125.4,43.6,0.0,1.0,0.6,0.4,1.6,0.0,1.0,272.8,10.61
Buritirama,Buritirama - A432,São Francisco,RPGA do Rio Grande,-10.722925,-43.651203,13.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,9.4,92.4,52.6
Barra,Barra - A429,São Francisco,RPGA do Rio Grande,-11.084858,-43.138998,44.8,38.81,83.8,0.6,6.4,0.0,0.0,0.0,0.0,0.0,145.01,33.4
Ibotirama,Ibotirama - A439,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.19306,-43.21342,32.8,65.01,45.81,11.8,27.4,0.0,2.0,0.0,0.0,0.2,222.21,57.6
Boquira,Boquira - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-12.801323,-42.801167,83.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,15.0
Botuporã,Botuporã - EBDA,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,-13.301335,-42.551164,27.0,40.8,41.5,0.0,16.6,0.0,0.0,0.0,0.0,16.4,270.9,35.7
Caetité,Caetité - CD-CL-01,São Francisco,RPGA do Rio Carnaíba de Dentro,-13.96659,-42.60482,46.25,68.75,15.0,0.0,7.0,2.5,0.25,5.25,0.0,1.5,395.56,32.75
Fazenda Piabanha,Fazenda Piabanha,São Francisco,RPGA do Rio de Contas,-14.59737,-42.38433,52.75,28.5,88.25,0.0,6.75,3.5,1.25,4.75,0.25,23.25,367.5,28.75
