nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_02_22,02_02_22,03_02_22,04_02_22,05_02_22,06_02_22,07_02_22,08_02_22,09_02_22,10_02_22,11_02_22,12_02_22,13_02_22,14_02_22,15_02_22,16_02_22,17_02_22,18_02_22,19_02_22,20_02_22,21_02_22,total
Mussurunga,292740821A,Salvador,Salvador (Mussurunga) - 292740821A,-12.907733,-38.440111,Recôncavo,RPGA do Recôncavo Norte,0.8,0.0,0.0,0.0,1.4,0.6,0.4,0.2,10.2,0.0,2.8,16.8,9.6,0.6,1.0,0.2,0.0,18.8,0.0,5.2,3.2,71.81
Itapuã,292740819A,Salvador,Salvador (Itapuã) - 292740819A,-12.947736,-38.370135999999995,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.4,0.0,0.0,5.6,10.8
Estação Rádio Marinha,A456,Salvador,Salvador (Estação Rádio Marinha) - A456,-12.808222,-38.495944,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.6,0.0,2.8,5.0,25.0,23.4,3.6,0.0,2.0,0.2,0.4,0.0,63.81
Cruz das Almas,83222,Cruz das Almas,Cruz das Almas - 83222,-12.666667,-39.083333,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.2,3.3,0.0,4.8,0.0,0.0,0.0,0.0,0.6,0.0,19.6,29.71
Cachoeira,290490201A,Cachoeira,Cachoeira - 290490201A,-12.607725,-38.960654999999996,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,9.4,0.0,0.0,0.0,0.0,3.4,0.0,0.0,14.01
Centro,291345701A,Igrapiúna,Igrapiúna (Centro) - 291345701A,-13.819025,-39.141884999999995,Recôncavo,RPGA do Recôncavo Sul,2.6,0.0,0.4,0.0,9.2,10.4,15.4,0.4,2.4,3.4,0.2,0.0,11.2,0.6,0.0,8.6,3.0,0.6,6.2,2.4,2.2,79.2
São Félix,292900801A,São Félix,São Félix - 292900801A,-12.606591,-38.969939000000004,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,7.0,0.0,0.0,20.6
Góes Calmon,293070901A,Simões Filho,Simões Filho (Góes Calmon) - 293070901A,-12.780101,-38.353331,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.6,0.0,12.4,0.2,4.4,0.0,6.8,24.2,4.8,44.2,18.2,0.0,0.0,0.0,0.8,45.4,1.0,163.0
Centro,293070903A,Simões Filho,Simões Filho (Centro) - 293070903A,-12.788344,-38.396864,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.6,0.6,74.6,0.2,39.2,0.8,0.0,0.0,0.0,0.0,41.6,10.2,170.2
Ondina,83229,Salvador,Salvador (Ondina) - 83229,-13.005278,-38.505833,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,13.6,1.6,0.0,0.0,0.0,0.0,0.2,0.2,6.9,14.8,4.1,0.0,0.0,4.6,0.0,0.0,7.0,53.0
Feira de Santana,PG-PR-13,Feira de Santana,Feira de Santana - PG-PR-13,-12.268161,-38.96642,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,17.8
Centro,292740802A,Salvador,Salvador (Centro) - 292740802A,-12.97821,-38.515945,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,11.02,2.16,9.28,0.0,0.0,0.2,0.2,17.96,21.83,7.87,8.28,0.0,0.0,3.14,0.0,8.51,23.3,113.75
São tomé de Paripe,292740806A,Salvador,Salvador (São tomé de Paripe) - 292740806A,-12.795508,-38.489389,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.4,3.15,0.8,6.68,6.5,22.05,7.09,2.56,0.0,0.59,0.2,0.59,0.0,51.01
Federação,292740803A,Salvador,Salvador (Federação) - 292740803A,-13.000791,-38.511055999999996,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,12.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.52,21.69,2.17,0.2,0.0,1.19,0.0,1.18,12.4,56.16
Cabula,292740810A,Salvador,Salvador (Cabula) - 292740810A,-12.961347,-38.460778000000005,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.27,6.91,1.57,0.2,0.0,0.0,6.3,0.0,11.84,7.67,42.96
Águas Claras,292740808A,Salvador,Salvador (Águas Claras) - 292740808A,-12.8944,-38.441889,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,2.56,0.0,7.3,0.0,1.97,0.0,29.53,23.83,0.6,41.17,4.53,0.0,0.0,19.91,0.2,1.18,9.44,142.22
Alto do Peru,292740812A,Salvador,Salvador (Alto do Peru) - 292740812A,-12.939122,-38.486334,Recôncavo,RPGA do Recôncavo Norte,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.95,2.95,29.45,1.18,2.18,0.0,6.88,0.0,5.32,5.31,63.72
CAB,292740811A,Salvador,Salvador (CAB) - 292740811A,-12.943354,-38.421264,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,9.66,2.76,8.91,0.0,0.0,0.59,5.55,19.68,7.69,4.93,2.57,1.38,0.0,8.87,0.2,26.77,7.67,107.23
Cosme de Farias,292740816A,Salvador,Salvador (Cosme de Farias) - 292740816A,-12.979402,-38.4855,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,6.5,3.16,7.09,0.0,0.0,0.4,8.26,0.0,30.4,12.8,4.53,0.0,0.0,2.37,0.0,1.18,9.25,85.95
Pirajá,292740801A,Salvador,Salvador (Pirajá) - 292740801A,-12.8994,-38.458833,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,4.92,0.0,10.62,0.59,0.59,0.0,40.64,14.18,0.0,53.68,16.34,0.39,0.0,32.6,0.0,1.97,11.8,188.32
Rio Sena,292740805A,Salvador,Salvador (Rio Sena) - 292740805A,-12.891344,-38.470778,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,2.76,0.0,16.06,4.93,0.59,0.0,31.06,39.03,0.0,30.81,70.63,1.18,0.0,24.04,0.0,1.38,3.53,226.0
Valéria,292740817A,Salvador,Salvador (Valéria) - 292740817A,-12.8644,-38.438276,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,1.98,0.0,11.21,10.63,0.2,0.59,32.7,56.08,4.92,45.51,0.0,0.39,0.0,14.17,0.0,9.06,5.31,192.75
Monte Serrat,292740804A,Salvador,Salvador (Monte Serrat) - 292740804A,-12.930789,-38.517167,Recôncavo,RPGA do Recôncavo Norte,0.0,2.55,0.0,3.36,14.87,0.0,22.07,6.7,0.2,0.0,4.73,43.44,0.59,67.71,11.6,2.98,0.0,18.84,0.0,0.4,0.6,200.64
Santa Terezinha,290650105A,Candeias,Candeias (Santa Terezinha) - 290650105A,-12.647172,-38.539112,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,2.37,8.11,0.0,0.4,0.0,0.0,0.0,0.0,2.99,0.0,2.0,3.97,0.0,0.0,0.0,0.2,0.4,25.73,46.17
Centro,290650101A,Candeias,Candeias (Centro) - 290650101A,-12.670228999999999,-38.544112,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,22.69,0.0,2.17,0.0,0.0,0.0,0.4,1.19,0.0,4.53,0.39,0.2,0.0,0.0,0.0,4.93,43.32,79.82
Sarandi,290650104A,Candeias,Candeias (Sarandi) - 290650104A,-12.671341,-38.531056,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,18.46,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.0,10.67,1.57,0.59,0.0,0.0,0.0,4.14,42.95,79.59
Areia Branca,291920706A,Lauro de Freitas,Lauro de Freitas (Areia Branca) - 291920706A,-12.841,-38.336999999999996,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,1.41,0.2,0.4,0.0,9.67,0.0,0.2,5.92,9.07,14.28,0.0,0.0,0.0,9.05,0.0,3.74,27.38,81.33
Itinga 02,291920704A,Lauro de Freitas,Lauro de Freitas (Itinga 02) - 291920704A,-12.89,-38.353,Recôncavo,RPGA do Recôncavo Norte,0.0,0.2,0.0,0.0,0.2,6.69,1.97,0.0,6.49,0.0,2.36,19.77,3.74,1.97,0.2,0.0,0.0,13.58,0.98,37.23,29.83,125.21
Vila Praiana,291920702A,Lauro de Freitas,Lauro de Freitas (Vila Praiana) - 291920702A,-12.901,-38.308,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,5.71,0.0,2.16,0.0,2.76,8.08,1.18,0.0,0.0,22.11,0.0,0.0,49.37,92.16
Portão,291920701A,Lauro de Freitas,Lauro de Freitas (Portão) - 291920701A,-12.87,-38.305,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,2.18,0.0,0.0,0.0,10.42,0.0,8.66,17.56,0.2,15.37,0.4,0.0,0.0,10.2,0.59,0.2,17.53,83.31
Rua 02 de Julho,291920705A,Lauro de Freitas,Lauro de Freitas (Rua 02 de Julho) - 291920705A,-12.839,-38.35,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,6.11,0.0,1.19,0.0,14.26,0.0,21.19,7.49,2.76,20.85,0.0,0.0,0.0,11.42,0.0,1.38,29.92,116.57
Muritiba,PG-PR-12,Muritiba,Muritiba - PG-PR-12,-12.617894999999999,-39.005590999999995,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,18.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,31.01
Dois de Julho,291120401A,Gandú,Gandú (Dois de Julho) - 291120401A,-13.741357,-39.48303,Recôncavo,RPGA do Recôncavo Sul,0.59,0.2,0.0,0.0,2.76,4.33,1.39,0.0,0.39,0.0,0.59,4.36,1.97,0.2,0.0,8.29,0.2,0.0,0.79,0.79,0.0,26.85
Rua São Roque,293290301A,Valença,Valença (Rua São Roque) - 293290301A,-13.363,-39.078,Recôncavo,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,2.82,4.93,9.27,0.2,0.59,2.56,0.0,37.29,39.86,6.69,0.2,11.27,2.56,6.7,0.62,1.18,5.54,132.28
São Francisco do Conde,RN-CL-07,São Francisco do Conde,São Francisco do Conde - RN-CL-07,-12.611360000000001,-38.68222,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,1.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.2,3.0,0.0,0.0,0.2,0.0,2.4,25.8
CIA,293070902A,Simões Filho,Simões Filho (CIA) - 293070902A,-12.825461,-38.409051,Recôncavo,RPGA do Recôncavo Norte,0.0,0.0,0.0,0.0,2.0,0.2,19.4,0.0,9.0,0.0,57.0,54.2,0.2,29.8,0.0,1.8,0.0,7.8,0.0,59.6,17.8,258.8
Milagres,RS-CL-02,Milagres,Milagres - RS-CL-02,-12.913889999999999,-39.74351,Recôncavo,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.4,52.0,3.4,0.0,0.6,0.2,0.0,0.2,0.0,0.6,58.81
PC Argoim,51351000,Rafael Jambeiro,Rafael Jambeiro (PC Argoim) - 51351000,-12.5867,-39.5217,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,6.4,0.0,7.4,0.0,0.0,0.0,1.8,2.4,18.6
PC Rio Paratigi,51370000,Santo Estevão,Santo Estevão (PC Rio Paratigi) - 51370000,-12.51503,-39.38272,Recôncavo,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.4,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,5.2,1.8,39.0
Cândido Sales,53620000,Cândido Sales,Cândido Sales - 53620000,-15.512891,-41.236629,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.2,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,3.0
Itiruçu,A407,Itiruçu,Itiruçu - A407,-13.52629,-40.12055,Sudoeste,RPGA do Recôncavo Sul,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,1.4,3.8,7.0,0.6,3.6,0.2,0.0,0.0,6.0,27.21
Vitória da Conquista,A414,Vitória da Conquista,Vitória da Conquista - A414,-14.886428,-40.80133,Sudoeste,RPGA do Rio Pardo,0.2,1.4,0.0,0.0,0.4,13.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,32.8,1.0,0.0,7.4,19.2,3.6,0.0,0.0,80.8
Lagoa,291760701A,Jaguaquara,Jaguaquara (Lagoa) - 291760701A,-13.523228,-39.968685,Sudoeste,RPGA do Recôncavo Sul,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,33.4,50.4,0.2,0.2,1.0,0.0,0.4,2.0,0.0,88.4
Entroncamento,291760702A,Jaguaquara,Jaguaquara (Entroncamento) - 291760702A,-13.509869,-40.05461,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.4,20.6,3.2,6.2,17.4,0.2,0.0,0.0,0.4,54.0
Vitória da Conquista,83344,Vitória da Conquista,Vitória da Conquista - 83344,-14.883332999999999,-40.8,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.6,13.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.2,7.4,19.3,3.8,0.0,0.0,86.5
Clerolândia,291640101A,Itapetinga,Itapetinga (Clerolândia) - 291640101A,-15.243,-40.221,Sudoeste,RPGA do Rio Pardo,0.78,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.07,0.0,2.4,0.0,0.0,0.0,0.59,15.64
Recreio,293330702A,Vitória da Conquista,Vitória da Conquista (Recreio) - 293330702A,-14.860999999999999,-40.841,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.2,0.0,0.2,16.52,13.98,0.0,0.0,0.0,0.0,0.0,0.0,13.45,0.0,11.12,30.77,31.13,0.0,0.0,0.0,117.37
Patagônia,293330704A,Vitória da Conquista,Vitória da Conquista (Patagônia) - 293330704A,-14.87,-40.863,Sudoeste,RPGA do Rio Pardo,0.0,0.0,7.3,2.17,0.0,38.86,9.25,0.0,5.52,0.0,0.0,0.0,0.4,3.58,0.0,1.38,20.52,59.43,4.53,0.2,0.0,153.14
Barcelar,293330705A,Vitória da Conquista,Vitória da Conquista (Barcelar) - 293330705A,-14.838,-40.856,Sudoeste,RPGA do Rio Pardo,0.0,1.38,3.94,0.0,0.0,27.2,11.42,0.0,6.96,0.0,0.0,0.0,0.59,0.99,0.0,8.29,6.34,56.92,1.97,0.0,0.0,126.0
Lomantão,293330703A,Vitória da Conquista,Vitória da Conquista (Lomantão) - 293330703A,-14.87,-40.827,Sudoeste,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.2,17.33,8.46,0.0,0.0,0.0,0.0,0.0,0.0,35.68,0.0,10.45,17.94,26.21,0.2,0.0,0.0,116.48
Jaguaquara,RS-CL-01,Jaguaquara,Jaguaquara - RS-CL-01,-13.573054999999998,-39.940833000000005,Sudoeste,RPGA do Recôncavo Sul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitória da Conquista,PA-CL-01,Vitória da Conquista,Vitória da Conquista - PA-CL-01,-14.886110999999998,-40.800833000000004,Sudoeste,RPGA do Rio Pardo,0.0,1.25,0.0,0.0,0.25,14.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,0.75,0.0,7.5,18.75,3.75,0.0,0.0,84.75
Fz Nanci,53880000,Camacã,Camacã (Fz Nanci) - 53880000,-15.581395,-39.521095,Sul,RPGA do Rio Pardo,5.2,0.0,0.0,0.0,1.2,11.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,8.8,0.0,1.2,0.8,0.0,0.0,44.8
PCH Cach. da Lixa M,55354000,Jucuruçu,Jucuruçu (PCH Cach. da Lixa M) - 55354000,-17.06703,-40.068619,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",1.4,0.0,0.6,5.6,2.0,0.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,21.6,4.2,0.8,0.0,0.0,0.0,41.8
Ilhéus,A410,Ilhéus,Ilhéus - A410,-14.658803,-39.181438,Sul,RPGA do Leste,0.0,0.4,0.0,0.6,9.8,14.6,0.8,0.0,0.2,0.0,8.0,0.0,9.6,8.4,4.0,2.2,1.2,0.8,0.2,1.2,0.6,62.61
Itajuípe,,Itajuípe,Itajuípe,-14.6744,-39.3769,Sul,RPGA do Leste,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Caravelas,83498,Caravelas,Caravelas - 83498,-17.739167000000002,-39.258333,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",37.6,11.8,21.8,0.0,0.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.6,0.0,0.0,0.4,0.0,0.0,0.0,89.8
Barra do Rocha,290310201A,Barra do Rocha,Barra do Rocha - 290310201A,-14.208644,-39.598562,Sul,RPGA do Rio de Contas,3.6,0.0,0.0,0.0,1.6,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,15.0,0.2,0.0,0.0,0.0,0.0,25.0
Guaratinga,83446,Guaratinga,Guaratinga - 83446,-16.58,-39.78,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,0.0,0.0,0.0,18.5,5.4,7.9,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.0,0.3,0.0,34.8
Novo Horizonte,291180801A,Guaratinga,Guaratinga (Novo Horizonte) - 291180801A,-16.582916,-39.780555,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,0.0,0.0,0.0,20.8,7.0,15.4,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.6,1.0,0.0,0.0,0.0,45.81
CPLAC,LE-CL-02,Jussari,Jussari (CPLAC) - LE-CL-02,-15.186829999999999,-39.48713,Sul,RPGA do Leste,0.0,0.2,0.2,0.8,30.4,3.8,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.8,0.0,0.0,0.0,61.0
Centro,291560101A,Itamaraju,Itamaraju (Centro) - 291560101A,-17.027541,-39.534994,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",3.6,0.0,0.0,0.0,32.4,21.2,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,3.8,5.4,9.4,0.0,0.0,0.0,84.01
Pau Brasil,292390201A,Pau Brasil,Pau Brasil - 292390201A,-15.46122,-39.65225,Sul,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.2,0.0,0.0,26.0
Centro,292805901A,Santa Luzia,Santa Luzia (Centro) - 292805901A,-15.42976,-39.332759,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,7.2,2.2,2.2,0.0,0.0,0.0,8.6,0.0,1.0,6.8,17.6,7.6,0.0,0.4,1.4,0.0,2.8,57.81
Mascote,53950000,Mascote,Mascote - 53950000,-15.565560999999999,-39.302756,Sul,RPGA do Rio Pardo,0.0,0.6,0.0,0.0,3.6,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,0.0,0.0,0.0,11.4
PCH Colino I J,55357000,Jucuruçu,Jucuruçu (PCH Colino I J) - 55357000,-17.0822,-40.0772,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",3.0,0.5,0.5,0.25,3.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,11.0,4.5,13.5,2.25,0.0,0.0,0.0,47.5
Eunápolis,FB-CL-01,Eunápolis,Eunápolis - FB-CL-01,-16.290554999999998,-39.579722,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,0.0,0.0,0.0,0.25,7.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,2.25,5.75,0.0,0.0,0.0,53.75
Centro,290560201A,Camacan,Camacan (Centro) - 290560201A,-15.422225,-39.494984,Sul,RPGA do Rio Pardo,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.8,0.4,0.0,0.0,0.0,8.21,11.02
Centro,290340901A,Belmonte,Belmonte (Centro) - 290340901A,-15.859179000000001,-38.878025,Sul,RPGA do Rio Jequitinhonha,0.0,0.0,0.0,0.0,0.0,38.82,0.2,0.0,0.0,1.58,0.0,0.0,56.89,0.0,0.0,0.0,2.96,0.78,0.2,0.0,0.0,101.43
São João do Panelinha,290560202A,Camacan,Camacan (São João do Panelinha) - 290560202A,-15.375278,-39.489984,Sul,RPGA do Rio Pardo,1.98,0.0,0.79,0.0,3.54,2.63,7.49,2.16,0.0,0.0,7.28,0.0,0.0,4.55,0.0,3.56,0.0,0.59,0.0,0.0,0.0,34.58
Centro,290560203A,Camacan,Camacan (Centro) - 290560203A,-15.416389,-39.493873,Sul,RPGA do Rio Pardo,2.56,0.2,0.0,0.0,4.33,3.39,1.58,0.0,0.0,0.0,0.0,0.0,0.59,0.6,0.0,3.55,0.2,0.0,0.0,1.18,0.0,18.18
Conquista,291360601A,Ilhéus,Ilhéus (Conquista) - 291360601A,-14.797213000000001,-39.046079999999996,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,0.2,6.11,8.68,1.58,0.0,1.18,8.66,19.51,16.81,0.99,0.0,1.59,0.99,11.46,0.0,5.12,0.6,83.48
Malhado,291360602A,Ilhéus,Ilhéus (Malhado) - 291360602A,-14.789157999999999,-39.048858,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,0.0,5.31,2.76,2.17,0.0,0.98,1.97,12.52,15.98,0.79,0.0,3.35,2.56,3.34,0.0,8.51,0.2,60.45
São Caetano,291480202A,Itabuna,Itabuna (São Caetano) - 291480202A,-14.806379999999999,-39.27803,Sul,RPGA do Leste,5.9,0.0,0.0,0.0,4.52,9.12,0.59,0.42,0.0,0.42,0.0,0.2,20.75,0.4,0.2,3.15,0.62,0.2,44.72,0.62,0.0,91.84
Nova Ferradas,291480203A,Itabuna,Itabuna (Nova Ferradas) - 291480203A,-14.857213,-39.346922,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,7.49,19.52,0.59,1.57,0.2,0.0,0.0,5.32,0.6,0.2,0.0,10.64,0.0,0.79,1.19,0.0,0.0,48.11
Centro,292300102A,Nova Viçosa,Nova Viçosa (Centro) - 292300102A,-17.893,-39.372,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",9.83,4.52,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,10.31,3.73,0.0,7.49,0.0,0.0,0.0,52.06
Posto da Mata,292300103A,Nova Viçosa,Nova Viçosa (Posto da Mata) - 292300103A,-17.896,-39.37,Sul,"RPGA dos Rios Peruípe, Itanhém e Jucuruçu",10.04,4.35,0.0,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.12,6.5,1.77,2.95,3.39,0.0,0.0,0.0,43.27
Areião,292530301A,Porto Seguro,Porto Seguro (Areião) - 292530301A,-16.441,-39.076,Sul,"RPGA dos Rios dos Frades, Buranhém e Santo Antônio",0.0,0.0,0.0,0.0,2.57,7.09,0.0,0.0,0.0,0.0,0.0,3.54,8.47,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,24.82
Centro,291480201A,Itabuna,Itabuna (Centro) - 291480201A,-14.79,-39.274,Sul,RPGA do Leste,2.37,0.0,0.0,0.0,9.05,19.71,1.19,0.0,0.0,0.0,0.0,0.0,3.14,0.0,0.2,3.54,1.38,0.0,18.29,0.39,0.0,59.27
Estádio Municipal,291530401A,Itagimirim,Itagimirim (Estádio Municipal) - 291530401A,-16.089181,-39.615546,Sul,RPGA do Rio Jequitinhonha,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86,23.08,0.0,0.79,0.0,0.0,0.0,32.93
Ferradas,53170000,Itabuna,Itabuna (Ferradas) - 53170000,-14.8439,-39.3311,Sul,RPGA do Leste,0.0,0.0,0.0,0.0,7.2,22.0,2.0,0.8,0.4,0.2,0.6,2.0,1.2,0.0,0.0,11.0,0.0,0.2,6.8,0.0,0.2,54.61
Barra,83179,Barra,Barra - 83179,-11.083333,-43.166667,São Francisco,RPGA do Rio Grande,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,15.3,21.1,1.7,1.2,7.5,0.0,1.7,0.0,1.1,13.9,67.11
Bom Jesus da Lapa,83288,Bom Jesus da Lapa,Bom Jesus da Lapa - 83288,-13.251389000000001,-43.405278,São Francisco,RPGA do Rio Carnaíba de Dentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,49.2,0.0,0.0,0.0,10.6,0.0,0.5,15.0,0.6,109.5
Ibotirama,A439,Ibotirama,Ibotirama - A439,-12.193060000000001,-43.21342,São Francisco,RPGA dos Rios Paramirim e Santo Onofre,0.0,3.6,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.8,7.6,22.8,65.8,9.4,0.4,0.2,21.0,0.2,0.0,17.4,21.0,172.01
Faz. Macambira,46675000,Cotegipe,Cotegipe (Faz. Macambira) - 46675000,-11.6106,-44.1567,São Francisco,RPGA do Rio Grande,0.2,0.0,0.2,0.0,0.0,4.4,0.2,0.0,0.0,0.0,7.4,0.0,5.6,1.2,18.2,0.2,0.0,0.0,8.6,40.0,7.4,93.61
Bom Jesus da Lapa,45480000,Bom Jesus da Lapa,Bom Jesus da Lapa - 45480000,-13.2572,-43.435,São Francisco,"RPGA do Rio Corrente e Riachos do Ramalho, Serra Dourada e Brejo Velho",0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.4,3.6,42.8,0.2,0.4,0.0,7.2,0.0,0.0,12.0,6.0,74.6
