nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_09_19,02_09_19,03_09_19,04_09_19,05_09_19,06_09_19,07_09_19,08_09_19,09_09_19,10_09_19,11_09_19,12_09_19,13_09_19,14_09_19,15_09_19,16_09_19,17_09_19,18_09_19,19_09_19,20_09_19,21_09_19,22_09_19,23_09_19,24_09_19,25_09_19,26_09_19,27_09_19,28_09_19,29_09_19,30_09_19,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,3.4,0.0,0.0,3.2,0.4,5.2,5.6,1.2,0.4,1.2,0.0,0.0,7.6,3.6,0.8,0.0,0.4,0.0,0.0,0.0,0.0,1.8,0.8,2.4,0.0,0.0,0.0,0.0,38.0
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.6,0.0,4.0,1.6,9.2,14.2,2.8,3.4,0.4,0.2,0.0,0.0,2.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,1.2,4.6,2.4,0.0,0.2,0.0,0.0,47.41
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.4,1.0,0.0,1.2,1.9,3.8,7.5,2.0,0.7,1.0,0.0,0.0,0.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,0.0,0.1,0.0,0.0,0.0,34.81
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,0.0,0.6,0.4,3.4,7.1,1.3,3.9,1.8,0.0,0.0,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,23.6
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.4,0.2,8.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.8,0.2,0.0,0.0,0.2,0.0,30.2
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.682872,-41.841236,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,7.4,0.4,11.8
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.8,2.8,0.2,3.0,3.8,0.0,0.4,0.8,0.0,0.0,0.0,9.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.6,0.0,0.0,0.0,0.0,24.4
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.8,0.8,0.0,1.2,2.2,3.4,7.2,2.2,0.8,1.2,0.0,0.0,0.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,35.01
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.61
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.8,0.6,0.0,4.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,17.6
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.4,0.2,2.2,4.0,0.0,0.0,1.8,0.0,0.0,1.4,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.6,0.0,0.0,0.2,0.0,30.01
