nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_03_19,02_03_19,03_03_19,04_03_19,05_03_19,06_03_19,07_03_19,08_03_19,09_03_19,10_03_19,11_03_19,12_03_19,13_03_19,14_03_19,15_03_19,16_03_19,17_03_19,18_03_19,19_03_19,20_03_19,21_03_19,22_03_19,23_03_19,24_03_19,25_03_19,26_03_19,27_03_19,28_03_19,29_03_19,30_03_19,31_03_19,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,0.0,0.2,0.0,2.0,0.2,8.6
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,11.8,42.8,28.4,16.2,4.0,6.8,20.8,0.2,0.0,0.0,135.8
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,2.2,0.3,4.5,0.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.6,48.3,30.6,41.5,18.4,0.0,9.0,0.0,0.0,2.2,173.7
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.6,49.0,7.4,0.4,10.6,0.2,2.2,0.0,0.0,0.0,79.51
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,34.4,12.4,18.2,2.6,60.6,12.4,0.0,9.6,0.2,0.0,0.0,155.6
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.682872,-41.841236,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,141.4,12.4,25.4,26.0,19.2,2.6,14.8,0.2,0.0,0.0,0.0,243.6
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,23.4,35.0,0.0,2.6,0.0,0.0,0.0,1.2,0.0,83.6
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,2.2,0.2,4.6,0.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.6,45.8,30.2,41.2,18.6,0.0,9.0,0.0,0.0,2.4,171.6
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,5.4,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,23.4,2.6,2.2,0.8,1.4,1.2,0.6,0.2,0.2,0.0,91.8
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,1.2,1.2,0.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.2,53.2,72.6,1.2,13.4,0.4,0.0,0.0,0.2,0.0,189.0
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.2,36.6,57.2,0.6,12.2,0.0,0.0,0.0,0.0,0.0,125.0
Ruy Barbosa,PG-PR-18,Ruy Barbosa,Ruy Barbosa - PG-PR-18,-12.285653,-40.513698,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.2,0.0,2.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.4,4.8,12.4,12.8,0.0,0.0,9.6,0.0,0.0,0.0,74.2
Machado Portela,PG-PR-26,Marcionílio Souza,Marcionílio Souza (Machado Portela) - PG-PR-26,-13.153732,-40.768155,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,70.4,57.6,16.2,0.0,3.4,0.2,0.0,0.0,0.0,188.2
Mulungu do Morro,,Mulungu do Morro,Mulungu do Morro,-11.980363,-41.619012,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,11.8,29.6,3.2,9.6,0.0,2.0,0.0,0.0,0.0,59.41
Rio do Pires,PM-CL-04,Rio do Pires,Rio do Pires - PM-CL-04,-13.11695,-42.28411,Chapada Diamantina,RPGA dos Rios Paramirim e Santo Onofre,0.0,0.0,0.2,0.0,0.0,1.8,0.0,0.0,0.0,0.8,1.8,0.0,0.0,16.4,0.8,0.0,0.0,0.0,0.0,52.6,8.4,5.6,55.4,0.0,50.8,18.4,16.6,0.4,0.0,0.0,0.0,230.01
