nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_07_19,02_07_19,03_07_19,04_07_19,05_07_19,06_07_19,07_07_19,08_07_19,09_07_19,10_07_19,11_07_19,12_07_19,13_07_19,14_07_19,15_07_19,16_07_19,17_07_19,18_07_19,19_07_19,20_07_19,21_07_19,22_07_19,23_07_19,24_07_19,25_07_19,26_07_19,27_07_19,28_07_19,29_07_19,30_07_19,31_07_19,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,0.0,0.0,0.0,0.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.2,4.2,1.6,1.0,0.4,4.0,12.6,1.4,3.2,3.8,0.0,41.8
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.4,0.2,2.2,5.8,9.2,8.4,5.0,0.2,3.4,3.0,2.0,2.8,2.6,0.0,48.4
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.4,0.0,0.0,0.0,0.0,0.5,0.8,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,3.2,2.4,8.2,1.2,2.1,2.5,5.6,1.0,6.9,2.2,0.5,38.31
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,3.0,7.6,2.2,2.2,2.6,0.0,2.0,3.0,1.4,1.0,4.8,0.0,31.6
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,1.6,1.0,2.8,0.0,0.6,3.8,0.0,3.2,0.6,0.0,19.8
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,1.0,147.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,4.0,3.6,1.4,0.4,2.6,3.6,0.8,4.6,5.0,0.0,191.2
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.0,0.0,1.0,0.8,0.0,2.4,0.4,0.0,9.0
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.8,2.2,1.4,0.2,1.6,5.6,0.2,2.4,0.0,0.0,29.2
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,15.0,0.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,8.8,4.4,3.8,0.8,0.0,1.2,3.4,3.2,1.2,0.4,0.0,49.6
Machado Portela,PG-PR-26,Marcionílio Souza,Marcionílio Souza (Machado Portela) - PG-PR-26,-13.153732,-40.768155,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,3.4,0.4,0.0,0.0,1.4,0.2,0.8,0.6,1.6,0.0,12.8
