nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_02_19,02_02_19,03_02_19,04_02_19,05_02_19,06_02_19,07_02_19,08_02_19,09_02_19,10_02_19,11_02_19,12_02_19,13_02_19,14_02_19,15_02_19,16_02_19,17_02_19,18_02_19,19_02_19,20_02_19,21_02_19,22_02_19,23_02_19,24_02_19,25_02_19,26_02_19,27_02_19,28_02_19,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,18.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.4,6.6,0.2,0.0,2.2,0.6,0.0,0.0,0.0,4.8,2.4,28.2
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,15.4,8.0,0.0,0.0,6.6,5.2,0.0,0.0,0.0,0.0,0.0,67.0
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.2,0.0,0.0,0.9,0.2,1.3,0.1,47.6,2.4,0.0,0.0,2.1,2.6,0.0,0.0,0.0,0.0,0.4,60.31
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,4.1,0.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,38.4,1.1,0.0,51.0,21.2,17.4,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.5,0.0,164.7
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,7.6,0.2,0.0,2.8,0.0,0.0,0.0,0.0,2.6,2.0,2.6,4.4,55.8,2.6,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.4,0.0,86.4
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.6,1.4,0.0,0.0,19.4,0.2,0.0,0.0,0.0,0.0,0.0,64.61
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.6,0.2,0.0,0.0,0.8,0.2,1.4,0.0,49.4,1.8,0.0,0.0,2.8,2.6,0.0,0.0,0.0,0.0,0.4,62.4
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,34.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,4.6,0.0,0.0,0.0,8.2,14.0,0.0,0.0,0.0,0.0,0.0,37.2
