nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_06_15,02_06_15,03_06_15,04_06_15,05_06_15,06_06_15,07_06_15,08_06_15,09_06_15,10_06_15,11_06_15,12_06_15,13_06_15,14_06_15,15_06_15,16_06_15,17_06_15,18_06_15,19_06_15,20_06_15,21_06_15,22_06_15,23_06_15,24_06_15,25_06_15,26_06_15,27_06_15,28_06_15,29_06_15,30_06_15,total
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,1.4,7.8,1.2,1.2,3.4,12.4,11.6,12.2,3.0,4.0,10.6,0.2,0.0,1.4,7.2,0.2,0.0,0.2,0.2,0.2,0.0,2.2,0.6,0.6,2.6,6.4,0.8,0.8,0.2,4.6,97.2
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,2.3,0.0,0.1,0.7,8.4,2.9,3.5,0.7,1.9,2.3,0.0,0.0,0.0,2.9,0.3,0.0,0.0,0.0,0.0,0.0,1.9,1.7,0.0,0.0,1.3,0.4,0.0,2.3,4.3,37.9
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.5,0.8,1.0,0.0,0.0,0.8,14.5,21.2,0.0,6.9,14.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.4,2.7,0.6,1.0,0.0,0.1,0.1,5.0,79.4
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,0.0,3.2,0.5,0.1,1.4,1.2,5.8,4.4,0.5,1.2,2.6,0.4,0.2,1.6,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,1.4,4.4,1.4,1.2,0.2,8.4,51.1
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.2,0.6,0.0,2.6,6.6,4.6,17.2,0.4,2.8,1.8,0.2,0.0,0.2,0.0,2.8,0.0,0.8,0.2,0.0,0.0,7.0,0.2,0.0,2.4,5.4,0.2,3.4,2.2,16.8,78.6
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.4,1.0,1.2,0.0,0.0,1.0,14.6,20.8,0.0,7.2,13.6,0.0,0.2,0.0,3.8,0.0,0.2,0.0,0.0,0.0,0.0,5.4,1.4,2.8,0.6,1.0,0.0,0.2,0.0,5.4,80.81
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.2,0.0,0.0,0.0,4.0,1.0,3.4,2.2,0.4,0.8,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,3.6,25.21
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,3.5,1.75,1.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,13.25
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.25,3.5,0.75,1.25,3.0,3.0,0.25,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,6.0,22.5
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,0.0,0.0,0.0,3.75,2.0,1.5,1.25,1.25,4.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.25,0.0,6.5,22.75
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.289538,-41.161774,Chapada Diamantina,RPGA do Rio Paraguaçu,0.75,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.75,2.75,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,3.25,0.0,0.0,0.25,1.25,14.5
Utinga,PG-PR-23,Utinga,Utinga - PG-PR-23,-12.030089,-41.058714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.25,1.25,0.0,1.25,2.5,1.75,2.0,0.0,2.25,6.5,0.0,0.0,0.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.75,0.0,0.5,1.25,3.0,27.25
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.771772,-41.540679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.25,0.0,0.25,1.5,1.0,2.5,0.0,0.25,5.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,13.5
Cascavel,PG-PR-27,Mucugê,Mucugê (Cascavel) - PG-PR-27,-13.285954,-41.287619,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,1.0,0.5,0.25,0.0,1.75,2.25,1.0,0.0,0.5,3.25,0.0,0.25,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.5,0.5,0.0,0.0,1.25,0.0,0.25,0.75,3.0,23.0
Mulungu do Morro,,Mulungu do Morro,Mulungu do Morro,-11.980363,-41.619012,Chapada Diamantina,RPGA do Rio Paraguaçu,0.2,0.2,0.2,0.0,1.2,0.8,0.4,3.4,0.0,0.0,6.4,0.4,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.2,0.0,0.0,0.0,1.4,17.2
Barro Alto,,Barro Alto,Barro Alto,-11.769188,-41.909464,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.6,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.2,0.4,3.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,0.0,7.81
Canarana,,Canarana,Canarana,-11.69541,-41.78921,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
Barra dos Mendes,,Barra dos Mendes,Barra dos Mendes,-11.805077,-42.05708,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
Olho D'Água do Francisco,,Olho D'Água do Francisco,Olho D'Água do Francisco,-12.307034,-42.079028,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
América Dourada,,América Dourada,América Dourada,-11.464848,-41.442615,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,5.4
Cafarnaum,,Cafarnaum,Cafarnaum,-11.676688,-41.470143,Chapada Diamantina,RPGA dos Rios Verde e Jacaré,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Ibiaporã,PG-CL-01,Mundo Novo,Mundo Novo (Ibiaporã) - PG-CL-01,-12.05379,-40.83722,Chapada Diamantina,RPGA do Rio Paraguaçu,1.5,5.5,4.25,0.75,6.25,12.75,8.25,7.0,0.0,1.25,11.75,0.0,0.0,0.75,6.25,0.0,0.0,0.0,0.0,0.0,0.0,3.75,3.75,0.0,5.25,11.25,2.75,4.0,1.5,6.5,105.0
Marcionílio Souza,PG-CL-03,Marcionílio Souza,Marcionílio Souza - PG-CL-03,-13.00021,-40.537783,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.5,3.5,1.0,0.25,0.25,3.25,8.25,0.0,0.0,0.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.5
Iraquara,PG-PR-02,Iraquara,Iraquara - PG-PR-02,-12.255093,-41.61679,Chapada Diamantina,RPGA do Rio Paraguaçu,0.5,0.0,0.0,0.0,0.25,0.5,1.5,10.5,0.0,1.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.75,21.25
Ventura,PG-PR-10,Morro do Chapéu,Morro do Chapéu (Ventura) - PG-PR-10,-11.650911,-40.951765,Chapada Diamantina,RPGA do Rio Paraguaçu,0.25,2.5,0.25,0.0,0.75,0.5,1.5,1.5,0.25,0.5,3.5,0.0,0.0,0.0,7.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.25,1.5,0.25,0.5,0.0,2.75,25.25
Bonito,PG-PR-11,Bonito,Bonito - PG-PR-11,-11.98993,-41.25429,Chapada Diamantina,RPGA do Rio Paraguaçu,0.5,1.75,4.25,2.5,7.25,13.25,15.25,15.75,0.75,2.75,6.5,0.0,0.5,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.5,0.75,3.5,18.25,3.0,3.25,4.0,12.25,122.0
Piatã,CO-CL-04,Piatã,Piatã - CO-CL-04,-13.164166,-41.770833,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.25,0.0,1.0,5.5,2.25,9.75,0.25,1.75,1.25,0.0,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,3.0,0.5,0.0,1.25,9.0,0.0,2.75,1.5,10.0,51.75
Paulo Afonso,A411,Paulo Afonso,Paulo Afonso - A411,-9.379325,-38.227424,Nordeste,RPGA dos Rios Macururé e Curaçá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,2.4,6.6,0.8,3.0,0.4,2.0,2.0,0.2,0.4,9.6,3.8,32.6
Cipó,83192,Cipó,Cipó - 83192,-11.083333,-38.516667,Nordeste,RPGA do Rio Itapicuru,0.6,0.0,4.0,1.6,7.6,2.8,3.6,9.7,8.8,0.0,1.8,0.0,2.5,1.6,5.6,0.0,0.0,0.0,0.7,7.8,1.2,1.8,1.3,10.9,1.8,3.8,0.8,2.6,3.7,3.3,89.9
Jacobina,83186,Jacobina,Jacobina - 83186,-11.172778,-40.534167,Nordeste,RPGA do Rio Itapicuru,4.3,2.2,2.1,0.0,7.1,4.0,11.7,2.6,4.4,1.4,0.0,3.1,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,8.6,6.4,0.0,0.0,0.0,0.7,62.5
Monte Santo,83090,Monte Santo,Monte Santo - 83090,-10.4425,-39.331111,Nordeste,RPGA do Rio Itapicuru,1.0,0.5,3.9,3.5,5.1,0.5,5.8,1.0,2.8,0.0,2.0,0.7,0.0,0.1,2.0,0.0,0.0,0.0,0.2,11.1,0.1,2.2,1.0,11.2,4.6,3.3,2.9,2.8,3.9,1.2,73.4
Serrinha,83190,Serrinha,Serrinha - 83190,-11.633333,-38.966667,Nordeste,RPGA do Recôncavo Norte,0.6,1.6,0.2,7.1,7.1,7.5,13.2,1.5,4.7,1.5,0.9,0.0,0.0,1.4,4.4,0.0,0.1,0.0,0.0,26.2,1.2,1.2,0.6,4.0,10.9,4.4,3.5,1.0,1.4,15.3,121.51
Conde,A431,Conde,Conde - A431,-12.03622,-37.68322,Nordeste,RPGA do Rio Itapicuru,2.8,14.8,9.8,27.0,11.4,31.4,0.0,2.0,9.6,1.0,2.8,6.6,3.2,27.6,0.8,0.2,0.0,0.4,4.0,6.0,0.2,4.4,10.6,50.0,1.2,2.8,6.6,10.4,0.0,15.6,263.2
Uauá,A435,Uauá,Uauá - A435,-9.833617,-39.495631,Nordeste,RPGA do Rio Vaza-Barris,0.0,0.0,0.4,0.2,3.4,0.6,0.2,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.8,2.2,0.2,0.8,0.4,0.0,0.0,0.0,11.01
Euclides da Cunha,A442,Euclides da Cunha,Euclides da Cunha - A442,-10.537233,-38.996605,Nordeste,RPGA do Rio Itapicuru,2.4,0.0,6.2,7.0,6.0,0.8,8.0,5.0,0.4,0.0,3.4,1.2,0.0,0.2,3.4,4.8,0.0,0.2,0.2,4.8,0.8,3.6,1.0,19.4,4.0,0.6,4.4,2.6,7.0,0.2,97.61
Queimadas,A436,Queimadas,Queimadas - A436,-10.984645,-39.617009,Nordeste,RPGA do Rio Itapicuru,0.6,0.0,2.6,3.2,12.0,1.0,7.4,0.2,3.2,1.2,4.0,0.2,0.4,0.2,1.8,0.6,0.2,0.0,0.2,14.8,0.2,0.0,0.4,9.4,1.0,3.0,0.4,0.6,0.0,2.2,71.0
Serrinha,A441,Serrinha,Serrinha - A441,-11.664586,-39.022946,Nordeste,RPGA do Rio Paraguaçu,0.4,2.0,0.8,8.4,6.8,7.0,12.8,1.6,4.4,1.4,2.2,0.0,0.0,1.0,4.0,0.0,0.2,0.0,0.2,24.0,1.4,2.2,1.2,7.2,12.0,4.4,5.2,1.2,1.0,13.8,126.81
Pedras Altas,50430000,Capim Grosso,Capim Grosso (Pedras Altas) - 50430000,-11.18288,-40.04725,Nordeste,RPGA do Rio Itapicuru,0.0,5.4,0.0,0.2,3.8,0.0,2.4,3.0,4.4,0.0,3.4,0.0,1.2,0.0,2.6,0.0,0.0,0.0,0.0,6.2,0.4,1.2,0.0,2.0,1.0,1.8,0.0,0.6,0.0,0.0,39.6
Ponto Novo,50380000,Ponto Novo,Ponto Novo - 50380000,-10.845,-40.1128,Nordeste,RPGA do Rio Itapicuru,0.2,13.4,0.0,1.6,12.8,0.85,5.0,0.4,2.2,6.6,1.0,5.8,1.4,0.0,2.6,0.0,0.0,0.0,0.0,8.2,8.2,0.0,0.0,4.6,5.6,2.8,1.0,0.6,0.8,0.2,85.85
Ipirá,PG-CL-02,Ipirá,Ipirá - PG-CL-02,-12.14986,-39.76454,Nordeste,RPGA do Rio Paraguaçu,0.0,3.75,0.75,2.75,1.0,6.5,8.75,4.75,4.5,0.25,0.25,0.0,0.0,2.0,2.25,0.0,0.0,0.0,0.0,6.0,0.25,0.25,1.25,3.5,1.75,4.0,0.0,54.8,6.25,4.25,119.8
Serrinha,RN-CL-02,Serrinha,Serrinha - RN-CL-02,-11.648333,-38.982777,Nordeste,RPGA do Recôncavo Norte,4.75,7.0,0.0,10.0,15.5,9.75,11.0,2.25,4.0,0.0,3.75,0.0,1.0,0.75,0.5,0.5,0.0,0.5,0.25,28.75,4.75,1.0,1.5,6.5,25.75,3.25,2.5,1.0,0.5,22.25,169.25
Valente,PG-PR-04,Valente,Valente - PG-PR-04,-11.40119,-39.458099,Nordeste,RPGA do Rio Paraguaçu,0.0,0.5,0.5,2.5,6.75,1.5,3.25,0.25,4.25,0.0,2.25,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,10.25,0.0,0.5,1.5,3.5,1.75,3.25,2.75,1.75,0.0,0.5,56.0
Pé de Serra,PG-PR-06,Pé de Serra,Pé de Serra - PG-PR-06,-11.833423,-39.623663,Nordeste,RPGA do Rio Paraguaçu,0.0,1.75,0.0,1.5,1.0,3.0,8.0,5.5,2.0,0.0,1.0,0.25,0.0,0.0,19.0,0.0,0.25,0.25,0.0,5.25,1.0,0.25,0.25,2.25,0.25,0.5,1.75,1.75,0.5,1.5,58.75
Centro,293010501A,Senhor do Bonfim,Senhor do Bonfim (Centro) - 293010501A,-10.464,-40.19,Nordeste,RPGA do Rio Itapicuru,0.2,4.7,6.5,3.6,11.6,1.0,4.5,1.2,14.6,1.4,1.2,3.7,0.0,0.4,5.9,0.0,0.0,0.0,0.0,12.4,1.0,0.0,0.2,6.5,0.6,3.6,1.0,2.2,1.0,1.4,90.4
Itapeipu,IT-PR-34,Jacobina,Jacobina (Itapeipu) - IT-PR-34,-11.315629,-40.356742,Nordeste,RPGA do Rio Itapicuru,0.0,5.75,1.25,0.25,12.5,2.0,4.25,1.5,13.25,1.5,0.0,3.0,0.75,0.75,4.5,0.0,0.0,0.0,0.0,6.0,1.5,0.0,0.0,10.0,0.75,3.5,0.25,1.5,0.25,1.0,76.0
