nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_11_14,02_11_14,03_11_14,04_11_14,05_11_14,06_11_14,07_11_14,08_11_14,09_11_14,10_11_14,11_11_14,12_11_14,13_11_14,14_11_14,15_11_14,16_11_14,17_11_14,18_11_14,19_11_14,20_11_14,21_11_14,22_11_14,23_11_14,24_11_14,25_11_14,26_11_14,27_11_14,28_11_14,29_11_14,30_11_14,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,1.0,0.2,1.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.2,0.8,32.8,20.6,3.6,0.4,0.0,0.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,12.4,0.2,1.4,15.8,21.6,1.4,1.0,2.6,4.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,1.1,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,23.2,0.0,0.0,0.0,0.1,1.0,32.7,21.7,3.5,0.3,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.8,1.1,0.0,0.2,0.0,0.0,0.0,0.0,34.9,34.2,0.5,3.3,19.5,25.5,67.9,10.8,6.7,1.2,10.9,18.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.61
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.8,11.8,4.6,9.2,32.2,33.4,61.8,19.0,2.8,0.2,4.6,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.6
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.8,1.4,0.0,0.2,0.0,0.0,0.2,0.0,36.6,33.8,0.6,3.6,19.2,32.4,64.0,11.8,7.0,1.4,11.2,19.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.4
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.8,0.4,0.0,31.8,38.2,22.6,47.8,3.6,2.0,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
Lagoa Bonita,PG-PR-15,Iacú,Iacú (Lagoa Bonita) - PG-PR-15,-12.931506,-40.226468,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,1.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.5,0.0,16.5,15.25,11.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.75
João Amaro,PG-PR-16,Iaçu,Iaçu (João Amaro) - PG-PR-16,-12.800391,-40.363139,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,11.0,0.0,23.75,27.75,10.25,3.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.65622,-40.589813,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.25,0.0,0.0,0.25,6.5,55.75,31.75,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75
