nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_12_18,02_12_18,03_12_18,04_12_18,05_12_18,06_12_18,07_12_18,08_12_18,09_12_18,10_12_18,11_12_18,12_12_18,13_12_18,14_12_18,15_12_18,16_12_18,17_12_18,18_12_18,19_12_18,20_12_18,21_12_18,22_12_18,23_12_18,24_12_18,25_12_18,26_12_18,27_12_18,28_12_18,29_12_18,30_12_18,31_12_18,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524062,-40.299714,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,3.6,3.0,62.6,0.4,7.2,0.0,0.0,0.4,13.0,1.0,0.4,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.81
Macajuba,A412,Macajuba,Macajuba - A412,-12.131694,-40.354222,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,0.2,0.0,5.2,0.4,0.0,11.6,8.4,2.8,3.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.516667,-40.283333,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,3.7,2.8,65.0,0.1,7.6,0.0,0.0,0.3,14.3,2.8,0.1,7.0,0.0,0.5,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.8
Lençóis,83242,Lençóis,Lençóis - 83242,-12.5575,-41.388889,Chapada Diamantina,RPGA do Rio Paraguaçu,0.8,4.1,7.4,75.3,24.1,27.1,0.1,0.0,11.8,12.4,27.4,0.0,0.0,0.0,0.0,3.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.216667,-41.216667,Chapada Diamantina,RPGA do Rio Salitre,1.3,1.2,13.2,31.1,13.0,27.0,1.0,0.0,0.4,0.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
Piatã,A430,Piatã,Piatã - A430,-13.155681,-41.774125,Chapada Diamantina,RPGA do Rio de Contas,14.4,12.6,21.8,18.6,0.6,15.2,1.0,29.2,23.0,26.0,59.8,0.8,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.6,2.4,0.2,0.0,0.0,0.0,0.4,275.4
Livramento de Nossa Senhora,291950401U,Livramento de Nossa Senhora,Livramento de Nossa Senhora - 291950401U,-13.682872,-41.841236,Chapada Diamantina,RPGA do Rio de Contas,0.0,23.6,46.0,41.4,1.0,35.4,8.2,0.0,7.8,29.6,10.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6,0.0,5.0,226.4
Iaçu,51280000,Iaçu,Iaçu - 51280000,-12.7622,-40.2136,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,8.0,3.6,33.4,3.4,10.4,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2
Lençóis,A425,Lençóis,Lençóis - A425,-12.557854,-41.388808,Chapada Diamantina,RPGA do Rio Paraguaçu,0.8,4.0,7.2,75.4,23.0,24.8,0.2,0.0,11.4,12.0,26.4,0.0,0.0,0.0,0.0,3.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.4
Itaetê,,Itaetê,Itaetê,-12.991944,-40.960833,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,5.4,20.2,33.8,7.0,52.4,0.0,0.0,0.8,4.6,17.2,0.0,0.0,0.0,0.0,0.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.21
