nome_estacao,codigo,municipio,estacao,latitude,longitude,regiao,rpga,01_01_18,02_01_18,03_01_18,04_01_18,05_01_18,06_01_18,07_01_18,08_01_18,09_01_18,10_01_18,11_01_18,12_01_18,13_01_18,14_01_18,15_01_18,16_01_18,17_01_18,18_01_18,19_01_18,20_01_18,21_01_18,22_01_18,23_01_18,24_01_18,25_01_18,26_01_18,27_01_18,28_01_18,29_01_18,30_01_18,31_01_18,total
Itaberaba,A408,Itaberaba,Itaberaba - A408,-12.524000000000001,-40.3,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,54.8,0.0,7.0,0.0,0.0,0.0,28.6,0.2,0.4,0.4,0.2,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.01
Macajuba,A412,Macajuba,Macajuba - A412,-12.132,-40.354,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,70.6,0.0,0.0,0.0,0.0,0.4,5.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,76.81
Itaberaba,83244,Itaberaba,Itaberaba - 83244,-12.517000000000001,-40.283,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,61.6,0.0,6.9,0.0,0.0,6.8,30.8,0.0,0.5,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.7
Lençóis,83242,Lençóis,Lençóis - 83242,-12.557,-41.388999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,21.6,0.0,19.5,0.0,0.0,0.0,9.6,0.0,0.0,0.3,3.6,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,3.8,0.0,0.1,0.3,0.0,0.0,0.0,60.9
Morro do Chapéu,83184,Morro do Chapéu,Morro do Chapéu - 83184,-11.217,-41.217,Chapada Diamantina,RPGA do Rio Salitre,0.0,0.0,0.0,0.0,27.5,0.4,6.0,0.0,0.0,3.4,3.2,0.0,0.0,1.6,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8
Piatã,A430,Piatã,Piatã - A430,-13.155999999999999,-41.773999999999994,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,16.2,16.8,0.0,0.0,0.2,0.0,0.0,31.6,6.6,0.0,0.0,0.8,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,3.0,0.0,0.0,89.6
Lençóis,A425,Lençóis,Lençóis - A425,-12.558,-41.388999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,26.6,0.0,19.0,0.0,0.0,0.0,9.8,0.0,0.0,0.2,3.8,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.4,0.0,0.0,0.0,65.81
Boa Vista Tupim,PG-PR-17,Boa Vista Tupim,Boa Vista Tupim - PG-PR-17,-12.655999999999999,-40.59,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,37.25,0.0,2.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Wagner,PG-PR-22,Wagner,Wagner - PG-PR-22,-12.29,-41.162,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,33.25,0.0,0.5,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5
Guiné,PG-PR-24,Mucugê,Mucugê (Guiné) - PG-PR-24,-12.772,-41.541000000000004,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,13.25,0.0,19.5,3.5,0.0,2.25,2.75,0.25,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,0.0,0.0,51.25
Cascavel,PG-PR-27,Cascavel,Cascavel - PG-PR-27,-13.286,-41.288000000000004,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.75,5.5,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.5,0.0,2.0,2.75,22.75
Ibicoara,,Ibicoara,Ibicoara,-13.408,-41.292,Chapada Diamantina,RPGA do Rio de Contas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibiaporã,PG-CL-01,Mundo Novo,Mundo Novo (Ibiaporã) - PG-CL-01,-12.054,-40.836999999999996,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,29.5,0.0,10.0,0.0,0.0,0.5,2.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25
Marcionílio Souza,PG-CL-03,Marcionílio Souza,Marcionílio Souza - PG-CL-03,-13.0,-40.538000000000004,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,31.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3
Tapiramutá,PG-PR-09,Tapiramutá,Tapiramutá - PG-PR-09,-11.839,-40.792,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,17.25,0.0,16.75,0.0,0.0,0.75,1.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,39.5
Ventura,PG-PR-10,Morro do Chapéu,Morro do Chapéu (Ventura) - PG-PR-10,-11.651,-40.952,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,31.0,0.25,13.25,0.0,0.0,0.75,0.25,0.0,0.0,9.75,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5
Bonito,PG-PR-11,Bonito,Bonito - PG-PR-11,-11.99,-41.254,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5,3.75,7.5,0.0,0.0,0.0,5.5,0.0,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.75
Piatã,CO-CL-04,Piatã,Piatã - CO-CL-04,-13.164000000000001,-41.771,Chapada Diamantina,RPGA do Rio de Contas,0.0,1.0,0.0,23.0,14.25,0.0,0.0,0.0,0.0,0.75,19.75,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,66.2
PC Ponte Rio Capivari,51326200,Itaberaba,Itaberaba (PC Ponte Rio Capivari) - 51326200,-12.514000000000001,-39.934,Chapada Diamantina,RPGA do Rio Paraguaçu,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,1.1,21.3,0.0,0.0,0.0,15.2,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.31
Cipó,83192,Cipó,Cipó - 83192,-11.083,-38.516999999999996,Nordeste,RPGA do Rio Itapicuru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.6,1.8,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,7.6,0.0,0.0,25.0
